variant,population,matcher,threshold,segment_id,gold_entities,pred_entities,gold_count,pred_count,matches,soft_precision,soft_recall,soft_f1,soft_jaccard,matched_pairs
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB013,ClinicPulse; backlog monitor; appointment delays; pathway; urgency; clinician dependency; patient-contact status,,7,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB014,clinic manager; clinical review; administrative booking; patients,,4,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB015,route map; pathway name; current wait age; blocker type; responsible role; backlog note,,6,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB016,urgent flag; clinical risk wording; days since referral,,3,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB017,administrative blockers; booking teams; queue; sample,,4,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB018,patient identifiers; model prompt; synthetic IDs; re-identification key; evaluation folder,evaluation,5,1,1,1.000000,0.200000,0.333333,0.200000,"[{""gold"": ""evaluation folder"", ""pred"": ""evaluation"", ""score"": 0.5786687135696411}]"
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB019,GridLens; battery storage sites; inverter faults; thermal alerts; state-of-charge anomalies; technician dispatch,,6,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB020,maintenance team; telemetry summaries; engineer notes; repeated faults,,4,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB021,asset; symptom; severity; recurrence count; safety implication; recommended intervention,,6,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB022,alert; planned firmware test; scheduled work; operational incident,,4,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB023,dry run; model; inverter trips; balancing events; thermal warnings,,5,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB024,blind set; engineer notes; production alert rules,,3,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB025,TutorTrail; tutoring notes; learning routes; concept gap; practice need; confidence issue; assessment target; parent follow-up,,8,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB026,tutors; ability; behaviour; homework completion; lesson plan,,5,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB027,topic; misconception; evidence sentence; exercise type; conceptual issue; fluency-based issue,,6,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB028,pupil; linear equations; wording; transfer practice; basic algebra,,5,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB029,special educational need; frustration note; tutor; support plan,,4,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB030,reviewer column; senior tutors; borderline cases; gold set,human review,4,1,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB031,FraudSieve; invoice-control router; vendor identity changes; bank-detail changes; duplicate invoice patterns; approval bypasses,controls,6,1,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB032,finance reviewers; alerts; vendor; invoice; approver,controls; human review,5,2,1,0.500000,0.200000,0.285714,0.166667,"[{""gold"": ""finance reviewers"", ""pred"": ""human review"", ""score"": 0.5064684152603149}]"
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB033,payment risk; evidence field; control; approval gate,controls,4,1,1,1.000000,0.250000,0.400000,0.250000,"[{""gold"": ""control"", ""pred"": ""controls"", ""score"": 0.8312423229217529}]"
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB034,duplicate check; invoice number; supplier name; gross amount; purchase-order reference,controls,5,1,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB035,historic alerts; precision; duplicate invoices; recall; supplier names,controls,5,1,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB036,tool; payment; case; approver; evidence,controls,5,1,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB037,RiverWatch; field notes; water levels; blocked culverts; pump status; road closures; flood-response routes,,7,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB038,duty officer; photos; resident calls; sensor messages; field deployment,,5,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB039,location; hazard type; confidence; immediate action; agency notification,,5,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB040,standing water; test basin; scheduled drill; public-road closure route,,4,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB041,trial; blocked culvert reports; bridge-depth notes; severity rule,,4,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB042,blind review set; storm event; false alarms; missed deployments,evaluation,4,1,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB043,LawBrief Disclosure Tracker; litigation notes; evidence request; privilege issue; disclosure deadline; client instruction; counsel review,,7,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB044,case handlers; factual evidence; legal advice; deadline reminders,,4,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB045,extractor; document type; legal sensitivity; deadline; responsible person; case route,,6,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB046,privilege; confidentiality; qualified reviewer,human review,3,1,1,1.000000,0.333333,0.500000,0.333333,"[{""gold"": ""qualified reviewer"", ""pred"": ""human review"", ""score"": 0.5682450532913208}]"
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB047,client; contract draft; old laptop; evidence collection; privilege review,,5,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB048,blind corpus; case summaries; gold examples; training snippets,benchmark,4,1,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB049,RoboInspect; factory inspection notes; defect type; machine owner; safety class; downtime risk; repair priority,,7,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB050,operators; shift change; cosmetic defect; safety-critical fault; line,,5,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB051,machine ID; station; observed symptom; recurrence; production stop,,5,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB052,calibration rule; minor vibration notes; escalating risk; third occurrence; seven days,,5,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB053,review; route classifier; downtime label; spare part,,4,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB054,fault; machine; planned maintenance,,3,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB055,GreenLedger; supplier notes; carbon evidence; labour-risk concern; certification status; data gap; remediation action,,7,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB056,procurement teams; supplier claim; verified document,,3,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB057,claim; evidence source; verification level; due date; audit; supplier follow-up; internal approval,,7,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB058,marketing brochure; certification; standard; certificate number,,4,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB059,first pass; data-gap detection; supplier; expired certificate,,4,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB060,fresh blind batch; suppliers; pilot sectors; production scoring threshold,evaluation,4,1,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB061,EventMesh; live-event incident notes; crowd flow; medical support; access control; technical fault; steward deployment,controls,7,1,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB062,busy event; radio messages; issue; action,,4,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB063,zone; incident type; urgency; current owner; incident,,5,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB064,Gate C; scanner; queue; technical fault; crowd-flow monitoring,,5,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB065,medical note; medical keywords; priority; review,,4,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB066,model; blind set; venue; venue-specific language; scores,evaluation,5,1,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB067,HeritageVault; museum catalogue notes; provenance gap; conservation risk; digitisation need; loan restriction; research lead,,7,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB068,curators; condition concern; historical claim; display recommendation,,4,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB069,object identifier; material; risk phrase; evidence phrase; workflow route; specialist review,,6,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB070,item; another piece; provenance evidence,,3,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB071,trial; catalogue descriptions; digitisation needs; research lead; provenance gap,,5,0,0,0.000000,0.000000,0.000000,0.000000,[]
combined_v3,scored_rows,M4_embedding_cosine,0.5,TB072,evaluation; catalogue notes; predictions; curator; gold labels,evaluation; gold labels,5,2,2,1.000000,0.400000,0.571429,0.400000,"[{""gold"": ""gold labels"", ""pred"": ""gold labels"", ""score"": 1.000000238418579}, {""gold"": ""evaluation"", ""pred"": ""evaluation"", ""score"": 1.0}]"
