segment_id,gold_role,pred_role,gold_coarse_5,pred_coarse_5,gold_coarse_4,pred_coarse_4,gold_coarse_3,pred_coarse_3,gold_entities,pred_entities,entity_jaccard,gold_operative_status,pred_operative_status,gold_relation,pred_relation,gold_answer_relevant,pred_answer_relevant,failure_pattern
EXPAND_S0441,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,tool-use security; mismatch review; RouteMap,benchmark; consent boundary; LLM application security; mismatch review; tool-use security,0.333333,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,MAYBE,NO,entity+answer
EXPAND_S0442,CLAIM,EXAMPLE,ASSERTION,INSTANCE,CONTENT,ACTION,SUBSTANTIVE,SUBSTANTIVE,incident response; gold labels; permission boundary,incident response,0.333333,ACTIVE,DESCRIPTIVE,asserts,gives_example,YES,YES,role+entity+status+relation
EXPAND_S0443,DEFINE,DEFINE,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,agent memory; RouteMap segment; retrieval trace,agent memory; RouteMap; RouteMap segment,0.500000,DESCRIPTIVE,DESCRIPTIVE,defines,defines,YES,YES,entity
EXPAND_S0444,METHOD,METHOD,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,audit trail; secure AI development; route provenance,audit trail; evidence selection; secure AI development,0.500000,ACTIVE,ACTIVE,recommends,asserts,YES,YES,entity+relation
EXPAND_S0445,RESULT,DEFINE,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,answer support; LLM application security; RouteMap,answer support; benchmark; LLM application security,0.500000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,defines,YES,YES,role+entity+relation
EXPAND_S0446,LIMITATION,BACKGROUND,CAVEAT,CONTEXT,CAVEAT,CONTEXT,CAVEAT,CONTEXT,policy context; AI safety evaluation; route extraction,AI safety evaluation; evaluation; policy context; retrieval; route extraction; RouteMap; RouteMap segment,0.428571,LIMITED,DESCRIPTIVE,limits,sets_context,YES,MAYBE,role+entity+status+relation+answer
EXPAND_S0447,NEXT_STEP,NEXT_STEP,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,controls; model release governance; benchmark,controls; evaluation; governance; model release governance,0.400000,ACTIVE,DESCRIPTIVE,proposes_next_test,reports_usefulness,YES,YES,entity+status+relation
EXPAND_S0448,EXAMPLE,EXAMPLE,INSTANCE,INSTANCE,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,risk management; privacy; evaluation,audit trail; privacy; risk management; RouteMap; RouteMap segment,0.333333,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity
EXPAND_S0457,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,privacy; human review; RouteMap,policy context; privacy,0.250000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,MAYBE,MAYBE,entity
EXPAND_S0458,CLAIM,CLAIM,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,consent boundary; evidence selection; risk management,consent boundary; evidence selection; human review; RouteMap,0.400000,ACTIVE,ACTIVE,asserts,asserts,YES,YES,entity
EXPAND_S0459,DEFINE,METHOD,ASSERTION,ACTION,CONTENT,ACTION,SUBSTANTIVE,SUBSTANTIVE,permission boundary; tool-use security; source context,benchmark; LLM application security; permission boundary; RouteMap; RouteMap segment; tool-use security,0.285714,DESCRIPTIVE,ACTIVE,defines,recommends,YES,YES,role+entity+status+relation
EXPAND_S0460,METHOD,METHOD,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,retrieval trace; incident response; mismatch review,human review; incident response; retrieval; retrieval trace; RouteMap,0.333333,ACTIVE,ACTIVE,recommends,recommends,YES,YES,entity
EXPAND_S0461,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,route provenance; agent memory; RouteMap,agent memory; evaluation; gold labels; route provenance,0.400000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
EXPAND_S0462,LIMITATION,CLAIM,CAVEAT,ASSERTION,CAVEAT,CONTENT,CAVEAT,SUBSTANTIVE,RouteMap; audit trail; RouteMap segment,audit trail; human review; RouteMap,0.500000,LIMITED,ACTIVE,limits,asserts,YES,YES,role+entity+status+relation
EXPAND_S0463,NEXT_STEP,CLAIM,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,route extraction; answer support; secure AI development,answer support; benchmark; route extraction; RouteMap,0.400000,ACTIVE,DESCRIPTIVE,proposes_next_test,defines,YES,YES,role+entity+status+relation
EXPAND_S0464,EXAMPLE,EXAMPLE,INSTANCE,INSTANCE,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,benchmark; policy context; LLM application security,benchmark; human review; model release governance; policy context,0.400000,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity
EXPAND_S0517,RESULT,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,route extraction; answer support; RouteMap,answer support; benchmark; route extraction; RouteMap,0.750000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,sets_context,YES,MAYBE,role+entity+relation+answer
EXPAND_S0518,LIMITATION,BACKGROUND,CAVEAT,CONTEXT,CAVEAT,CONTEXT,CAVEAT,CONTEXT,benchmark; policy context; LLM application security,benchmark; policy context; retrieval; RouteMap; RouteMap segment,0.333333,LIMITED,DESCRIPTIVE,limits,sets_context,YES,MAYBE,role+entity+status+relation+answer
EXPAND_S0519,NEXT_STEP,NEXT_STEP,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,evaluation; controls; AI safety evaluation,controls; evaluation,0.666667,ACTIVE,DESCRIPTIVE,proposes_next_test,reports_usefulness,YES,YES,entity+status+relation
EXPAND_S0520,EXAMPLE,CLAIM,INSTANCE,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,human review; risk management; model release governance,audit trail; human review; risk management; RouteMap; RouteMap segment,0.333333,DESCRIPTIVE,ACTIVE,gives_example,asserts,YES,YES,role+entity+status+relation
EXPAND_S0545,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,benchmark; policy context; RouteMap,benchmark; human review; policy context; RouteMap; RouteMap segment,0.600000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,MAYBE,NO,entity+answer
EXPAND_S0546,CLAIM,CLAIM,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,evaluation; controls; AI safety evaluation,AI safety evaluation; answer support; controls; evaluation; RouteMap,0.600000,ACTIVE,ACTIVE,asserts,asserts,YES,YES,entity
EXPAND_S0547,DEFINE,DEFINE,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,human review; risk management; model release governance,human review; risk management,0.666667,DESCRIPTIVE,ACTIVE,defines,asserts,YES,YES,entity+status+relation
EXPAND_S0548,METHOD,CLAIM,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,evidence selection; source context; privacy,evidence selection; human review; source context,0.500000,ACTIVE,ACTIVE,recommends,asserts,YES,YES,role+entity+relation
EXPAND_S0549,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,tool-use security; mismatch review; RouteMap,LLM application security; mismatch review; tool-use security,0.500000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
EXPAND_S0550,LIMITATION,LIMITATION,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,incident response; gold labels; permission boundary,gold labels; incident response,0.666667,LIMITED,LIMITED,limits,limits,YES,YES,entity
EXPAND_S0551,NEXT_STEP,NEXT_STEP,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,agent memory; RouteMap segment; retrieval trace,agent memory; benchmark; retrieval; retrieval trace; RouteMap; RouteMap segment,0.500000,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity
EXPAND_S0552,EXAMPLE,BACKGROUND,INSTANCE,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,audit trail; secure AI development; route provenance,audit trail; retrieval; retrieval trace; secure AI development,0.400000,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,MAYBE,role+entity+relation+answer
