segment_id,gold_role,pred_role,gold_coarse_5,pred_coarse_5,gold_coarse_4,pred_coarse_4,gold_coarse_3,pred_coarse_3,gold_entities,pred_entities,entity_jaccard,gold_operative_status,pred_operative_status,gold_relation,pred_relation,gold_answer_relevant,pred_answer_relevant,failure_pattern
EXPAND_S0128,CLAIM,CLAIM,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,risk management; human review,risk management,0.500000,ACTIVE,ACTIVE,asserts,asserts,YES,NO,entity+answer
EXPAND_S0129,CLAIM,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,source context; incident response; risk management,human review; incident response; RouteMap; source context,0.400000,ACTIVE,DESCRIPTIVE,asserts,sets_context,YES,YES,role+entity+status+relation
EXPAND_S0139,CLAIM,LIMITATION,ASSERTION,CAVEAT,CONTENT,CAVEAT,SUBSTANTIVE,CAVEAT,permission boundary; answer support; risk management,answer support; permission boundary; RouteMap,0.500000,ACTIVE,LIMITED,asserts,limits,YES,YES,role+entity+status+relation
EXPAND_S0153,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,policy context; retrieval trace; source context,human review; policy context; retrieval; retrieval trace; RouteMap; RouteMap segment,0.285714,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,MAYBE,YES,entity+answer
EXPAND_S0154,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,controls; route extraction; source context,benchmark; controls; route extraction; RouteMap,0.400000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,MAYBE,NO,entity+answer
EXPAND_S0164,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,privacy; human review; source context,policy context; privacy,0.250000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,MAYBE,MAYBE,entity
EXPAND_S0178,EXAMPLE,BACKGROUND,INSTANCE,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,audit trail; LLM application security,audit trail; LLM application security; retrieval; retrieval trace,0.500000,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,YES,role+entity+relation
EXPAND_S0179,EXAMPLE,BACKGROUND,INSTANCE,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,answer support; privacy,answer support; audit trail; privacy; RouteMap; RouteMap segment,0.400000,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,YES,role+entity+relation
EXPAND_S0189,EXAMPLE,BACKGROUND,INSTANCE,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,AI safety evaluation; retrieval trace,AI safety evaluation; evaluation; human review; model release governance; retrieval; retrieval trace,0.333333,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,YES,role+entity+relation
EXPAND_S0203,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,incident response; risk management; source context,incident response; policy context,0.250000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,MAYBE,MAYBE,entity
EXPAND_S0204,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,agent memory; gold labels; source context,agent memory; gold labels; human review; RouteMap; RouteMap segment,0.333333,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,MAYBE,NO,entity+answer
EXPAND_S0214,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,secure AI development; LLM application security; source context,benchmark; LLM application security; secure AI development,0.500000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,MAYBE,NO,entity+answer
EXPAND_S0228,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,evidence selection; incident response; evaluation,evidence selection; evaluation; incident response,1.000000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,none
EXPAND_S0229,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,tool-use security; answer support; evaluation,answer support; LLM application security; mismatch review; tool-use security,0.400000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
EXPAND_S0239,RESULT,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,gold labels; risk management; evaluation,benchmark; gold labels; risk management,0.500000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,sets_context,YES,MAYBE,role+entity+relation+answer
EXPAND_S0253,METHOD,METHOD,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,evaluation; route extraction; controls,audit trail; evidence selection; evaluation; route extraction; RouteMap,0.333333,ACTIVE,DESCRIPTIVE,recommends,sets_context,YES,YES,entity+status+relation
EXPAND_S0254,METHOD,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,human review; controls,controls; human review; RouteMap,0.666667,ACTIVE,DESCRIPTIVE,recommends,sets_context,YES,YES,role+entity+status+relation
EXPAND_S0264,METHOD,METHOD,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,source context; incident response; controls,human review; incident response; source context,0.500000,ACTIVE,ACTIVE,recommends,recommends,YES,YES,entity
EXPAND_S0278,EXAMPLE,BACKGROUND,INSTANCE,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,route extraction; privacy,audit trail; privacy; route extraction; RouteMap; RouteMap segment,0.400000,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,YES,role+entity+relation
EXPAND_S0279,EXAMPLE,BACKGROUND,INSTANCE,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,benchmark; retrieval trace,benchmark; human review; model release governance; retrieval; retrieval trace,0.400000,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,YES,role+entity+relation
EXPAND_S0289,EXAMPLE,BACKGROUND,INSTANCE,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,controls; route extraction,controls; retrieval; retrieval trace; route extraction; RouteMap,0.400000,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,MAYBE,role+entity+relation+answer
EXPAND_S0303,RESULT,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,route provenance; gold labels; evaluation,evaluation; gold labels; route provenance,1.000000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,sets_context,YES,YES,role+relation
EXPAND_S0304,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,RouteMap; LLM application security; evaluation,LLM application security; mismatch review; RouteMap,0.500000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
EXPAND_S0314,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,answer support; privacy; evaluation,answer support; benchmark; privacy,0.500000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
EXPAND_S0328,METHOD,METHOD,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,permission boundary; answer support; controls,answer support; audit trail; evidence selection; permission boundary,0.400000,ACTIVE,ACTIVE,recommends,recommends,YES,YES,entity
EXPAND_S0329,METHOD,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,retrieval trace; risk management; controls,human review; retrieval; retrieval trace; risk management; RouteMap,0.333333,ACTIVE,DESCRIPTIVE,recommends,sets_context,YES,YES,role+entity+status+relation
EXPAND_S0339,METHOD,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,agent memory; gold labels; controls,agent memory; gold labels; human review,0.500000,ACTIVE,DESCRIPTIVE,recommends,sets_context,YES,YES,role+entity+status+relation
EXPAND_S0353,CLAIM,LIMITATION,ASSERTION,CAVEAT,CONTENT,CAVEAT,SUBSTANTIVE,CAVEAT,privacy; human review; risk management,privacy,0.333333,ACTIVE,NEGATED,asserts,limits,YES,YES,role+entity+status+relation
EXPAND_S0354,CLAIM,LIMITATION,ASSERTION,CAVEAT,CONTENT,CAVEAT,SUBSTANTIVE,CAVEAT,consent boundary; incident response; risk management,consent boundary; human review; incident response; RouteMap,0.400000,ACTIVE,DESCRIPTIVE,asserts,limits,YES,YES,role+entity+status+relation
EXPAND_S0364,CLAIM,LIMITATION,ASSERTION,CAVEAT,CONTENT,CAVEAT,SUBSTANTIVE,CAVEAT,tool-use security; answer support; risk management,answer support; LLM application security; RouteMap; tool-use security,0.400000,ACTIVE,NEGATED,asserts,limits,YES,YES,role+entity+status+relation
EXPAND_S0378,METHOD,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,AI safety evaluation; retrieval trace; controls,AI safety evaluation; evaluation; human review; retrieval; retrieval trace,0.333333,ACTIVE,DESCRIPTIVE,recommends,sets_context,YES,YES,role+entity+status+relation
EXPAND_S0379,METHOD,METHOD,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,model release governance; route extraction; controls,audit trail; evidence selection; governance; model release governance; route extraction; RouteMap,0.285714,ACTIVE,DESCRIPTIVE,recommends,recommends,YES,YES,entity+status
EXPAND_S0389,METHOD,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,human review; controls,controls; human review; RouteMap,0.666667,ACTIVE,DESCRIPTIVE,recommends,sets_context,YES,YES,role+entity+status+relation
EXPAND_S0417,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,audit trail; secure AI development; RouteMap,audit trail; benchmark; secure AI development,0.500000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,MAYBE,NO,entity+answer
EXPAND_S0418,CLAIM,CLAIM,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,answer support; LLM application security; RouteMap,answer support,0.333333,ACTIVE,ACTIVE,asserts,asserts,YES,YES,entity
EXPAND_S0419,DEFINE,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,policy context; AI safety evaluation; route extraction,AI safety evaluation; evaluation; policy context,0.500000,DESCRIPTIVE,DESCRIPTIVE,defines,sets_context,YES,YES,role+entity+relation
EXPAND_S0420,METHOD,METHOD,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,controls; model release governance; benchmark,audit trail; controls; evidence selection; governance; model release governance,0.333333,ACTIVE,DESCRIPTIVE,recommends,recommends,YES,YES,entity+status
EXPAND_S0421,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,risk management; privacy; RouteMap,benchmark; evaluation; privacy; risk management,0.400000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
EXPAND_S0422,LIMITATION,LIMITATION,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,source context; consent boundary; human review,consent boundary; retrieval; RouteMap; RouteMap segment; source context,0.333333,LIMITED,LIMITED,limits,limits,YES,YES,entity
EXPAND_S0423,NEXT_STEP,NEXT_STEP,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,mismatch review; permission boundary; evidence selection,evaluation; mismatch review; permission boundary,0.500000,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity
EXPAND_S0424,EXAMPLE,BACKGROUND,INSTANCE,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,gold labels; retrieval trace; tool-use security,audit trail; gold labels; retrieval; retrieval trace; RouteMap; RouteMap segment,0.285714,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,YES,role+entity+relation
EXPAND_S0441,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,tool-use security; mismatch review; RouteMap,benchmark; consent boundary; LLM application security; mismatch review; tool-use security,0.333333,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,MAYBE,NO,entity+answer
EXPAND_S0442,CLAIM,LIMITATION,ASSERTION,CAVEAT,CONTENT,CAVEAT,SUBSTANTIVE,CAVEAT,incident response; gold labels; permission boundary,incident response,0.333333,ACTIVE,ACTIVE,asserts,limits,YES,YES,role+entity+relation
EXPAND_S0443,DEFINE,DEFINE,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,agent memory; RouteMap segment; retrieval trace,agent memory; RouteMap; RouteMap segment,0.500000,DESCRIPTIVE,DESCRIPTIVE,defines,defines,YES,YES,entity
EXPAND_S0444,METHOD,METHOD,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,audit trail; secure AI development; route provenance,audit trail; evidence selection; secure AI development,0.500000,ACTIVE,DESCRIPTIVE,recommends,sets_context,YES,YES,entity+status+relation
EXPAND_S0445,RESULT,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,answer support; LLM application security; RouteMap,answer support; benchmark; LLM application security,0.500000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,sets_context,YES,YES,role+entity+relation
EXPAND_S0446,LIMITATION,LIMITATION,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,policy context; AI safety evaluation; route extraction,AI safety evaluation; evaluation; policy context; retrieval; route extraction; RouteMap; RouteMap segment,0.428571,LIMITED,NEGATED,limits,limits,YES,MAYBE,entity+status+answer
EXPAND_S0447,NEXT_STEP,NEXT_STEP,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,controls; model release governance; benchmark,controls; evaluation; governance; model release governance,0.400000,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity
EXPAND_S0448,EXAMPLE,BACKGROUND,INSTANCE,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,risk management; privacy; evaluation,audit trail; privacy; risk management; RouteMap; RouteMap segment,0.333333,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,YES,role+entity+relation
EXPAND_S0457,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,privacy; human review; RouteMap,policy context; privacy,0.250000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,MAYBE,MAYBE,entity
EXPAND_S0458,CLAIM,LIMITATION,ASSERTION,CAVEAT,CONTENT,CAVEAT,SUBSTANTIVE,CAVEAT,consent boundary; evidence selection; risk management,consent boundary; evidence selection; human review; RouteMap,0.400000,ACTIVE,DESCRIPTIVE,asserts,limits,YES,YES,role+entity+status+relation
EXPAND_S0459,DEFINE,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,permission boundary; tool-use security; source context,benchmark; LLM application security; permission boundary; RouteMap; RouteMap segment; tool-use security,0.285714,DESCRIPTIVE,DESCRIPTIVE,defines,sets_context,YES,YES,role+entity+relation
EXPAND_S0460,METHOD,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,retrieval trace; incident response; mismatch review,human review; incident response; retrieval; retrieval trace; RouteMap,0.333333,ACTIVE,DESCRIPTIVE,recommends,sets_context,YES,YES,role+entity+status+relation
EXPAND_S0461,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,route provenance; agent memory; RouteMap,agent memory; evaluation; gold labels; route provenance,0.400000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
EXPAND_S0462,LIMITATION,LIMITATION,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,RouteMap; audit trail; RouteMap segment,audit trail; human review; RouteMap,0.500000,LIMITED,ACTIVE,limits,limits,YES,YES,entity+status
EXPAND_S0463,NEXT_STEP,CLAIM,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,route extraction; answer support; secure AI development,answer support; benchmark; route extraction; RouteMap,0.400000,ACTIVE,ACTIVE,proposes_next_test,asserts,YES,YES,role+entity+relation
EXPAND_S0464,EXAMPLE,BACKGROUND,INSTANCE,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,benchmark; policy context; LLM application security,benchmark; human review; model release governance; policy context,0.400000,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,YES,role+entity+relation
EXPAND_S0517,RESULT,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,route extraction; answer support; RouteMap,answer support; benchmark; route extraction; RouteMap,0.750000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,sets_context,YES,MAYBE,role+entity+relation+answer
EXPAND_S0518,LIMITATION,LIMITATION,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,benchmark; policy context; LLM application security,benchmark; policy context; retrieval; RouteMap; RouteMap segment,0.333333,LIMITED,ACTIVE,limits,limits,YES,MAYBE,entity+status+answer
EXPAND_S0519,NEXT_STEP,NEXT_STEP,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,evaluation; controls; AI safety evaluation,controls; evaluation,0.666667,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity
EXPAND_S0520,EXAMPLE,BACKGROUND,INSTANCE,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,human review; risk management; model release governance,audit trail; human review; risk management; RouteMap; RouteMap segment,0.333333,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,YES,role+entity+relation
EXPAND_S0545,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,benchmark; policy context; RouteMap,benchmark; human review; policy context; RouteMap; RouteMap segment,0.600000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,MAYBE,NO,entity+answer
EXPAND_S0546,CLAIM,LIMITATION,ASSERTION,CAVEAT,CONTENT,CAVEAT,SUBSTANTIVE,CAVEAT,evaluation; controls; AI safety evaluation,AI safety evaluation; answer support; controls; evaluation; RouteMap,0.600000,ACTIVE,DESCRIPTIVE,asserts,limits,YES,YES,role+entity+status+relation
EXPAND_S0547,DEFINE,DEFINE,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,human review; risk management; model release governance,human review; risk management,0.666667,DESCRIPTIVE,DESCRIPTIVE,defines,defines,YES,YES,entity
EXPAND_S0548,METHOD,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,evidence selection; source context; privacy,evidence selection; human review; source context,0.500000,ACTIVE,DESCRIPTIVE,recommends,sets_context,YES,YES,role+entity+status+relation
EXPAND_S0549,RESULT,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,tool-use security; mismatch review; RouteMap,LLM application security; mismatch review; tool-use security,0.500000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,sets_context,YES,YES,role+entity+relation
EXPAND_S0550,LIMITATION,LIMITATION,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,incident response; gold labels; permission boundary,gold labels; incident response,0.666667,LIMITED,NEGATED,limits,limits,YES,YES,entity+status
EXPAND_S0551,NEXT_STEP,NEXT_STEP,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,agent memory; RouteMap segment; retrieval trace,agent memory; benchmark; retrieval; retrieval trace; RouteMap; RouteMap segment,0.500000,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity
EXPAND_S0552,EXAMPLE,BACKGROUND,INSTANCE,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,audit trail; secure AI development; route provenance,audit trail; retrieval; retrieval trace; secure AI development,0.400000,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,MAYBE,role+entity+relation+answer
