segment_id,title,text,gold_role,pred_role,gold_entities,pred_entities,entity_jaccard,entity_precision,entity_recall,entity_f1,matched_pairs,gold_operative_status,pred_operative_status,gold_relation,pred_relation,gold_answer_relevant,pred_answer_relevant,failure_pattern
TB027,TutorTrail Learning Routes,"Extract the topic, misconception, evidence sentence, recommended exercise type, and whether the issue is conceptual or fluency-based.",METHOD,CLAIM,"[""topic"", ""misconception"", ""evidence sentence"", ""exercise type"", ""conceptual issue"", ""fluency-based issue""]",[],0.000000,0.000000,0.000000,0.000000,[],ACTIVE,ACTIVE,supports_retrieval,asserts,YES,YES,role+relation+entity_exact+entity_jaccard_lt_0.5
TB028,TutorTrail Learning Routes,"A note saying the pupil can solve linear equations but freezes when the wording changes should route to transfer practice, not basic algebra.",EXAMPLE,BACKGROUND,"[""pupil"", ""linear equations"", ""wording"", ""transfer practice"", ""basic algebra""]",[],0.000000,0.000000,0.000000,0.000000,[],DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,MAYBE,role+relation+answer+entity_exact+entity_jaccard_lt_0.5
TB029,TutorTrail Learning Routes,Do not infer a special educational need from a single frustration note unless the tutor explicitly recorded an assessed support plan.,LIMITATION,DEFINE,"[""special educational need"", ""frustration note"", ""tutor"", ""support plan""]",[],0.000000,0.000000,0.000000,0.000000,[],ACTIVE,DESCRIPTIVE,limits,defines,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
TB030,TutorTrail Learning Routes,Add a reviewer column so senior tutors can adjudicate borderline cases before those labels enter the gold set.,NEXT_STEP,METHOD,"[""reviewer column"", ""senior tutors"", ""borderline cases"", ""gold set""]","[""human review""]",0.000000,0.000000,0.000000,0.000000,[],ACTIVE,ACTIVE,proposes_next_test,recommends,YES,YES,role+relation+entity_exact+entity_jaccard_lt_0.5
TB031,FraudSieve Invoice Controls,"FraudSieve is an invoice-control router that separates vendor identity changes, bank-detail changes, duplicate invoice patterns, and approval bypasses.",DEFINE,DEFINE,"[""FraudSieve"", ""invoice-control router"", ""vendor identity changes"", ""bank-detail changes"", ""duplicate invoice patterns"", ""approval bypasses""]","[""controls""]",0.000000,0.000000,0.000000,0.000000,[],ACTIVE,DESCRIPTIVE,supports_retrieval,defines,YES,YES,status+relation+entity_exact+entity_jaccard_lt_0.5
TB032,FraudSieve Invoice Controls,"Finance reviewers currently mark many alerts as suspicious without explaining whether the risk comes from the vendor, the invoice, or the approver.",BACKGROUND,CLAIM,"[""finance reviewers"", ""alerts"", ""vendor"", ""invoice"", ""approver""]","[""controls"", ""human review""]",0.166667,0.500000,0.200000,0.285714,"[{""gold"": ""finance reviewers"", ""pred"": ""human review"", ""score"": 0.6428571428571429}]",DESCRIPTIVE,ACTIVE,sets_context,asserts,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
TB033,FraudSieve Invoice Controls,"The extraction should identify the payment risk, the evidence field, the control that failed, and the next approval gate.",METHOD,CLAIM,"[""payment risk"", ""evidence field"", ""control"", ""approval gate""]","[""controls""]",0.250000,1.000000,0.250000,0.400000,"[{""gold"": ""control"", ""pred"": ""controls"", ""score"": 1.0}]",ACTIVE,ACTIVE,supports_retrieval,asserts,YES,YES,role+relation+entity_exact+entity_jaccard_lt_0.5
TB034,FraudSieve Invoice Controls,"Replace the old duplicate check with a normalized comparison across invoice number, supplier name, gross amount, and purchase-order reference.",METHOD,LIMITATION,"[""duplicate check"", ""invoice number"", ""supplier name"", ""gross amount"", ""purchase-order reference""]","[""controls""]",0.000000,0.000000,0.000000,0.000000,[],ACTIVE,LIMITED,maps_to,limits,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
TB035,FraudSieve Invoice Controls,A sample of historic alerts showed high precision for exact duplicate invoices but weak recall for slightly altered supplier names.,RESULT,RESULT,"[""historic alerts"", ""precision"", ""duplicate invoices"", ""recall"", ""supplier names""]","[""controls""]",0.000000,0.000000,0.000000,0.000000,[],DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity_exact+entity_jaccard_lt_0.5
TB036,FraudSieve Invoice Controls,The tool should not block payment automatically; it should route the case to a named approver with the evidence attached.,LIMITATION,EXAMPLE,"[""tool"", ""payment"", ""case"", ""approver"", ""evidence""]","[""controls""]",0.000000,0.000000,0.000000,0.000000,[],ACTIVE,DESCRIPTIVE,limits,gives_example,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
TB037,RiverWatch Flood Notes,"RiverWatch turns field notes about water levels, blocked culverts, pump status, and road closures into flood-response routes.",DEFINE,METHOD,"[""RiverWatch"", ""field notes"", ""water levels"", ""blocked culverts"", ""pump status"", ""road closures"", ""flood-response routes""]",[],0.000000,0.000000,0.000000,0.000000,[],ACTIVE,ACTIVE,supports_retrieval,recommends,YES,YES,role+relation+entity_exact+entity_jaccard_lt_0.5
TB038,RiverWatch Flood Notes,"The duty officer receives photos, resident calls, and sensor messages, but only some of them imply a required field deployment.",BACKGROUND,LIMITATION,"[""duty officer"", ""photos"", ""resident calls"", ""sensor messages"", ""field deployment""]",[],0.000000,0.000000,0.000000,0.000000,[],DESCRIPTIVE,LIMITED,sets_context,limits,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
TB039,RiverWatch Flood Notes,"Classify each note by location, hazard type, confidence, immediate action, and whether another agency must be notified.",METHOD,DEFINE,"[""location"", ""hazard type"", ""confidence"", ""immediate action"", ""agency notification""]",[],0.000000,0.000000,0.000000,0.000000,[],ACTIVE,DESCRIPTIVE,supports_retrieval,defines,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
TB040,RiverWatch Flood Notes,"If the note reports standing water inside a known test basin after a scheduled drill, suppress the public-road closure route.",LIMITATION,NEXT_STEP,"[""standing water"", ""test basin"", ""scheduled drill"", ""public-road closure route""]",[],0.000000,0.000000,0.000000,0.000000,[],ACTIVE,ACTIVE,limits,proposes_next_test,YES,YES,role+relation+entity_exact+entity_jaccard_lt_0.5
TB041,RiverWatch Flood Notes,"The trial found that blocked culvert reports were routed well, but bridge-depth notes needed a separate severity rule.",RESULT,RESULT,"[""trial"", ""blocked culvert reports"", ""bridge-depth notes"", ""severity rule""]",[],0.000000,0.000000,0.000000,0.000000,[],DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity_exact+entity_jaccard_lt_0.5
TB042,RiverWatch Flood Notes,Add a blind review set from the next storm event and score false alarms separately from missed deployments.,NEXT_STEP,NEXT_STEP,"[""blind review set"", ""storm event"", ""false alarms"", ""missed deployments""]","[""evaluation""]",0.000000,0.000000,0.000000,0.000000,[],ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity_exact+entity_jaccard_lt_0.5
TB043,LawBrief Disclosure Tracker,"LawBrief Disclosure Tracker maps litigation notes into evidence request, privilege issue, disclosure deadline, client instruction, or counsel review.",DEFINE,EXAMPLE,"[""LawBrief Disclosure Tracker"", ""litigation notes"", ""evidence request"", ""privilege issue"", ""disclosure deadline"", ""client instruction"", ""counsel review""]",[],0.000000,0.000000,0.000000,0.000000,[],ACTIVE,DESCRIPTIVE,supports_retrieval,gives_example,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
TB044,LawBrief Disclosure Tracker,"Case handlers sometimes mix factual evidence, legal advice, and deadline reminders in the same update.",BACKGROUND,EXAMPLE,"[""case handlers"", ""factual evidence"", ""legal advice"", ""deadline reminders""]",[],0.000000,0.000000,0.000000,0.000000,[],DESCRIPTIVE,DESCRIPTIVE,sets_context,gives_example,YES,YES,role+relation+entity_exact+entity_jaccard_lt_0.5
TB045,LawBrief Disclosure Tracker,"The extractor should separate document type, legal sensitivity, deadline, responsible person, and whether the note changes the case route.",METHOD,BACKGROUND,"[""extractor"", ""document type"", ""legal sensitivity"", ""deadline"", ""responsible person"", ""case route""]",[],0.000000,0.000000,0.000000,0.000000,[],ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,MAYBE,role+status+relation+answer+entity_exact+entity_jaccard_lt_0.5
TB046,LawBrief Disclosure Tracker,The system must not decide privilege or waive confidentiality; it can only flag that a qualified reviewer is needed.,LIMITATION,DEFINE,"[""privilege"", ""confidentiality"", ""qualified reviewer""]","[""human review""]",0.333333,1.000000,0.333333,0.500000,"[{""gold"": ""qualified reviewer"", ""pred"": ""human review"", ""score"": 0.6}]",ACTIVE,DESCRIPTIVE,limits,defines,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
TB047,LawBrief Disclosure Tracker,"A note saying the client found a contract draft on an old laptop should route to evidence collection, not automatically to privilege review.",EXAMPLE,RESULT,"[""client"", ""contract draft"", ""old laptop"", ""evidence collection"", ""privilege review""]",[],0.000000,0.000000,0.000000,0.000000,[],DESCRIPTIVE,DESCRIPTIVE,gives_example,reports_usefulness,YES,YES,role+relation+entity_exact+entity_jaccard_lt_0.5
TB048,LawBrief Disclosure Tracker,"Build the blind corpus from new neutral case summaries, not from prior gold examples or training snippets.",NEXT_STEP,BACKGROUND,"[""blind corpus"", ""case summaries"", ""gold examples"", ""training snippets""]","[""benchmark""]",0.000000,0.000000,0.000000,0.000000,[],ACTIVE,DESCRIPTIVE,proposes_next_test,sets_context,YES,MAYBE,role+status+relation+answer+entity_exact+entity_jaccard_lt_0.5
TB049,RoboInspect Factory Checks,"RoboInspect routes factory inspection notes into defect type, machine owner, safety class, downtime risk, and repair priority.",DEFINE,BACKGROUND,"[""RoboInspect"", ""factory inspection notes"", ""defect type"", ""machine owner"", ""safety class"", ""downtime risk"", ""repair priority""]",[],0.000000,0.000000,0.000000,0.000000,[],ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,MAYBE,role+status+relation+answer+entity_exact+entity_jaccard_lt_0.5
TB050,RoboInspect Factory Checks,"Operators write short notes during shift change, and the same phrase can mean a cosmetic defect or a safety-critical fault depending on the line.",BACKGROUND,BACKGROUND,"[""operators"", ""shift change"", ""cosmetic defect"", ""safety-critical fault"", ""line""]",[],0.000000,0.000000,0.000000,0.000000,[],DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,YES,MAYBE,answer+entity_exact+entity_jaccard_lt_0.5
TB051,RoboInspect Factory Checks,"Each note should be paired with machine ID, station, observed symptom, recurrence, and whether production must stop.",METHOD,DEFINE,"[""machine ID"", ""station"", ""observed symptom"", ""recurrence"", ""production stop""]",[],0.000000,0.000000,0.000000,0.000000,[],ACTIVE,DESCRIPTIVE,supports_retrieval,defines,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
TB052,RoboInspect Factory Checks,Add a calibration rule that treats repeated minor vibration notes as escalating risk after the third occurrence in seven days.,METHOD,NEXT_STEP,"[""calibration rule"", ""minor vibration notes"", ""escalating risk"", ""third occurrence"", ""seven days""]",[],0.000000,0.000000,0.000000,0.000000,[],ACTIVE,ACTIVE,maps_to,proposes_next_test,YES,YES,role+relation+entity_exact+entity_jaccard_lt_0.5
TB053,RoboInspect Factory Checks,The previous review showed that the route classifier overused the downtime label when the note mentioned a spare part.,RESULT,RESULT,"[""review"", ""route classifier"", ""downtime label"", ""spare part""]",[],0.000000,0.000000,0.000000,0.000000,[],DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity_exact+entity_jaccard_lt_0.5
TB054,RoboInspect Factory Checks,Do not escalate a fault if the note explicitly says the machine is isolated for planned maintenance.,LIMITATION,BACKGROUND,"[""fault"", ""machine"", ""planned maintenance""]",[],0.000000,0.000000,0.000000,0.000000,[],ACTIVE,DESCRIPTIVE,limits,sets_context,YES,MAYBE,role+status+relation+answer+entity_exact+entity_jaccard_lt_0.5
TB055,GreenLedger Supplier Risk,"GreenLedger maps supplier notes into carbon evidence, labour-risk concern, certification status, data gap, or remediation action.",DEFINE,EXAMPLE,"[""GreenLedger"", ""supplier notes"", ""carbon evidence"", ""labour-risk concern"", ""certification status"", ""data gap"", ""remediation action""]",[],0.000000,0.000000,0.000000,0.000000,[],ACTIVE,DESCRIPTIVE,supports_retrieval,gives_example,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
TB056,GreenLedger Supplier Risk,Procurement teams often record a supplier's claim without noting whether the claim has been verified by a document.,BACKGROUND,RESULT,"[""procurement teams"", ""supplier claim"", ""verified document""]",[],0.000000,0.000000,0.000000,0.000000,[],DESCRIPTIVE,DESCRIPTIVE,sets_context,reports_usefulness,YES,YES,role+relation+entity_exact+entity_jaccard_lt_0.5
TB057,GreenLedger Supplier Risk,"Extract the claim, evidence source, verification level, due date, and whether the route requires audit, supplier follow-up, or internal approval.",METHOD,CLAIM,"[""claim"", ""evidence source"", ""verification level"", ""due date"", ""audit"", ""supplier follow-up"", ""internal approval""]",[],0.000000,0.000000,0.000000,0.000000,[],ACTIVE,ACTIVE,supports_retrieval,asserts,YES,YES,role+relation+entity_exact+entity_jaccard_lt_0.5
TB058,GreenLedger Supplier Risk,Do not treat a marketing brochure as certification unless a named standard and certificate number are present.,LIMITATION,CLAIM,"[""marketing brochure"", ""certification"", ""standard"", ""certificate number""]",[],0.000000,0.000000,0.000000,0.000000,[],ACTIVE,NEGATED,limits,asserts,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
TB059,GreenLedger Supplier Risk,The first pass improved data-gap detection but missed cases where the supplier gave a certificate that had expired.,RESULT,RESULT,"[""first pass"", ""data-gap detection"", ""supplier"", ""expired certificate""]",[],0.000000,0.000000,0.000000,0.000000,[],DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity_exact+entity_jaccard_lt_0.5
TB060,GreenLedger Supplier Risk,Create a fresh blind batch from suppliers outside the original pilot sectors before changing the production scoring threshold.,NEXT_STEP,LIMITATION,"[""fresh blind batch"", ""suppliers"", ""pilot sectors"", ""production scoring threshold""]","[""evaluation""]",0.000000,0.000000,0.000000,0.000000,[],ACTIVE,LIMITED,proposes_next_test,limits,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
TB061,EventMesh Incident Queue,"EventMesh routes live-event incident notes into crowd flow, medical support, access control, technical fault, or steward deployment.",DEFINE,METHOD,"[""EventMesh"", ""live-event incident notes"", ""crowd flow"", ""medical support"", ""access control"", ""technical fault"", ""steward deployment""]","[""controls""]",0.142857,1.000000,0.142857,0.250000,"[{""gold"": ""access control"", ""pred"": ""controls"", ""score"": 0.7}]",ACTIVE,ACTIVE,supports_retrieval,recommends,YES,YES,role+relation+entity_exact+entity_jaccard_lt_0.5
TB062,EventMesh Incident Queue,"During a busy event, radio messages are brief and often omit whether the issue is already handled or still needs action.",BACKGROUND,LIMITATION,"[""busy event"", ""radio messages"", ""issue"", ""action""]",[],0.000000,0.000000,0.000000,0.000000,[],DESCRIPTIVE,LIMITED,sets_context,limits,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
TB063,EventMesh Incident Queue,"The route should extract zone, incident type, urgency, current owner, and whether the note closes or opens an incident.",METHOD,EXAMPLE,"[""zone"", ""incident type"", ""urgency"", ""current owner"", ""incident""]",[],0.000000,0.000000,0.000000,0.000000,[],ACTIVE,DESCRIPTIVE,supports_retrieval,gives_example,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
TB064,EventMesh Incident Queue,A note saying Gate C scanner offline with queue building should route to both technical fault and crowd-flow monitoring.,EXAMPLE,BACKGROUND,"[""Gate C"", ""scanner"", ""queue"", ""technical fault"", ""crowd-flow monitoring""]",[],0.000000,0.000000,0.000000,0.000000,[],DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,MAYBE,role+relation+answer+entity_exact+entity_jaccard_lt_0.5
TB065,EventMesh Incident Queue,The system must not down-rank a medical note because the text is short; medical keywords should preserve priority until reviewed.,LIMITATION,DEFINE,"[""medical note"", ""medical keywords"", ""priority"", ""review""]",[],0.000000,0.000000,0.000000,0.000000,[],ACTIVE,DESCRIPTIVE,limits,defines,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
TB066,EventMesh Incident Queue,Test the model on a blind set from a different venue so venue-specific language does not inflate scores.,NEXT_STEP,LIMITATION,"[""model"", ""blind set"", ""venue"", ""venue-specific language"", ""scores""]","[""evaluation""]",0.000000,0.000000,0.000000,0.000000,[],ACTIVE,NEGATED,proposes_next_test,limits,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
TB067,HeritageVault Catalogue Routes,"HeritageVault routes museum catalogue notes into provenance gap, conservation risk, digitisation need, loan restriction, or research lead.",DEFINE,BACKGROUND,"[""HeritageVault"", ""museum catalogue notes"", ""provenance gap"", ""conservation risk"", ""digitisation need"", ""loan restriction"", ""research lead""]",[],0.000000,0.000000,0.000000,0.000000,[],ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,MAYBE,role+status+relation+answer+entity_exact+entity_jaccard_lt_0.5
