segment_id,gold_role,pred_role,gold_coarse_5,pred_coarse_5,gold_coarse_4,pred_coarse_4,gold_coarse_3,pred_coarse_3,gold_entities,pred_entities,entity_jaccard,entity_exact,gold_operative_status,pred_operative_status,gold_relation,pred_relation,gold_answer_relevant,pred_answer_relevant,failure_pattern
TB011,LIMITATION,METHOD,CAVEAT,ACTION,CAVEAT,ACTION,CAVEAT,SUBSTANTIVE,cargo value; commodity notes; verified shipment record,,0.000000,NO,ACTIVE,ACTIVE,limits,recommends,YES,YES,role+entity+relation
TB012,NEXT_STEP,NEXT_STEP,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,confirmed owner; dwell time; exception; forty-eight hours,,0.000000,NO,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity
TB013,DEFINE,DEFINE,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,appointment delays; backlog monitor; clinician dependency; ClinicPulse; pathway; patient-contact status; urgency,,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,defines,YES,YES,entity+status+relation
TB014,BACKGROUND,EXAMPLE,CONTEXT,INSTANCE,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,administrative booking; clinic manager; clinical review; patients,,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,sets_context,gives_example,YES,YES,role+entity+relation
TB015,METHOD,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,backlog note; blocker type; current wait age; pathway name; responsible role; route map,,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,MAYBE,role+entity+status+relation+answer
TB016,METHOD,CLAIM,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,clinical risk wording; days since referral; urgent flag,,0.000000,NO,ACTIVE,ACTIVE,maps_to,asserts,YES,YES,role+entity+relation
TB017,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,administrative blockers; booking teams; queue; sample,,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
TB018,LIMITATION,LIMITATION,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,evaluation; model prompt; patient identifiers; re-identification key; synthetic IDs,evaluation,0.200000,NO,ACTIVE,NEGATED,limits,limits,YES,YES,entity+status
TB019,DEFINE,DEFINE,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,battery storage sites; GridLens; inverter faults; state-of-charge anomalies; technician dispatch; thermal alerts,,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,defines,YES,YES,entity+status+relation
TB020,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,engineer notes; maintenance team; repeated faults; telemetry summaries,,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,YES,MAYBE,entity+answer
TB021,METHOD,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,asset; recommended intervention; recurrence count; safety implication; severity; symptom,,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,MAYBE,role+entity+status+relation+answer
TB022,LIMITATION,NEXT_STEP,CAVEAT,ACTION,CAVEAT,ACTION,CAVEAT,SUBSTANTIVE,alert; operational incident; planned firmware test; scheduled work,,0.000000,NO,ACTIVE,ACTIVE,limits,proposes_next_test,YES,YES,role+entity+relation
TB023,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,balancing events; dry run; inverter trips; model; thermal warnings,,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
TB024,NEXT_STEP,LIMITATION,ACTION,CAVEAT,ACTION,CAVEAT,SUBSTANTIVE,CAVEAT,blind set; engineer notes; production alert rules,,0.000000,NO,ACTIVE,LIMITED,proposes_next_test,limits,YES,YES,role+entity+status+relation
TB025,DEFINE,EXAMPLE,ASSERTION,INSTANCE,CONTENT,ACTION,SUBSTANTIVE,SUBSTANTIVE,assessment target; concept gap; confidence issue; learning routes; parent follow-up; practice need; tutoring notes; TutorTrail,,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,gives_example,YES,YES,role+entity+status+relation
TB026,BACKGROUND,DEFINE,CONTEXT,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,ability; behaviour; homework completion; lesson plan; tutors,,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,sets_context,defines,YES,YES,role+entity+relation
TB027,METHOD,CLAIM,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,conceptual issue; evidence sentence; exercise type; fluency-based issue; misconception; topic,,0.000000,NO,ACTIVE,ACTIVE,supports_retrieval,asserts,YES,YES,role+entity+relation
TB028,EXAMPLE,BACKGROUND,INSTANCE,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,basic algebra; linear equations; pupil; transfer practice; wording,,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,MAYBE,role+entity+relation+answer
TB029,LIMITATION,DEFINE,CAVEAT,ASSERTION,CAVEAT,CONTENT,CAVEAT,SUBSTANTIVE,frustration note; special educational need; support plan; tutor,,0.000000,NO,ACTIVE,DESCRIPTIVE,limits,defines,YES,YES,role+entity+status+relation
TB030,NEXT_STEP,METHOD,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,borderline cases; gold set; reviewer column; senior tutors,human review,0.000000,NO,ACTIVE,ACTIVE,proposes_next_test,recommends,YES,YES,role+entity+relation
TB031,DEFINE,DEFINE,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,approval bypasses; bank-detail changes; duplicate invoice patterns; FraudSieve; invoice-control router; vendor identity changes,controls,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,defines,YES,YES,entity+status+relation
TB032,BACKGROUND,CLAIM,CONTEXT,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,alerts; approver; finance reviewers; invoice; vendor,controls; human review,0.000000,NO,DESCRIPTIVE,ACTIVE,sets_context,asserts,YES,YES,role+entity+status+relation
TB033,METHOD,CLAIM,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,controls; approval gate; evidence field; payment risk,controls,0.250000,NO,ACTIVE,ACTIVE,supports_retrieval,asserts,YES,YES,role+entity+relation
TB034,METHOD,LIMITATION,ACTION,CAVEAT,ACTION,CAVEAT,SUBSTANTIVE,CAVEAT,duplicate check; gross amount; invoice number; purchase-order reference; supplier name,controls,0.000000,NO,ACTIVE,LIMITED,maps_to,limits,YES,YES,role+entity+status+relation
TB035,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,duplicate invoices; historic alerts; precision; recall; supplier names,controls,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
TB036,LIMITATION,EXAMPLE,CAVEAT,INSTANCE,CAVEAT,ACTION,CAVEAT,SUBSTANTIVE,approver; case; evidence; payment; tool,controls,0.000000,NO,ACTIVE,DESCRIPTIVE,limits,gives_example,YES,YES,role+entity+status+relation
TB037,DEFINE,METHOD,ASSERTION,ACTION,CONTENT,ACTION,SUBSTANTIVE,SUBSTANTIVE,blocked culverts; field notes; flood-response routes; pump status; RiverWatch; road closures; water levels,,0.000000,NO,ACTIVE,ACTIVE,supports_retrieval,recommends,YES,YES,role+entity+relation
TB038,BACKGROUND,LIMITATION,CONTEXT,CAVEAT,CONTEXT,CAVEAT,CONTEXT,CAVEAT,duty officer; field deployment; photos; resident calls; sensor messages,,0.000000,NO,DESCRIPTIVE,LIMITED,sets_context,limits,YES,YES,role+entity+status+relation
TB039,METHOD,DEFINE,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,agency notification; confidence; hazard type; immediate action; location,,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,defines,YES,YES,role+entity+status+relation
TB040,LIMITATION,NEXT_STEP,CAVEAT,ACTION,CAVEAT,ACTION,CAVEAT,SUBSTANTIVE,public-road closure route; scheduled drill; standing water; test basin,,0.000000,NO,ACTIVE,ACTIVE,limits,proposes_next_test,YES,YES,role+entity+relation
TB041,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,blocked culvert reports; bridge-depth notes; severity rule; trial,,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
TB042,NEXT_STEP,NEXT_STEP,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,blind review set; false alarms; missed deployments; storm event,evaluation,0.000000,NO,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity
TB043,DEFINE,EXAMPLE,ASSERTION,INSTANCE,CONTENT,ACTION,SUBSTANTIVE,SUBSTANTIVE,client instruction; counsel review; disclosure deadline; evidence request; LawBrief Disclosure Tracker; litigation notes; privilege issue,,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,gives_example,YES,YES,role+entity+status+relation
TB044,BACKGROUND,EXAMPLE,CONTEXT,INSTANCE,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,case handlers; deadline reminders; factual evidence; legal advice,,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,sets_context,gives_example,YES,YES,role+entity+relation
TB045,METHOD,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,case route; deadline; document type; extractor; legal sensitivity; responsible person,,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,MAYBE,role+entity+status+relation+answer
TB046,LIMITATION,DEFINE,CAVEAT,ASSERTION,CAVEAT,CONTENT,CAVEAT,SUBSTANTIVE,confidentiality; privilege; qualified reviewer,human review,0.000000,NO,ACTIVE,DESCRIPTIVE,limits,defines,YES,YES,role+entity+status+relation
TB047,EXAMPLE,RESULT,INSTANCE,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,client; contract draft; evidence collection; old laptop; privilege review,,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,gives_example,reports_usefulness,YES,YES,role+entity+relation
TB048,NEXT_STEP,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,blind corpus; case summaries; gold examples; training snippets,benchmark,0.000000,NO,ACTIVE,DESCRIPTIVE,proposes_next_test,sets_context,YES,MAYBE,role+entity+status+relation+answer
TB049,DEFINE,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,defect type; downtime risk; factory inspection notes; machine owner; repair priority; RoboInspect; safety class,,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,MAYBE,role+entity+status+relation+answer
TB050,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,cosmetic defect; line; operators; safety-critical fault; shift change,,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,YES,MAYBE,entity+answer
TB051,METHOD,DEFINE,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,machine ID; observed symptom; production stop; recurrence; station,,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,defines,YES,YES,role+entity+status+relation
TB052,METHOD,NEXT_STEP,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,calibration rule; escalating risk; minor vibration notes; seven days; third occurrence,,0.000000,NO,ACTIVE,ACTIVE,maps_to,proposes_next_test,YES,YES,role+entity+relation
TB053,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,downtime label; review; route classifier; spare part,,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
TB054,LIMITATION,BACKGROUND,CAVEAT,CONTEXT,CAVEAT,CONTEXT,CAVEAT,CONTEXT,fault; machine; planned maintenance,,0.000000,NO,ACTIVE,DESCRIPTIVE,limits,sets_context,YES,MAYBE,role+entity+status+relation+answer
TB055,DEFINE,EXAMPLE,ASSERTION,INSTANCE,CONTENT,ACTION,SUBSTANTIVE,SUBSTANTIVE,carbon evidence; certification status; data gap; GreenLedger; labour-risk concern; remediation action; supplier notes,,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,gives_example,YES,YES,role+entity+status+relation
TB056,BACKGROUND,RESULT,CONTEXT,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,procurement teams; supplier claim; verified document,,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,sets_context,reports_usefulness,YES,YES,role+entity+relation
TB057,METHOD,CLAIM,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,audit; claim; due date; evidence source; internal approval; supplier follow-up; verification level,,0.000000,NO,ACTIVE,ACTIVE,supports_retrieval,asserts,YES,YES,role+entity+relation
TB058,LIMITATION,CLAIM,CAVEAT,ASSERTION,CAVEAT,CONTENT,CAVEAT,SUBSTANTIVE,certificate number; certification; marketing brochure; standard,,0.000000,NO,ACTIVE,NEGATED,limits,asserts,YES,YES,role+entity+status+relation
TB059,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,data-gap detection; expired certificate; first pass; supplier,,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
TB060,NEXT_STEP,LIMITATION,ACTION,CAVEAT,ACTION,CAVEAT,SUBSTANTIVE,CAVEAT,fresh blind batch; pilot sectors; production scoring threshold; suppliers,evaluation,0.000000,NO,ACTIVE,LIMITED,proposes_next_test,limits,YES,YES,role+entity+status+relation
TB061,DEFINE,METHOD,ASSERTION,ACTION,CONTENT,ACTION,SUBSTANTIVE,SUBSTANTIVE,access control; crowd flow; EventMesh; live-event incident notes; medical support; steward deployment; technical fault,controls,0.000000,NO,ACTIVE,ACTIVE,supports_retrieval,recommends,YES,YES,role+entity+relation
TB062,BACKGROUND,LIMITATION,CONTEXT,CAVEAT,CONTEXT,CAVEAT,CONTEXT,CAVEAT,action; busy event; issue; radio messages,,0.000000,NO,DESCRIPTIVE,LIMITED,sets_context,limits,YES,YES,role+entity+status+relation
TB063,METHOD,EXAMPLE,ACTION,INSTANCE,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,current owner; incident; incident type; urgency; zone,,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,gives_example,YES,YES,role+entity+status+relation
TB064,EXAMPLE,BACKGROUND,INSTANCE,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,crowd-flow monitoring; Gate C; queue; scanner; technical fault,,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,MAYBE,role+entity+relation+answer
TB065,LIMITATION,DEFINE,CAVEAT,ASSERTION,CAVEAT,CONTENT,CAVEAT,SUBSTANTIVE,medical keywords; medical note; priority; review,,0.000000,NO,ACTIVE,DESCRIPTIVE,limits,defines,YES,YES,role+entity+status+relation
TB066,NEXT_STEP,LIMITATION,ACTION,CAVEAT,ACTION,CAVEAT,SUBSTANTIVE,CAVEAT,evaluation; blind set; model; venue; venue-specific language,evaluation,0.200000,NO,ACTIVE,NEGATED,proposes_next_test,limits,YES,YES,role+entity+status+relation
TB067,DEFINE,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,conservation risk; digitisation need; HeritageVault; loan restriction; museum catalogue notes; provenance gap; research lead,,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,MAYBE,role+entity+status+relation+answer
TB068,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,condition concern; curators; display recommendation; historical claim,,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,YES,MAYBE,entity+answer
TB069,METHOD,METHOD,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,evidence phrase; material; object identifier; risk phrase; specialist review; workflow route,,0.000000,NO,ACTIVE,ACTIVE,supports_retrieval,recommends,YES,YES,entity+relation
TB070,LIMITATION,BACKGROUND,CAVEAT,CONTEXT,CAVEAT,CONTEXT,CAVEAT,CONTEXT,another piece; item; provenance evidence,,0.000000,NO,ACTIVE,DESCRIPTIVE,limits,sets_context,YES,MAYBE,role+entity+status+relation+answer
TB071,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,catalogue descriptions; digitisation needs; provenance gap; research lead; trial,,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
TB072,NEXT_STEP,NEXT_STEP,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,evaluation; gold labels; catalogue notes; curator; predictions,evaluation; gold labels,0.400000,NO,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity
