segment_id,source_doc,text,gold_entities_raw,gold_entities_parsed,gold_entities_current_evaluator_parse,gold_parse_format,combined_entities_raw,combined_entities_parsed,D_entities_raw,D_entities_parsed,R6_entities_raw,R6_entities_parsed,current_combined_entity_jaccard,current_D_entity_jaccard,current_R6_entity_jaccard,combined_lowercase_trim_jaccard,D_lowercase_trim_jaccard,R6_lowercase_trim_jaccard,combined_punctuation_stripped_jaccard,D_punctuation_stripped_jaccard,R6_punctuation_stripped_jaccard,combined_alias_candidate_jaccard,D_alias_candidate_jaccard,R6_alias_candidate_jaccard,gold_only_entities,predicted_only_entities,mismatch_bucket
TB011,TB_DOC_02_harborflow_container_exceptions,The system should not infer cargo value from commodity notes unless the value is present in a verified shipment record.,"[""cargo value"", ""commodity notes"", ""verified shipment record""]",cargo value; commodity notes; verified shipment record,"[""cargo value"", ""commodity notes"", ""verified shipment record""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,cargo value; commodity notes; verified shipment record,,empty_prediction_entities
TB012,TB_DOC_02_harborflow_container_exceptions,Add a rule that flags any exception whose dwell time passes forty-eight hours without a confirmed owner.,"[""exception"", ""dwell time"", ""forty-eight hours"", ""confirmed owner""]",confirmed owner; dwell time; exception; forty-eight hours,"[""exception"", ""dwell time"", ""forty-eight hours"", ""confirmed owner""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,confirmed owner; dwell time; exception; forty-eight hours,,empty_prediction_entities
TB013,TB_DOC_03_clinicpulse_backlog,"ClinicPulse is a backlog monitor that groups appointment delays by pathway, urgency, clinician dependency, and patient-contact status.","[""ClinicPulse"", ""backlog monitor"", ""appointment delays"", ""pathway"", ""urgency"", ""clinician dependency"", ""patient-contact status""]",appointment delays; backlog monitor; clinician dependency; ClinicPulse; pathway; patient-contact status; urgency,"[""ClinicPulse"", ""backlog monitor"", ""appointment delays"", ""pathway"", ""urgency"", ""clinician dependency"", ""patient-contact status""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,appointment delays; backlog monitor; clinician dependency; ClinicPulse; pathway; patient-contact status; urgency,,empty_prediction_entities
TB014,TB_DOC_03_clinicpulse_backlog,The clinic manager needs a clearer difference between patients waiting for clinical review and patients waiting only for administrative booking.,"[""clinic manager"", ""clinical review"", ""administrative booking"", ""patients""]",administrative booking; clinic manager; clinical review; patients,"[""clinic manager"", ""clinical review"", ""administrative booking"", ""patients""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,administrative booking; clinic manager; clinical review; patients,,empty_prediction_entities
TB015,TB_DOC_03_clinicpulse_backlog,"The route map should extract pathway name, current wait age, blocker type, and the next responsible role from every backlog note.","[""route map"", ""pathway name"", ""current wait age"", ""blocker type"", ""responsible role"", ""backlog note""]",backlog note; blocker type; current wait age; pathway name; responsible role; route map,"[""route map"", ""pathway name"", ""current wait age"", ""blocker type"", ""responsible role"", ""backlog note""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,backlog note; blocker type; current wait age; pathway name; responsible role; route map,,empty_prediction_entities
TB016,TB_DOC_03_clinicpulse_backlog,"Change the existing urgent flag so that it depends on clinical risk wording, not merely the number of days since referral.","[""urgent flag"", ""clinical risk wording"", ""days since referral""]",clinical risk wording; days since referral; urgent flag,"[""urgent flag"", ""clinical risk wording"", ""days since referral""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,clinical risk wording; days since referral; urgent flag,,empty_prediction_entities
TB017,TB_DOC_03_clinicpulse_backlog,The first sample showed that administrative blockers were over-counted because two booking teams used different names for the same queue.,"[""administrative blockers"", ""booking teams"", ""queue"", ""sample""]",administrative blockers; booking teams; queue; sample,"[""administrative blockers"", ""booking teams"", ""queue"", ""sample""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,administrative blockers; booking teams; queue; sample,,empty_prediction_entities
TB018,TB_DOC_03_clinicpulse_backlog,Do not expose patient identifiers in the model prompt; use synthetic IDs and keep the re-identification key outside the evaluation folder.,"[""patient identifiers"", ""model prompt"", ""synthetic IDs"", ""re-identification key"", ""evaluation folder""]",evaluation folder; model prompt; patient identifiers; re-identification key; synthetic IDs,"[""patient identifiers"", ""model prompt"", ""synthetic IDs"", ""re-identification key"", ""evaluation folder""]",json_list,evaluation,evaluation,evaluation,evaluation,evaluation,evaluation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.200000,0.200000,evaluation folder; model prompt; patient identifiers; re-identification key; synthetic IDs,evaluation,singular_plural_or_alias_mismatch
TB019,TB_DOC_04_gridlens_battery_maintenance,"GridLens is a maintenance-routing tool for battery storage sites, focused on inverter faults, thermal alerts, state-of-charge anomalies, and technician dispatch.","[""GridLens"", ""battery storage sites"", ""inverter faults"", ""thermal alerts"", ""state-of-charge anomalies"", ""technician dispatch""]",battery storage sites; GridLens; inverter faults; state-of-charge anomalies; technician dispatch; thermal alerts,"[""GridLens"", ""battery storage sites"", ""inverter faults"", ""thermal alerts"", ""state-of-charge anomalies"", ""technician dispatch""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,battery storage sites; GridLens; inverter faults; state-of-charge anomalies; technician dispatch; thermal alerts,,empty_prediction_entities
TB020,TB_DOC_04_gridlens_battery_maintenance,"The maintenance team receives telemetry summaries and engineer notes in separate systems, so repeated faults are often missed.","[""maintenance team"", ""telemetry summaries"", ""engineer notes"", ""repeated faults""]",engineer notes; maintenance team; repeated faults; telemetry summaries,"[""maintenance team"", ""telemetry summaries"", ""engineer notes"", ""repeated faults""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,engineer notes; maintenance team; repeated faults; telemetry summaries,,empty_prediction_entities
TB021,TB_DOC_04_gridlens_battery_maintenance,"Normalize every note into asset, symptom, severity, recurrence count, safety implication, and recommended intervention.","[""asset"", ""symptom"", ""severity"", ""recurrence count"", ""safety implication"", ""recommended intervention""]",asset; recommended intervention; recurrence count; safety implication; severity; symptom,"[""asset"", ""symptom"", ""severity"", ""recurrence count"", ""safety implication"", ""recommended intervention""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,asset; recommended intervention; recurrence count; safety implication; severity; symptom,,empty_prediction_entities
TB022,TB_DOC_04_gridlens_battery_maintenance,"If the alert is caused by a planned firmware test, route it as scheduled work rather than as an operational incident.","[""alert"", ""planned firmware test"", ""scheduled work"", ""operational incident""]",alert; operational incident; planned firmware test; scheduled work,"[""alert"", ""planned firmware test"", ""scheduled work"", ""operational incident""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alert; operational incident; planned firmware test; scheduled work,,empty_prediction_entities
TB023,TB_DOC_04_gridlens_battery_maintenance,"In the dry run, the model correctly grouped inverter trips but confused balancing events with thermal warnings.","[""dry run"", ""model"", ""inverter trips"", ""balancing events"", ""thermal warnings""]",balancing events; dry run; inverter trips; model; thermal warnings,"[""dry run"", ""model"", ""inverter trips"", ""balancing events"", ""thermal warnings""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,balancing events; dry run; inverter trips; model; thermal warnings,,empty_prediction_entities
TB024,TB_DOC_04_gridlens_battery_maintenance,Create a small blind set from new engineer notes before changing the production alert rules.,"[""blind set"", ""engineer notes"", ""production alert rules""]",blind set; engineer notes; production alert rules,"[""blind set"", ""engineer notes"", ""production alert rules""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,blind set; engineer notes; production alert rules,,empty_prediction_entities
TB025,TB_DOC_05_tutortrail_learning_routes,"TutorTrail converts free-text tutoring notes into learning routes such as concept gap, practice need, confidence issue, assessment target, and parent follow-up.","[""TutorTrail"", ""tutoring notes"", ""learning routes"", ""concept gap"", ""practice need"", ""confidence issue"", ""assessment target"", ""parent follow-up""]",assessment target; concept gap; confidence issue; learning routes; parent follow-up; practice need; tutoring notes; TutorTrail,"[""TutorTrail"", ""tutoring notes"", ""learning routes"", ""concept gap"", ""practice need"", ""confidence issue"", ""assessment target"", ""parent follow-up""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,assessment target; concept gap; confidence issue; learning routes; parent follow-up; practice need; tutoring notes; TutorTrail,,empty_prediction_entities
TB026,TB_DOC_05_tutortrail_learning_routes,"Tutors often describe ability, behaviour, and homework completion together, which makes the next lesson plan hard to automate.","[""tutors"", ""ability"", ""behaviour"", ""homework completion"", ""lesson plan""]",ability; behaviour; homework completion; lesson plan; tutors,"[""tutors"", ""ability"", ""behaviour"", ""homework completion"", ""lesson plan""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,ability; behaviour; homework completion; lesson plan; tutors,,empty_prediction_entities
TB027,TB_DOC_05_tutortrail_learning_routes,"Extract the topic, misconception, evidence sentence, recommended exercise type, and whether the issue is conceptual or fluency-based.","[""topic"", ""misconception"", ""evidence sentence"", ""exercise type"", ""conceptual issue"", ""fluency-based issue""]",conceptual issue; evidence sentence; exercise type; fluency-based issue; misconception; topic,"[""topic"", ""misconception"", ""evidence sentence"", ""exercise type"", ""conceptual issue"", ""fluency-based issue""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,conceptual issue; evidence sentence; exercise type; fluency-based issue; misconception; topic,,empty_prediction_entities
TB028,TB_DOC_05_tutortrail_learning_routes,"A note saying the pupil can solve linear equations but freezes when the wording changes should route to transfer practice, not basic algebra.","[""pupil"", ""linear equations"", ""wording"", ""transfer practice"", ""basic algebra""]",basic algebra; linear equations; pupil; transfer practice; wording,"[""pupil"", ""linear equations"", ""wording"", ""transfer practice"", ""basic algebra""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,basic algebra; linear equations; pupil; transfer practice; wording,,empty_prediction_entities
TB029,TB_DOC_05_tutortrail_learning_routes,Do not infer a special educational need from a single frustration note unless the tutor explicitly recorded an assessed support plan.,"[""special educational need"", ""frustration note"", ""tutor"", ""support plan""]",frustration note; special educational need; support plan; tutor,"[""special educational need"", ""frustration note"", ""tutor"", ""support plan""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,frustration note; special educational need; support plan; tutor,,empty_prediction_entities
TB030,TB_DOC_05_tutortrail_learning_routes,Add a reviewer column so senior tutors can adjudicate borderline cases before those labels enter the gold set.,"[""reviewer column"", ""senior tutors"", ""borderline cases"", ""gold set""]",borderline cases; gold set; reviewer column; senior tutors,"[""reviewer column"", ""senior tutors"", ""borderline cases"", ""gold set""]",json_list,human review,human review,human review,human review,human review,human review,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,borderline cases; gold set; reviewer column; senior tutors,human review,delimiter_format_mismatch
TB031,TB_DOC_06_fraudsieve_invoice_controls,"FraudSieve is an invoice-control router that separates vendor identity changes, bank-detail changes, duplicate invoice patterns, and approval bypasses.","[""FraudSieve"", ""invoice-control router"", ""vendor identity changes"", ""bank-detail changes"", ""duplicate invoice patterns"", ""approval bypasses""]",approval bypasses; bank-detail changes; duplicate invoice patterns; FraudSieve; invoice-control router; vendor identity changes,"[""FraudSieve"", ""invoice-control router"", ""vendor identity changes"", ""bank-detail changes"", ""duplicate invoice patterns"", ""approval bypasses""]",json_list,controls,controls,controls,controls,controls,controls,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,approval bypasses; bank-detail changes; duplicate invoice patterns; FraudSieve; invoice-control router; vendor identity changes,controls,delimiter_format_mismatch
TB032,TB_DOC_06_fraudsieve_invoice_controls,"Finance reviewers currently mark many alerts as suspicious without explaining whether the risk comes from the vendor, the invoice, or the approver.","[""finance reviewers"", ""alerts"", ""vendor"", ""invoice"", ""approver""]",alerts; approver; finance reviewers; invoice; vendor,"[""finance reviewers"", ""alerts"", ""vendor"", ""invoice"", ""approver""]",json_list,controls; human review,controls; human review,controls; human review,controls; human review,controls; human review,controls; human review,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,alerts; approver; finance reviewers; invoice; vendor,controls; human review,delimiter_format_mismatch
TB033,TB_DOC_06_fraudsieve_invoice_controls,"The extraction should identify the payment risk, the evidence field, the control that failed, and the next approval gate.","[""payment risk"", ""evidence field"", ""control"", ""approval gate""]",approval gate; control; evidence field; payment risk,"[""payment risk"", ""evidence field"", ""control"", ""approval gate""]",json_list,controls,controls,controls,controls,controls,controls,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.250000,0.250000,approval gate; control; evidence field; payment risk,controls,singular_plural_or_alias_mismatch
TB034,TB_DOC_06_fraudsieve_invoice_controls,"Replace the old duplicate check with a normalized comparison across invoice number, supplier name, gross amount, and purchase-order reference.","[""duplicate check"", ""invoice number"", ""supplier name"", ""gross amount"", ""purchase-order reference""]",duplicate check; gross amount; invoice number; purchase-order reference; supplier name,"[""duplicate check"", ""invoice number"", ""supplier name"", ""gross amount"", ""purchase-order reference""]",json_list,controls,controls,controls,controls,controls,controls,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,duplicate check; gross amount; invoice number; purchase-order reference; supplier name,controls,delimiter_format_mismatch
TB035,TB_DOC_06_fraudsieve_invoice_controls,A sample of historic alerts showed high precision for exact duplicate invoices but weak recall for slightly altered supplier names.,"[""historic alerts"", ""precision"", ""duplicate invoices"", ""recall"", ""supplier names""]",duplicate invoices; historic alerts; precision; recall; supplier names,"[""historic alerts"", ""precision"", ""duplicate invoices"", ""recall"", ""supplier names""]",json_list,controls,controls,controls,controls,controls,controls,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,duplicate invoices; historic alerts; precision; recall; supplier names,controls,delimiter_format_mismatch
TB036,TB_DOC_06_fraudsieve_invoice_controls,The tool should not block payment automatically; it should route the case to a named approver with the evidence attached.,"[""tool"", ""payment"", ""case"", ""approver"", ""evidence""]",approver; case; evidence; payment; tool,"[""tool"", ""payment"", ""case"", ""approver"", ""evidence""]",json_list,controls,controls,controls,controls,controls,controls,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,approver; case; evidence; payment; tool,controls,delimiter_format_mismatch
TB037,TB_DOC_07_riverwatch_flood_notes,"RiverWatch turns field notes about water levels, blocked culverts, pump status, and road closures into flood-response routes.","[""RiverWatch"", ""field notes"", ""water levels"", ""blocked culverts"", ""pump status"", ""road closures"", ""flood-response routes""]",blocked culverts; field notes; flood-response routes; pump status; RiverWatch; road closures; water levels,"[""RiverWatch"", ""field notes"", ""water levels"", ""blocked culverts"", ""pump status"", ""road closures"", ""flood-response routes""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,blocked culverts; field notes; flood-response routes; pump status; RiverWatch; road closures; water levels,,empty_prediction_entities
TB038,TB_DOC_07_riverwatch_flood_notes,"The duty officer receives photos, resident calls, and sensor messages, but only some of them imply a required field deployment.","[""duty officer"", ""photos"", ""resident calls"", ""sensor messages"", ""field deployment""]",duty officer; field deployment; photos; resident calls; sensor messages,"[""duty officer"", ""photos"", ""resident calls"", ""sensor messages"", ""field deployment""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,duty officer; field deployment; photos; resident calls; sensor messages,,empty_prediction_entities
TB039,TB_DOC_07_riverwatch_flood_notes,"Classify each note by location, hazard type, confidence, immediate action, and whether another agency must be notified.","[""location"", ""hazard type"", ""confidence"", ""immediate action"", ""agency notification""]",agency notification; confidence; hazard type; immediate action; location,"[""location"", ""hazard type"", ""confidence"", ""immediate action"", ""agency notification""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,agency notification; confidence; hazard type; immediate action; location,,empty_prediction_entities
TB040,TB_DOC_07_riverwatch_flood_notes,"If the note reports standing water inside a known test basin after a scheduled drill, suppress the public-road closure route.","[""standing water"", ""test basin"", ""scheduled drill"", ""public-road closure route""]",public-road closure route; scheduled drill; standing water; test basin,"[""standing water"", ""test basin"", ""scheduled drill"", ""public-road closure route""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,public-road closure route; scheduled drill; standing water; test basin,,empty_prediction_entities
TB041,TB_DOC_07_riverwatch_flood_notes,"The trial found that blocked culvert reports were routed well, but bridge-depth notes needed a separate severity rule.","[""trial"", ""blocked culvert reports"", ""bridge-depth notes"", ""severity rule""]",blocked culvert reports; bridge-depth notes; severity rule; trial,"[""trial"", ""blocked culvert reports"", ""bridge-depth notes"", ""severity rule""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,blocked culvert reports; bridge-depth notes; severity rule; trial,,empty_prediction_entities
TB042,TB_DOC_07_riverwatch_flood_notes,Add a blind review set from the next storm event and score false alarms separately from missed deployments.,"[""blind review set"", ""storm event"", ""false alarms"", ""missed deployments""]",blind review set; false alarms; missed deployments; storm event,"[""blind review set"", ""storm event"", ""false alarms"", ""missed deployments""]",json_list,evaluation,evaluation,evaluation,evaluation,evaluation,evaluation,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,blind review set; false alarms; missed deployments; storm event,evaluation,delimiter_format_mismatch
TB043,TB_DOC_08_lawbrief_disclosure_tracker,"LawBrief Disclosure Tracker maps litigation notes into evidence request, privilege issue, disclosure deadline, client instruction, or counsel review.","[""LawBrief Disclosure Tracker"", ""litigation notes"", ""evidence request"", ""privilege issue"", ""disclosure deadline"", ""client instruction"", ""counsel review""]",client instruction; counsel review; disclosure deadline; evidence request; LawBrief Disclosure Tracker; litigation notes; privilege issue,"[""LawBrief Disclosure Tracker"", ""litigation notes"", ""evidence request"", ""privilege issue"", ""disclosure deadline"", ""client instruction"", ""counsel review""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,client instruction; counsel review; disclosure deadline; evidence request; LawBrief Disclosure Tracker; litigation notes; privilege issue,,empty_prediction_entities
TB044,TB_DOC_08_lawbrief_disclosure_tracker,"Case handlers sometimes mix factual evidence, legal advice, and deadline reminders in the same update.","[""case handlers"", ""factual evidence"", ""legal advice"", ""deadline reminders""]",case handlers; deadline reminders; factual evidence; legal advice,"[""case handlers"", ""factual evidence"", ""legal advice"", ""deadline reminders""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,case handlers; deadline reminders; factual evidence; legal advice,,empty_prediction_entities
TB045,TB_DOC_08_lawbrief_disclosure_tracker,"The extractor should separate document type, legal sensitivity, deadline, responsible person, and whether the note changes the case route.","[""extractor"", ""document type"", ""legal sensitivity"", ""deadline"", ""responsible person"", ""case route""]",case route; deadline; document type; extractor; legal sensitivity; responsible person,"[""extractor"", ""document type"", ""legal sensitivity"", ""deadline"", ""responsible person"", ""case route""]",json_list,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,case route; deadline; document type; extractor; legal sensitivity; responsible person,,empty_prediction_entities
