segment_id,gold_role,pred_role,gold_coarse_5,pred_coarse_5,gold_coarse_4,pred_coarse_4,gold_coarse_3,pred_coarse_3,gold_entities,pred_entities,entity_jaccard,gold_operative_status,pred_operative_status,gold_relation,pred_relation,gold_answer_relevant,pred_answer_relevant,failure_pattern
HELDOUT2_S0034,METHOD,CLAIM,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,agent memory; route provenance; source context,,0.000000,ACTIVE,DESCRIPTIVE,recommends,recommends,YES,YES,role+entity+status
HELDOUT2_S0035,METHOD,METHOD,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,tool-use security; permission boundary; route segment,permission boundary; RouteMap; RouteMap segment,0.500000,ACTIVE,DESCRIPTIVE,requires,sets_context,YES,YES,entity+status+relation
HELDOUT2_S0036,METHOD,EXAMPLE,ACTION,INSTANCE,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,incident response; retrieval trace; controls,controls; retrieval; retrieval trace,0.500000,ACTIVE,ACTIVE,maps_to,proposes_next_test,YES,YES,role+entity+relation
HELDOUT2_S0037,METHOD,RESULT,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,benchmark; policy context; route segment,benchmark; policy context,0.666667,ACTIVE,DESCRIPTIVE,recommends,sets_context,YES,YES,role+entity+status+relation
HELDOUT2_S0038,METHOD,CLAIM,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,human review; evidence selection; answer support,evidence selection; human review,0.666667,ACTIVE,ACTIVE,recommends,proposes_next_test,YES,YES,role+entity+relation
HELDOUT2_S0039,METHOD,METHOD,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,audit trail; answer support; human review,answer support; audit trail; human review,1.000000,ACTIVE,DESCRIPTIVE,recommends,sets_context,YES,YES,status+relation
HELDOUT2_S0040,METHOD,METHOD,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,route segment; evidence selection; human review,RouteMap; RouteMap segment,0.250000,ACTIVE,DESCRIPTIVE,recommends,sets_context,YES,YES,entity+status+relation
HELDOUT2_S0041,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,evaluation; route provenance; answer support,answer support; evaluation; route provenance; RouteMap; RouteMap segment,0.600000,DESCRIPTIVE,DESCRIPTIVE,supports_retrieval,reports_usefulness,YES,YES,entity+relation
HELDOUT2_S0042,RESULT,METHOD,ASSERTION,ACTION,CONTENT,ACTION,SUBSTANTIVE,SUBSTANTIVE,model release governance; evidence selection; human review,human review,0.333333,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,role+entity
HELDOUT2_S0043,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,consent boundary; permission boundary; privacy,consent boundary; permission boundary; privacy,1.000000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,none
HELDOUT2_S0044,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,agent memory; source context; route provenance,agent memory,0.333333,DESCRIPTIVE,DESCRIPTIVE,supports_retrieval,reports_usefulness,YES,YES,entity+relation
HELDOUT2_S0045,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,tool-use security; permission boundary; human review,LLM application security; permission boundary; secure AI development; tool-use security,0.400000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
HELDOUT2_S0046,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,benchmark; route segment; evaluation,benchmark,0.333333,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,sets_context,YES,YES,entity+relation
HELDOUT2_S0047,RESULT,METHOD,ASSERTION,ACTION,CONTENT,ACTION,SUBSTANTIVE,SUBSTANTIVE,human review; retrieval trace; evidence selection,human review; retrieval; retrieval trace,0.500000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,role+entity
HELDOUT2_S0048,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,audit trail; answer support; model release governance,answer support; audit trail,0.666667,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
HELDOUT2_S0049,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,evidence selection; source context; route segment,evidence selection; RouteMap; RouteMap segment; source context,0.750000,DESCRIPTIVE,DESCRIPTIVE,supports_retrieval,reports_usefulness,YES,YES,entity+relation
HELDOUT2_S0050,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,mismatch review; policy context; claims,mismatch review; policy context,0.666667,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
HELDOUT2_S0051,LIMITATION,LIMITATION,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,benchmark; policy context; evaluation,benchmark; evaluation,0.666667,LIMITED,DESCRIPTIVE,warns_about,limits,YES,YES,entity+status+relation
HELDOUT2_S0052,LIMITATION,LIMITATION,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,model release governance; AI safety evaluation; risk management,,0.000000,NEGATED,ACTIVE,limits,limits,YES,YES,entity+status
HELDOUT2_S0053,LIMITATION,EXAMPLE,CAVEAT,INSTANCE,CAVEAT,ACTION,CAVEAT,SUBSTANTIVE,consent boundary; permission boundary; privacy,consent boundary,0.333333,NEGATED,NEGATED,limits,limits,YES,YES,role+entity
HELDOUT2_S0054,LIMITATION,EXAMPLE,CAVEAT,INSTANCE,CAVEAT,ACTION,CAVEAT,SUBSTANTIVE,retrieval trace; answer support; route segment,retrieval; retrieval trace,0.250000,LIMITED,ACTIVE,warns_about,limits,YES,YES,role+entity+status+relation
HELDOUT2_S0055,LIMITATION,BACKGROUND,CAVEAT,CONTEXT,CAVEAT,CONTEXT,CAVEAT,CONTEXT,agent memory; source context; human review,agent memory; source context,0.666667,LIMITED,ACTIVE,warns_about,limits,YES,NO,role+entity+status+relation+answer
HELDOUT2_S0056,LIMITATION,METHOD,CAVEAT,ACTION,CAVEAT,ACTION,CAVEAT,SUBSTANTIVE,permission boundary; tool-use security; privacy,permission boundary; privacy,0.666667,NEGATED,ACTIVE,limits,limits,YES,YES,role+entity+status
HELDOUT2_S0057,LIMITATION,METHOD,CAVEAT,ACTION,CAVEAT,ACTION,CAVEAT,SUBSTANTIVE,human review; audit trail; evidence selection,audit trail; human review,0.666667,LIMITED,ACTIVE,warns_about,limits,YES,YES,role+entity+status+relation
HELDOUT2_S0058,LIMITATION,LIMITATION,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,benchmark; incident response; route segment,benchmark,0.333333,LIMITED,LIMITED,warns_about,limits,YES,YES,entity+relation
HELDOUT2_S0059,LIMITATION,DEFINE,CAVEAT,ASSERTION,CAVEAT,CONTENT,CAVEAT,SUBSTANTIVE,policy context; controls; risk management,controls; policy context,0.666667,LIMITED,DESCRIPTIVE,warns_about,limits,YES,YES,role+entity+status+relation
HELDOUT2_S0060,LIMITATION,LIMITATION,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,answer support; route segment; evidence selection,answer support; RouteMap; RouteMap segment,0.500000,LIMITED,NEGATED,warns_about,limits,YES,YES,entity+status+relation
HELDOUT2_S0061,NEXT_STEP,NEXT_STEP,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,benchmark; incident response; model release governance,evaluation; governance,0.000000,ACTIVE,DESCRIPTIVE,proposes_next_test,sets_context,YES,YES,entity+status+relation
HELDOUT2_S0062,NEXT_STEP,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,evaluation; model release governance; source context,evaluation; governance; model release governance,0.500000,ACTIVE,DESCRIPTIVE,proposes_next_test,proposes_next_test,YES,NO,role+entity+status+answer
HELDOUT2_S0063,NEXT_STEP,EXAMPLE,ACTION,INSTANCE,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,consent boundary; permission boundary; privacy,consent boundary; permission boundary; privacy,1.000000,ACTIVE,DESCRIPTIVE,proposes_next_test,sets_context,YES,YES,role+status+relation
HELDOUT2_S0064,NEXT_STEP,NEXT_STEP,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,retrieval trace; route provenance; route extraction,retrieval; route provenance,0.250000,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity
HELDOUT2_S0065,NEXT_STEP,RESULT,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,agent memory; evidence selection; benchmark,agent memory; benchmark,0.666667,ACTIVE,DESCRIPTIVE,proposes_next_test,proposes_next_test,YES,YES,role+entity+status
HELDOUT2_S0066,NEXT_STEP,EXAMPLE,ACTION,INSTANCE,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,tool-use security; permission boundary; agent memory,LLM application security; tool-use security,0.250000,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,role+entity
HELDOUT2_S0068,NEXT_STEP,NEXT_STEP,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,benchmark; gold labels; mismatch review,benchmark,0.333333,ACTIVE,DESCRIPTIVE,proposes_next_test,sets_context,YES,YES,entity+status+relation
HELDOUT2_S0069,NEXT_STEP,NEXT_STEP,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,audit trail; human review; model release governance,audit trail; human review,0.666667,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity
HELDOUT2_S0070,NEXT_STEP,DEFINE,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,answer support; route segment; evidence selection,answer support; RouteMap; RouteMap segment,0.500000,ACTIVE,DESCRIPTIVE,proposes_next_test,sets_context,YES,YES,role+entity+status+relation
HELDOUT2_S0071,EXAMPLE,EXAMPLE,INSTANCE,INSTANCE,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,privacy; consent boundary; AI safety evaluation,AI safety evaluation; consent boundary; evaluation,0.500000,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,YES,entity+relation
HELDOUT2_S0072,EXAMPLE,METHOD,INSTANCE,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,model release governance; audit trail; human review,audit trail; governance; human review,0.500000,DESCRIPTIVE,LIMITED,gives_example,limits,YES,YES,role+entity+status+relation
HELDOUT2_S0073,EXAMPLE,EXAMPLE,INSTANCE,INSTANCE,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,tool-use security; permission boundary; privacy,permission boundary,0.333333,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,YES,entity+relation
HELDOUT2_S0074,EXAMPLE,EXAMPLE,INSTANCE,INSTANCE,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,agent memory; source context; route provenance,,0.000000,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,YES,entity+relation
HELDOUT2_S0075,EXAMPLE,EXAMPLE,INSTANCE,INSTANCE,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,privacy; answer support; evidence selection,consent boundary; privacy,0.250000,DESCRIPTIVE,NEGATED,gives_example,limits,YES,YES,entity+status+relation
HELDOUT2_S0076,EXAMPLE,BACKGROUND,INSTANCE,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,tool-use security; permission boundary; route segment,LLM application security; tool-use security,0.250000,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,MAYBE,role+entity+relation+answer
HELDOUT2_S0077,EXAMPLE,EXAMPLE,INSTANCE,INSTANCE,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,incident response; retrieval trace; agent memory,retrieval,0.000000,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,YES,entity+relation
HELDOUT2_S0078,EXAMPLE,EXAMPLE,INSTANCE,INSTANCE,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,benchmark; human review; route segment,benchmark; human review,0.666667,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,YES,entity+relation
HELDOUT2_S0079,EXAMPLE,EXAMPLE,INSTANCE,INSTANCE,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,audit trail; evidence selection; model release governance,evidence selection; human review,0.250000,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,YES,entity+relation
HELDOUT2_S0080,EXAMPLE,METHOD,INSTANCE,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,answer support; policy context; route segment,policy context; RouteMap; RouteMap segment,0.500000,DESCRIPTIVE,DESCRIPTIVE,gives_example,reports_usefulness,YES,YES,role+entity+relation
