segment_id,title,text,gold_role,pred_role,gold_entities,pred_entities,entity_jaccard,entity_precision,entity_recall,entity_f1,matched_pairs,gold_operative_status,pred_operative_status,gold_relation,pred_relation,gold_answer_relevant,pred_answer_relevant,failure_pattern
TB012,HarborFlow Container Exceptions,Add a rule that flags any exception whose dwell time passes forty-eight hours without a confirmed owner.,NEXT_STEP,NEXT_STEP,"[""exception"", ""dwell time"", ""forty-eight hours"", ""confirmed owner""]","[""any exception whose"", ""any exception whose dwell"", ""container exception"", ""container exception add"", ""harborflow container exception"", ""harborflow container exception add""]",0.111111,0.166667,0.250000,0.200000,"[{""gold"": ""exception"", ""pred"": ""any exception whose"", ""score"": 0.5792598128318787}]",ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity_exact+entity_jaccard_lt_0.5
TB013,ClinicPulse Backlog Monitor,"ClinicPulse is a backlog monitor that groups appointment delays by pathway, urgency, clinician dependency, and patient-contact status.",DEFINE,DEFINE,"[""ClinicPulse"", ""backlog monitor"", ""appointment delays"", ""pathway"", ""urgency"", ""clinician dependency"", ""patient-contact status""]","[""backlog"", ""backlog monitor"", ""backlog monitor clinicpulse"", ""clinicpulse"", ""clinicpulse backlog monitor"", ""clinicpulse backlog monitor clinicpulse""]",0.181818,0.333333,0.285714,0.307692,"[{""gold"": ""backlog monitor"", ""pred"": ""backlog monitor"", ""score"": 1.0000001192092896}, {""gold"": ""ClinicPulse"", ""pred"": ""clinicpulse"", ""score"": 1.0}]",ACTIVE,DESCRIPTIVE,supports_retrieval,defines,YES,YES,status+relation+entity_exact+entity_jaccard_lt_0.5
TB014,ClinicPulse Backlog Monitor,The clinic manager needs a clearer difference between patients waiting for clinical review and patients waiting only for administrative booking.,BACKGROUND,CLAIM,"[""clinic manager"", ""clinical review"", ""administrative booking"", ""patients""]","[""backlog monitor"", ""between patient waiting"", ""clearer difference between"", ""clearer difference between patient"", ""clinicpulse backlog monitor"", ""clinicpulse backlog monitor the""]",0.250000,0.333333,0.500000,0.400000,"[{""gold"": ""patients"", ""pred"": ""clearer difference between patient"", ""score"": 0.713224470615387}, {""gold"": ""clinic manager"", ""pred"": ""clinicpulse backlog monitor the"", ""score"": 0.5418359041213989}]",DESCRIPTIVE,DESCRIPTIVE,sets_context,gives_example,YES,YES,role+relation+entity_exact+entity_jaccard_lt_0.5
TB015,ClinicPulse Backlog Monitor,"The route map should extract pathway name, current wait age, blocker type, and the next responsible role from every backlog note.",METHOD,BACKGROUND,"[""route map"", ""pathway name"", ""current wait age"", ""blocker type"", ""responsible role"", ""backlog note""]","[""age blocker type"", ""backlog monitor"", ""clinicpulse backlog"", ""clinicpulse backlog monitor"", ""clinicpulse backlog monitor the"", ""current wait age""]",0.333333,0.500000,0.500000,0.500000,"[{""gold"": ""current wait age"", ""pred"": ""current wait age"", ""score"": 1.0000001192092896}, {""gold"": ""backlog note"", ""pred"": ""backlog monitor"", ""score"": 0.7035019993782043}, {""gold"": ""blocker type"", ""pred"": ""age blocker type"", ""score"": 0.635083794593811}]",ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,MAYBE,role+status+relation+answer+entity_exact+entity_jaccard_lt_0.5
TB016,ClinicPulse Backlog Monitor,"Change the existing urgent flag so that it depends on clinical risk wording, not merely the number of days since referral.",METHOD,CLAIM,"[""urgent flag"", ""clinical risk wording"", ""days since referral""]","[""backlog monitor"", ""backlog monitor change"", ""clinical risk wording"", ""clinicpulse backlog"", ""clinicpulse backlog monitor"", ""clinicpulse backlog monitor change""]",0.125000,0.166667,0.333333,0.222222,"[{""gold"": ""clinical risk wording"", ""pred"": ""clinical risk wording"", ""score"": 1.0000001192092896}]",ACTIVE,ACTIVE,maps_to,asserts,YES,YES,role+relation+entity_exact+entity_jaccard_lt_0.5
TB017,ClinicPulse Backlog Monitor,The first sample showed that administrative blockers were over-counted because two booking teams used different names for the same queue.,RESULT,RESULT,"[""administrative blockers"", ""booking teams"", ""queue"", ""sample""]","[""administrative blocker were"", ""administrative blocker were over-counted"", ""because two booking"", ""because two booking team"", ""clinicpulse backlog monitor"", ""clinicpulse backlog monitor the""]",0.250000,0.333333,0.500000,0.400000,"[{""gold"": ""administrative blockers"", ""pred"": ""administrative blocker were"", ""score"": 0.8926544189453125}, {""gold"": ""booking teams"", ""pred"": ""because two booking team"", ""score"": 0.6904767751693726}]",DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity_exact+entity_jaccard_lt_0.5
TB018,ClinicPulse Backlog Monitor,Do not expose patient identifiers in the model prompt; use synthetic IDs and keep the re-identification key outside the evaluation folder.,LIMITATION,LIMITATION,"[""patient identifiers"", ""model prompt"", ""synthetic IDs"", ""re-identification key"", ""evaluation folder""]","[""evaluation""]",0.200000,1.000000,0.200000,0.333333,"[{""gold"": ""evaluation folder"", ""pred"": ""evaluation"", ""score"": 0.5786687135696411}]",ACTIVE,NEGATED,limits,limits,YES,YES,status+entity_exact+entity_jaccard_lt_0.5
TB019,GridLens Battery Maintenance,"GridLens is a maintenance-routing tool for battery storage sites, focused on inverter faults, thermal alerts, state-of-charge anomalies, and technician dispatch.",DEFINE,DEFINE,"[""GridLens"", ""battery storage sites"", ""inverter faults"", ""thermal alerts"", ""state-of-charge anomalies"", ""technician dispatch""]","[""alert state-of-charge anomalie"", ""battery"", ""battery maintenance"", ""battery maintenance gridlen"", ""gridlen battery maintenance"", ""gridlen battery maintenance gridlen""]",0.333333,0.500000,0.500000,0.500000,"[{""gold"": ""GridLens"", ""pred"": ""gridlen battery maintenance gridlen"", ""score"": 0.5820503234863281}, {""gold"": ""battery storage sites"", ""pred"": ""battery maintenance"", ""score"": 0.5650836825370789}, {""gold"": ""state-of-charge anomalies"", ""pred"": ""alert state-of-charge anomalie"", ""score"": 0.5400280952453613}]",ACTIVE,DESCRIPTIVE,supports_retrieval,defines,YES,YES,status+relation+entity_exact+entity_jaccard_lt_0.5
TB020,GridLens Battery Maintenance,"The maintenance team receives telemetry summaries and engineer notes in separate systems, so repeated faults are often missed.",BACKGROUND,BACKGROUND,"[""maintenance team"", ""telemetry summaries"", ""engineer notes"", ""repeated faults""]","[""battery maintenance"", ""gridlen battery"", ""gridlen battery maintenance"", ""gridlen battery maintenance the"", ""maintenance team receive"", ""maintenance team receive telemetry""]",0.250000,0.333333,0.500000,0.400000,"[{""gold"": ""maintenance team"", ""pred"": ""maintenance team receive"", ""score"": 0.8495064377784729}, {""gold"": ""telemetry summaries"", ""pred"": ""maintenance team receive telemetry"", ""score"": 0.5846741795539856}]",DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,YES,MAYBE,answer+entity_exact+entity_jaccard_lt_0.5
TB021,GridLens Battery Maintenance,"Normalize every note into asset, symptom, severity, recurrence count, safety implication, and recommended intervention.",METHOD,BACKGROUND,"[""asset"", ""symptom"", ""severity"", ""recurrence count"", ""safety implication"", ""recommended intervention""]","[""battery maintenance normalize"", ""battery maintenance normalize every"", ""gridlen battery maintenance"", ""gridlen battery maintenance normalize"", ""maintenance normalize every"", ""maintenance normalize every note""]",0.000000,0.000000,0.000000,0.000000,[],ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,MAYBE,role+status+relation+answer+entity_exact+entity_jaccard_lt_0.5
TB022,GridLens Battery Maintenance,"If the alert is caused by a planned firmware test, route it as scheduled work rather than as an operational incident.",LIMITATION,NEXT_STEP,"[""alert"", ""planned firmware test"", ""scheduled work"", ""operational incident""]","[""battery maintenance"", ""firmware test route"", ""gridlen battery maintenance"", ""gridlen battery maintenance if"", ""planned firmware test"", ""planned firmware test route""]",0.111111,0.166667,0.250000,0.200000,"[{""gold"": ""planned firmware test"", ""pred"": ""planned firmware test"", ""score"": 1.0000001192092896}]",ACTIVE,ACTIVE,limits,proposes_next_test,YES,YES,role+relation+entity_exact+entity_jaccard_lt_0.5
TB023,GridLens Battery Maintenance,"In the dry run, the model correctly grouped inverter trips but confused balancing events with thermal warnings.",RESULT,RESULT,"[""dry run"", ""model"", ""inverter trips"", ""balancing events"", ""thermal warnings""]","[""but confused balancing"", ""but confused balancing event"", ""confused balancing event"", ""correctly grouped inverter"", ""gridlen battery maintenance"", ""gridlen battery maintenance in""]",0.222222,0.333333,0.400000,0.363636,"[{""gold"": ""balancing events"", ""pred"": ""confused balancing event"", ""score"": 0.8576476573944092}, {""gold"": ""inverter trips"", ""pred"": ""correctly grouped inverter"", ""score"": 0.5921250581741333}]",DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity_exact+entity_jaccard_lt_0.5
TB024,GridLens Battery Maintenance,Create a small blind set from new engineer notes before changing the production alert rules.,NEXT_STEP,LIMITATION,"[""blind set"", ""engineer notes"", ""production alert rules""]","[""battery maintenance"", ""battery maintenance create"", ""gridlen battery"", ""gridlen battery maintenance"", ""gridlen battery maintenance create"", ""maintenance create""]",0.000000,0.000000,0.000000,0.000000,[],ACTIVE,LIMITED,proposes_next_test,limits,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
TB025,TutorTrail Learning Routes,"TutorTrail converts free-text tutoring notes into learning routes such as concept gap, practice need, confidence issue, assessment target, and parent follow-up.",DEFINE,EXAMPLE,"[""TutorTrail"", ""tutoring notes"", ""learning routes"", ""concept gap"", ""practice need"", ""confidence issue"", ""assessment target"", ""parent follow-up""]","[""learning route tutortrail"", ""learning route tutortrail convert"", ""route tutortrail convert"", ""route tutortrail convert free-text"", ""tutortrail convert free-text"", ""tutortrail learning route tutortrail""]",0.272727,0.500000,0.375000,0.428571,"[{""gold"": ""TutorTrail"", ""pred"": ""tutortrail learning route tutortrail"", ""score"": 0.8022163510322571}, {""gold"": ""learning routes"", ""pred"": ""learning route tutortrail"", ""score"": 0.7636311054229736}, {""gold"": ""tutoring notes"", ""pred"": ""tutortrail convert free-text"", ""score"": 0.5216464996337891}]",ACTIVE,DESCRIPTIVE,supports_retrieval,gives_example,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
TB026,TutorTrail Learning Routes,"Tutors often describe ability, behaviour, and homework completion together, which makes the next lesson plan hard to automate.",BACKGROUND,DEFINE,"[""tutors"", ""ability"", ""behaviour"", ""homework completion"", ""lesson plan""]","[""learning route tutor"", ""learning route tutor often"", ""route tutor often"", ""route tutor often describe"", ""tutor often describe ability"", ""tutortrail learning route tutor""]",0.222222,0.333333,0.400000,0.363636,"[{""gold"": ""tutors"", ""pred"": ""learning route tutor often"", ""score"": 0.7519664764404297}, {""gold"": ""lesson plan"", ""pred"": ""learning route tutor"", ""score"": 0.5519417524337769}]",DESCRIPTIVE,DESCRIPTIVE,sets_context,defines,YES,YES,role+relation+entity_exact+entity_jaccard_lt_0.5
TB027,TutorTrail Learning Routes,"Extract the topic, misconception, evidence sentence, recommended exercise type, and whether the issue is conceptual or fluency-based.",METHOD,CLAIM,"[""topic"", ""misconception"", ""evidence sentence"", ""exercise type"", ""conceptual issue"", ""fluency-based issue""]","[""evidence sentence recommended"", ""evidence sentence recommended exercise"", ""learning route"", ""learning route extract"", ""tutortrail learning route"", ""tutortrail learning route extract""]",0.090909,0.166667,0.166667,0.166667,"[{""gold"": ""evidence sentence"", ""pred"": ""evidence sentence recommended"", ""score"": 0.85357666015625}]",ACTIVE,ACTIVE,supports_retrieval,asserts,YES,YES,role+relation+entity_exact+entity_jaccard_lt_0.5
TB028,TutorTrail Learning Routes,"A note saying the pupil can solve linear equations but freezes when the wording changes should route to transfer practice, not basic algebra.",EXAMPLE,BACKGROUND,"[""pupil"", ""linear equations"", ""wording"", ""transfer practice"", ""basic algebra""]","[""can solve linear"", ""can solve linear equation"", ""equation but freeze"", ""linear equation but"", ""tutortrail learning route"", ""tutortrail learning route a""]",0.100000,0.166667,0.200000,0.181818,"[{""gold"": ""linear equations"", ""pred"": ""can solve linear equation"", ""score"": 0.8729073405265808}]",DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,MAYBE,role+relation+answer+entity_exact+entity_jaccard_lt_0.5
TB029,TutorTrail Learning Routes,Do not infer a special educational need from a single frustration note unless the tutor explicitly recorded an assessed support plan.,LIMITATION,DEFINE,"[""special educational need"", ""frustration note"", ""tutor"", ""support plan""]","[""assessed support plan"", ""frustration note unles"", ""learning route"", ""learning route do"", ""tutortrail learning route"", ""tutortrail learning route do""]",0.428571,0.500000,0.750000,0.600000,"[{""gold"": ""frustration note"", ""pred"": ""frustration note unles"", ""score"": 0.8008463978767395}, {""gold"": ""support plan"", ""pred"": ""assessed support plan"", ""score"": 0.7878285646438599}, {""gold"": ""tutor"", ""pred"": ""tutortrail learning route"", ""score"": 0.772325873374939}]",ACTIVE,DESCRIPTIVE,limits,defines,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
TB030,TutorTrail Learning Routes,Add a reviewer column so senior tutors can adjudicate borderline cases before those labels enter the gold set.,NEXT_STEP,CLAIM,"[""reviewer column"", ""senior tutors"", ""borderline cases"", ""gold set""]","[""human review""]",0.000000,0.000000,0.000000,0.000000,[],ACTIVE,ACTIVE,proposes_next_test,recommends,YES,YES,role+relation+entity_exact+entity_jaccard_lt_0.5
TB031,FraudSieve Invoice Controls,"FraudSieve is an invoice-control router that separates vendor identity changes, bank-detail changes, duplicate invoice patterns, and approval bypasses.",DEFINE,DEFINE,"[""FraudSieve"", ""invoice-control router"", ""vendor identity changes"", ""bank-detail changes"", ""duplicate invoice patterns"", ""approval bypasses""]","[""controls""]",0.000000,0.000000,0.000000,0.000000,[],ACTIVE,DESCRIPTIVE,supports_retrieval,defines,YES,YES,status+relation+entity_exact+entity_jaccard_lt_0.5
TB032,FraudSieve Invoice Controls,"Finance reviewers currently mark many alerts as suspicious without explaining whether the risk comes from the vendor, the invoice, or the approver.",BACKGROUND,CLAIM,"[""finance reviewers"", ""alerts"", ""vendor"", ""invoice"", ""approver""]","[""controls"", ""human review""]",0.166667,0.500000,0.200000,0.285714,"[{""gold"": ""finance reviewers"", ""pred"": ""human review"", ""score"": 0.5064684152603149}]",DESCRIPTIVE,ACTIVE,sets_context,asserts,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
TB033,FraudSieve Invoice Controls,"The extraction should identify the payment risk, the evidence field, the control that failed, and the next approval gate.",METHOD,RESULT,"[""payment risk"", ""evidence field"", ""control"", ""approval gate""]","[""controls""]",0.250000,1.000000,0.250000,0.400000,"[{""gold"": ""control"", ""pred"": ""controls"", ""score"": 0.8312423229217529}]",ACTIVE,ACTIVE,supports_retrieval,asserts,YES,YES,role+relation+entity_exact+entity_jaccard_lt_0.5
TB034,FraudSieve Invoice Controls,"Replace the old duplicate check with a normalized comparison across invoice number, supplier name, gross amount, and purchase-order reference.",METHOD,LIMITATION,"[""duplicate check"", ""invoice number"", ""supplier name"", ""gross amount"", ""purchase-order reference""]","[""controls""]",0.000000,0.000000,0.000000,0.000000,[],ACTIVE,LIMITED,maps_to,limits,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
TB035,FraudSieve Invoice Controls,A sample of historic alerts showed high precision for exact duplicate invoices but weak recall for slightly altered supplier names.,RESULT,RESULT,"[""historic alerts"", ""precision"", ""duplicate invoices"", ""recall"", ""supplier names""]","[""controls""]",0.000000,0.000000,0.000000,0.000000,[],DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity_exact+entity_jaccard_lt_0.5
TB036,FraudSieve Invoice Controls,The tool should not block payment automatically; it should route the case to a named approver with the evidence attached.,LIMITATION,METHOD,"[""tool"", ""payment"", ""case"", ""approver"", ""evidence""]","[""controls""]",0.000000,0.000000,0.000000,0.000000,[],ACTIVE,DESCRIPTIVE,limits,gives_example,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
TB037,RiverWatch Flood Notes,"RiverWatch turns field notes about water levels, blocked culverts, pump status, and road closures into flood-response routes.",DEFINE,METHOD,"[""RiverWatch"", ""field notes"", ""water levels"", ""blocked culverts"", ""pump status"", ""road closures"", ""flood-response routes""]","[""flood note riverwatch"", ""flood note riverwatch turn"", ""note riverwatch turn"", ""note riverwatch turn field"", ""riverwatch flood note"", ""riverwatch flood note riverwatch""]",0.300000,0.500000,0.428571,0.461538,"[{""gold"": ""RiverWatch"", ""pred"": ""riverwatch flood note riverwatch"", ""score"": 0.8255000710487366}, {""gold"": ""field notes"", ""pred"": ""note riverwatch turn field"", ""score"": 0.5409220457077026}, {""gold"": ""flood-response routes"", ""pred"": ""riverwatch flood note"", ""score"": 0.5123395323753357}]",ACTIVE,ACTIVE,supports_retrieval,recommends,YES,YES,role+relation+entity_exact+entity_jaccard_lt_0.5
TB038,RiverWatch Flood Notes,"The duty officer receives photos, resident calls, and sensor messages, but only some of them imply a required field deployment.",BACKGROUND,LIMITATION,"[""duty officer"", ""photos"", ""resident calls"", ""sensor messages"", ""field deployment""]","[""but only some"", ""duty officer receive"", ""duty officer receive photo"", ""message but only"", ""riverwatch flood note"", ""riverwatch flood note the""]",0.100000,0.166667,0.200000,0.181818,"[{""gold"": ""duty officer"", ""pred"": ""duty officer receive"", ""score"": 0.859297513961792}]",DESCRIPTIVE,LIMITED,sets_context,limits,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
TB039,RiverWatch Flood Notes,"Classify each note by location, hazard type, confidence, immediate action, and whether another agency must be notified.",METHOD,DEFINE,"[""location"", ""hazard type"", ""confidence"", ""immediate action"", ""agency notification""]","[""classify each note"", ""flood note classify"", ""flood note classify each"", ""note classify each"", ""note classify each note"", ""riverwatch flood note classify""]",0.000000,0.000000,0.000000,0.000000,[],ACTIVE,DESCRIPTIVE,supports_retrieval,defines,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
TB040,RiverWatch Flood Notes,"If the note reports standing water inside a known test basin after a scheduled drill, suppress the public-road closure route.",LIMITATION,NEXT_STEP,"[""standing water"", ""test basin"", ""scheduled drill"", ""public-road closure route""]","[""flood note"", ""known test basin"", ""known test basin after"", ""note report standing"", ""riverwatch flood note"", ""riverwatch flood note if""]",0.111111,0.166667,0.250000,0.200000,"[{""gold"": ""test basin"", ""pred"": ""known test basin"", ""score"": 0.9205319285392761}]",ACTIVE,ACTIVE,limits,proposes_next_test,YES,YES,role+relation+entity_exact+entity_jaccard_lt_0.5
TB041,RiverWatch Flood Notes,"The trial found that blocked culvert reports were routed well, but bridge-depth notes needed a separate severity rule.",RESULT,RESULT,"[""trial"", ""blocked culvert reports"", ""bridge-depth notes"", ""severity rule""]","[""blocked culvert report were"", ""bridge-depth note needed"", ""but bridge-depth note"", ""but bridge-depth note needed"", ""riverwatch flood note"", ""riverwatch flood note the""]",0.250000,0.333333,0.500000,0.400000,"[{""gold"": ""blocked culvert reports"", ""pred"": ""blocked culvert report were"", ""score"": 0.9541211128234863}, {""gold"": ""bridge-depth notes"", ""pred"": ""bridge-depth note needed"", ""score"": 0.9340698719024658}]",DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity_exact+entity_jaccard_lt_0.5
TB042,RiverWatch Flood Notes,Add a blind review set from the next storm event and score false alarms separately from missed deployments.,NEXT_STEP,NEXT_STEP,"[""blind review set"", ""storm event"", ""false alarms"", ""missed deployments""]","[""evaluation""]",0.000000,0.000000,0.000000,0.000000,[],ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity_exact+entity_jaccard_lt_0.5
TB043,LawBrief Disclosure Tracker,"LawBrief Disclosure Tracker maps litigation notes into evidence request, privilege issue, disclosure deadline, client instruction, or counsel review.",DEFINE,EXAMPLE,"[""LawBrief Disclosure Tracker"", ""litigation notes"", ""evidence request"", ""privilege issue"", ""disclosure deadline"", ""client instruction"", ""counsel review""]","[""disclosure tracker"", ""disclosure tracker lawbrief"", ""disclosure tracker lawbrief disclosure"", ""lawbrief disclosure"", ""lawbrief disclosure tracker"", ""lawbrief disclosure tracker lawbrief disclosure tracker""]",0.300000,0.500000,0.428571,0.461538,"[{""gold"": ""LawBrief Disclosure Tracker"", ""pred"": ""lawbrief disclosure tracker"", ""score"": 1.0}, {""gold"": ""disclosure deadline"", ""pred"": ""disclosure tracker"", ""score"": 0.6468275785446167}, {""gold"": ""litigation notes"", ""pred"": ""lawbrief disclosure"", ""score"": 0.5036848783493042}]",ACTIVE,DESCRIPTIVE,supports_retrieval,gives_example,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
