segment_id,gold_role,pred_role,gold_coarse_5,pred_coarse_5,gold_coarse_4,pred_coarse_4,gold_coarse_3,pred_coarse_3,gold_entities,pred_entities,entity_jaccard,entity_exact,gold_operative_status,pred_operative_status,gold_relation,pred_relation,gold_answer_relevant,pred_answer_relevant,failure_pattern
TB020,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,"[""maintenance team"", ""telemetry summaries"", ""engineer notes"", ""repeated faults""]",,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,YES,MAYBE,entity+answer
TB021,METHOD,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,"[""asset"", ""symptom"", ""severity"", ""recurrence count"", ""safety implication"", ""recommended intervention""]",,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,MAYBE,role+entity+status+relation+answer
TB022,LIMITATION,NEXT_STEP,CAVEAT,ACTION,CAVEAT,ACTION,CAVEAT,SUBSTANTIVE,"[""alert"", ""planned firmware test"", ""scheduled work"", ""operational incident""]",,0.000000,NO,ACTIVE,ACTIVE,limits,proposes_next_test,YES,YES,role+entity+relation
TB023,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,"[""dry run"", ""model"", ""inverter trips"", ""balancing events"", ""thermal warnings""]",,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
TB024,NEXT_STEP,LIMITATION,ACTION,CAVEAT,ACTION,CAVEAT,SUBSTANTIVE,CAVEAT,"[""blind set"", ""engineer notes"", ""production alert rules""]",,0.000000,NO,ACTIVE,LIMITED,proposes_next_test,limits,YES,YES,role+entity+status+relation
TB025,DEFINE,EXAMPLE,ASSERTION,INSTANCE,CONTENT,ACTION,SUBSTANTIVE,SUBSTANTIVE,"[""TutorTrail"", ""tutoring notes"", ""learning routes"", ""concept gap"", ""practice need"", ""confidence issue"", ""assessment target"", ""parent follow-up""]",,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,gives_example,YES,YES,role+entity+status+relation
TB026,BACKGROUND,DEFINE,CONTEXT,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,"[""tutors"", ""ability"", ""behaviour"", ""homework completion"", ""lesson plan""]",,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,sets_context,defines,YES,YES,role+entity+relation
TB027,METHOD,CLAIM,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,"[""topic"", ""misconception"", ""evidence sentence"", ""exercise type"", ""conceptual issue"", ""fluency-based issue""]",,0.000000,NO,ACTIVE,ACTIVE,supports_retrieval,asserts,YES,YES,role+entity+relation
TB028,EXAMPLE,BACKGROUND,INSTANCE,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,"[""pupil"", ""linear equations"", ""wording"", ""transfer practice"", ""basic algebra""]",,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,MAYBE,role+entity+relation+answer
TB029,LIMITATION,DEFINE,CAVEAT,ASSERTION,CAVEAT,CONTENT,CAVEAT,SUBSTANTIVE,"[""special educational need"", ""frustration note"", ""tutor"", ""support plan""]",,0.000000,NO,ACTIVE,DESCRIPTIVE,limits,defines,YES,YES,role+entity+status+relation
TB030,NEXT_STEP,CLAIM,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,"[""reviewer column"", ""senior tutors"", ""borderline cases"", ""gold set""]",human review,0.000000,NO,ACTIVE,ACTIVE,proposes_next_test,recommends,YES,YES,role+entity+relation
TB031,DEFINE,DEFINE,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,"[""FraudSieve"", ""invoice-control router"", ""vendor identity changes"", ""bank-detail changes"", ""duplicate invoice patterns"", ""approval bypasses""]",controls,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,defines,YES,YES,entity+status+relation
TB032,BACKGROUND,CLAIM,CONTEXT,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,"[""finance reviewers"", ""alerts"", ""vendor"", ""invoice"", ""approver""]",controls; human review,0.000000,NO,DESCRIPTIVE,ACTIVE,sets_context,asserts,YES,YES,role+entity+status+relation
TB033,METHOD,RESULT,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,"[""payment risk"", ""evidence field"", ""control"", ""approval gate""]",controls,0.000000,NO,ACTIVE,ACTIVE,supports_retrieval,asserts,YES,YES,role+entity+relation
TB034,METHOD,LIMITATION,ACTION,CAVEAT,ACTION,CAVEAT,SUBSTANTIVE,CAVEAT,"[""duplicate check"", ""invoice number"", ""supplier name"", ""gross amount"", ""purchase-order reference""]",controls,0.000000,NO,ACTIVE,LIMITED,maps_to,limits,YES,YES,role+entity+status+relation
TB035,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,"[""historic alerts"", ""precision"", ""duplicate invoices"", ""recall"", ""supplier names""]",controls,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
TB036,LIMITATION,METHOD,CAVEAT,ACTION,CAVEAT,ACTION,CAVEAT,SUBSTANTIVE,"[""tool"", ""payment"", ""case"", ""approver"", ""evidence""]",controls,0.000000,NO,ACTIVE,DESCRIPTIVE,limits,gives_example,YES,YES,role+entity+status+relation
TB037,DEFINE,METHOD,ASSERTION,ACTION,CONTENT,ACTION,SUBSTANTIVE,SUBSTANTIVE,"[""RiverWatch"", ""field notes"", ""water levels"", ""blocked culverts"", ""pump status"", ""road closures"", ""flood-response routes""]",,0.000000,NO,ACTIVE,ACTIVE,supports_retrieval,recommends,YES,YES,role+entity+relation
TB038,BACKGROUND,LIMITATION,CONTEXT,CAVEAT,CONTEXT,CAVEAT,CONTEXT,CAVEAT,"[""duty officer"", ""photos"", ""resident calls"", ""sensor messages"", ""field deployment""]",,0.000000,NO,DESCRIPTIVE,LIMITED,sets_context,limits,YES,YES,role+entity+status+relation
TB039,METHOD,DEFINE,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,"[""location"", ""hazard type"", ""confidence"", ""immediate action"", ""agency notification""]",,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,defines,YES,YES,role+entity+status+relation
TB040,LIMITATION,NEXT_STEP,CAVEAT,ACTION,CAVEAT,ACTION,CAVEAT,SUBSTANTIVE,"[""standing water"", ""test basin"", ""scheduled drill"", ""public-road closure route""]",,0.000000,NO,ACTIVE,ACTIVE,limits,proposes_next_test,YES,YES,role+entity+relation
TB041,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,"[""trial"", ""blocked culvert reports"", ""bridge-depth notes"", ""severity rule""]",,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
TB042,NEXT_STEP,NEXT_STEP,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,"[""blind review set"", ""storm event"", ""false alarms"", ""missed deployments""]",evaluation,0.000000,NO,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity
TB043,DEFINE,EXAMPLE,ASSERTION,INSTANCE,CONTENT,ACTION,SUBSTANTIVE,SUBSTANTIVE,"[""LawBrief Disclosure Tracker"", ""litigation notes"", ""evidence request"", ""privilege issue"", ""disclosure deadline"", ""client instruction"", ""counsel review""]",,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,gives_example,YES,YES,role+entity+status+relation
TB044,BACKGROUND,EXAMPLE,CONTEXT,INSTANCE,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,"[""case handlers"", ""factual evidence"", ""legal advice"", ""deadline reminders""]",,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,sets_context,gives_example,YES,YES,role+entity+relation
TB045,METHOD,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,"[""extractor"", ""document type"", ""legal sensitivity"", ""deadline"", ""responsible person"", ""case route""]",,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,MAYBE,role+entity+status+relation+answer
TB046,LIMITATION,DEFINE,CAVEAT,ASSERTION,CAVEAT,CONTENT,CAVEAT,SUBSTANTIVE,"[""privilege"", ""confidentiality"", ""qualified reviewer""]",human review,0.000000,NO,ACTIVE,DESCRIPTIVE,limits,defines,YES,YES,role+entity+status+relation
TB047,EXAMPLE,CLAIM,INSTANCE,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,"[""client"", ""contract draft"", ""old laptop"", ""evidence collection"", ""privilege review""]",,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,gives_example,reports_usefulness,YES,YES,role+entity+relation
TB048,NEXT_STEP,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,"[""blind corpus"", ""case summaries"", ""gold examples"", ""training snippets""]",benchmark,0.000000,NO,ACTIVE,DESCRIPTIVE,proposes_next_test,sets_context,YES,MAYBE,role+entity+status+relation+answer
TB049,DEFINE,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,"[""RoboInspect"", ""factory inspection notes"", ""defect type"", ""machine owner"", ""safety class"", ""downtime risk"", ""repair priority""]",,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,MAYBE,role+entity+status+relation+answer
TB050,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,"[""operators"", ""shift change"", ""cosmetic defect"", ""safety-critical fault"", ""line""]",,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,YES,MAYBE,entity+answer
TB051,METHOD,DEFINE,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,"[""machine ID"", ""station"", ""observed symptom"", ""recurrence"", ""production stop""]",,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,defines,YES,YES,role+entity+status+relation
TB052,METHOD,NEXT_STEP,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,"[""calibration rule"", ""minor vibration notes"", ""escalating risk"", ""third occurrence"", ""seven days""]",,0.000000,NO,ACTIVE,ACTIVE,maps_to,proposes_next_test,YES,YES,role+entity+relation
TB053,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,"[""review"", ""route classifier"", ""downtime label"", ""spare part""]",,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
TB054,LIMITATION,BACKGROUND,CAVEAT,CONTEXT,CAVEAT,CONTEXT,CAVEAT,CONTEXT,"[""fault"", ""machine"", ""planned maintenance""]",,0.000000,NO,ACTIVE,DESCRIPTIVE,limits,sets_context,YES,MAYBE,role+entity+status+relation+answer
TB055,DEFINE,EXAMPLE,ASSERTION,INSTANCE,CONTENT,ACTION,SUBSTANTIVE,SUBSTANTIVE,"[""GreenLedger"", ""supplier notes"", ""carbon evidence"", ""labour-risk concern"", ""certification status"", ""data gap"", ""remediation action""]",,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,gives_example,YES,YES,role+entity+status+relation
TB056,BACKGROUND,RESULT,CONTEXT,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,"[""procurement teams"", ""supplier claim"", ""verified document""]",,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,sets_context,reports_usefulness,YES,YES,role+entity+relation
TB057,METHOD,CLAIM,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,"[""claim"", ""evidence source"", ""verification level"", ""due date"", ""audit"", ""supplier follow-up"", ""internal approval""]",,0.000000,NO,ACTIVE,ACTIVE,supports_retrieval,asserts,YES,YES,role+entity+relation
TB058,LIMITATION,CLAIM,CAVEAT,ASSERTION,CAVEAT,CONTENT,CAVEAT,SUBSTANTIVE,"[""marketing brochure"", ""certification"", ""standard"", ""certificate number""]",,0.000000,NO,ACTIVE,NEGATED,limits,asserts,YES,YES,role+entity+status+relation
TB059,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,"[""first pass"", ""data-gap detection"", ""supplier"", ""expired certificate""]",,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
TB060,NEXT_STEP,LIMITATION,ACTION,CAVEAT,ACTION,CAVEAT,SUBSTANTIVE,CAVEAT,"[""fresh blind batch"", ""suppliers"", ""pilot sectors"", ""production scoring threshold""]",evaluation,0.000000,NO,ACTIVE,LIMITED,proposes_next_test,limits,YES,YES,role+entity+status+relation
TB061,DEFINE,METHOD,ASSERTION,ACTION,CONTENT,ACTION,SUBSTANTIVE,SUBSTANTIVE,"[""EventMesh"", ""live-event incident notes"", ""crowd flow"", ""medical support"", ""access control"", ""technical fault"", ""steward deployment""]",controls,0.000000,NO,ACTIVE,ACTIVE,supports_retrieval,recommends,YES,YES,role+entity+relation
TB062,BACKGROUND,LIMITATION,CONTEXT,CAVEAT,CONTEXT,CAVEAT,CONTEXT,CAVEAT,"[""busy event"", ""radio messages"", ""issue"", ""action""]",,0.000000,NO,DESCRIPTIVE,LIMITED,sets_context,limits,YES,YES,role+entity+status+relation
TB063,METHOD,EXAMPLE,ACTION,INSTANCE,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,"[""zone"", ""incident type"", ""urgency"", ""current owner"", ""incident""]",,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,gives_example,YES,YES,role+entity+status+relation
TB064,EXAMPLE,BACKGROUND,INSTANCE,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,"[""Gate C"", ""scanner"", ""queue"", ""technical fault"", ""crowd-flow monitoring""]",,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,MAYBE,role+entity+relation+answer
TB065,LIMITATION,DEFINE,CAVEAT,ASSERTION,CAVEAT,CONTENT,CAVEAT,SUBSTANTIVE,"[""medical note"", ""medical keywords"", ""priority"", ""review""]",,0.000000,NO,ACTIVE,DESCRIPTIVE,limits,defines,YES,YES,role+entity+status+relation
TB066,NEXT_STEP,LIMITATION,ACTION,CAVEAT,ACTION,CAVEAT,SUBSTANTIVE,CAVEAT,"[""model"", ""blind set"", ""venue"", ""venue-specific language"", ""scores""]",evaluation,0.000000,NO,ACTIVE,NEGATED,proposes_next_test,limits,YES,YES,role+entity+status+relation
TB067,DEFINE,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,"[""HeritageVault"", ""museum catalogue notes"", ""provenance gap"", ""conservation risk"", ""digitisation need"", ""loan restriction"", ""research lead""]",,0.000000,NO,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,MAYBE,role+entity+status+relation+answer
TB068,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,"[""curators"", ""condition concern"", ""historical claim"", ""display recommendation""]",,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,YES,MAYBE,entity+answer
TB069,METHOD,METHOD,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,"[""object identifier"", ""material"", ""risk phrase"", ""evidence phrase"", ""workflow route"", ""specialist review""]",,0.000000,NO,ACTIVE,ACTIVE,supports_retrieval,recommends,YES,YES,entity+relation
TB070,LIMITATION,BACKGROUND,CAVEAT,CONTEXT,CAVEAT,CONTEXT,CAVEAT,CONTEXT,"[""item"", ""another piece"", ""provenance evidence""]",,0.000000,NO,ACTIVE,DESCRIPTIVE,limits,sets_context,YES,MAYBE,role+entity+status+relation+answer
TB071,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,"[""trial"", ""catalogue descriptions"", ""digitisation needs"", ""research lead"", ""provenance gap""]",,0.000000,NO,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
TB072,NEXT_STEP,NEXT_STEP,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,"[""evaluation"", ""catalogue notes"", ""predictions"", ""curator"", ""gold labels""]",evaluation; gold labels,0.000000,NO,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity
