segment_id,title,text,gold_role,pred_role,gold_entities,pred_entities,entity_jaccard,gold_operative_status,pred_operative_status,gold_relation,pred_relation,gold_answer_relevant,pred_answer_relevant,failure_pattern
FBV2_0027,Interlibrary Loan Queue,"At shift handover, scanner station and shipping label frame the queue that includes library interlibrary loan case 2-11. The note gives the coordinator enough scene detail to place later entries.",BACKGROUND,BACKGROUND,library interlibrary loan case 2-11; scanner station; shipping label,coordinator enough scene; coordinator enough scene detail; enough scene detail; handover scanner station; includes library interlibrary; includes library interlibrary loan; interlibrary loan case; interlibrary loan case 2-11,0.000000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,MAYBE,MAYBE,entity_exact+entity_jaccard_lt_0.5
FBV2_0028,Interlibrary Loan Queue,"Within the office, copyright page count is the working label for a case bundle containing journal issue record and library interlibrary loan case 2-12. It is narrower than the whole daily queue.",DEFINE,DEFINE,copyright page count; journal issue record; library interlibrary loan case 2-12,bundle containing journal; bundle containing journal issue; case bundle containing; case bundle containing journal; containing journal issue; containing journal issue record; copyright page count; interlibrary loan case,0.100000,DESCRIPTIVE,DESCRIPTIVE,defines,defines,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV2_0029,Interlibrary Loan Queue,The safer choice comes from reading patron pickup shelf beside renewal hold. Treating library interlibrary loan case 2-13 alone as decisive makes the handoff weaker.,CLAIM,CLAIM,library interlibrary loan case 2-13; patron pickup shelf; renewal hold,beside renewal hold; beside renewal hold Treating; hold Treating library; hold Treating library interlibrary; renewal hold Treating; renewal hold Treating library; Treating library interlibrary; Treating library interlibrary loan,0.000000,ACTIVE,ACTIVE,asserts,asserts,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV2_0030,Interlibrary Loan Queue,"Map shipping label to request slip, then send library interlibrary loan case 2-14 to the same queue. The case remains visible until the owner confirms receipt.",METHOD,METHOD,library interlibrary loan case 2-14; request slip; shipping label,case remains visible; case remains visible until; interlibrary loan case; interlibrary loan case 2-14; library interlibrary loan; library interlibrary loan case; loan case 2-14; Map shipping label,0.000000,ACTIVE,ACTIVE,maps_to,maps_to,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV2_0031,Interlibrary Loan Queue,"A file can look complete when journal issue record is present, yet lending library notice may still be missing. That gap keeps library interlibrary loan case 2-15 from being final.",LIMITATION,LIMITATION,journal issue record; lending library notice; library interlibrary loan case 2-15,can look complete; file can look; file can look complete; gap keeps library; gap keeps library interlibrary; interlibrary loan case; interlibrary loan case 2-15; journal issue record,0.100000,NEGATED,NEGATED,limits,limits,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV2_0032,Interlibrary Loan Queue,A later audit should separate cases with renewal hold from cases with only scanner station. The comparison would show whether library interlibrary loan case 2-16 adds routing value.,NEXT_STEP,NEXT_STEP,library interlibrary loan case 2-16; renewal hold; scanner station,2-16 adds routing; 2-16 adds routing value; adds routing value; case 2-16 adds; case 2-16 adds routing; cases; comparison would show; comparison would show whether,0.000000,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV2_0033,Emergency Shelter Intake,A coordinator can trust intake form more when transport voucher matches the same timeline. That pairing keeps emergency shelter intake case 3-01 from becoming the sole signal.,CLAIM,CLAIM,emergency shelter intake case 3-01; intake form; transport voucher,can trust intake; can trust intake form; coordinator can trust; coordinator can trust intake; emergency shelter intake; emergency shelter intake case; intake case 3-01; intake form more,0.000000,ACTIVE,ACTIVE,asserts,asserts,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV2_0034,Emergency Shelter Intake,The office log pairs family room list with bed turnover sheet because emergency shelter intake case 3-02 often changes during the day. This record sets the working scene for the later decision.,BACKGROUND,BACKGROUND,bed turnover sheet; emergency shelter intake case 3-02; family room list,3-02 often changes; 3-02 often changes during; because emergency shelter; because emergency shelter intake; bed turnover sheet; day This record; day This record sets; This record sets,0.100000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,MAYBE,MAYBE,entity_exact+entity_jaccard_lt_0.5
FBV2_0035,Emergency Shelter Intake,"Map pet accommodation note to caseworker callback, then send emergency shelter intake case 3-03 to the same queue. The case remains visible until the owner confirms receipt.",METHOD,METHOD,caseworker callback; emergency shelter intake case 3-03; pet accommodation note,case remains visible; case remains visible until; emergency shelter intake; emergency shelter intake case; intake case 3-03; Map pet; Map pet accommodation; Map pet accommodation note,0.000000,ACTIVE,ACTIVE,recommends,recommends,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV2_0036,Emergency Shelter Intake,The desk can sample twenty files where transport voucher and meal token drawer disagree. Reviewers would inspect whether emergency shelter intake case 3-04 helps choose the final lane.,NEXT_STEP,NEXT_STEP,emergency shelter intake case 3-04; meal token drawer; transport voucher,3-04 helps choose; disagree Reviewers would; disagree Reviewers would inspect; drawer disagree Reviewers; drawer disagree Reviewers would; Reviewers would inspect; Reviewers would inspect whether; token drawer disagree Reviewers,0.000000,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV2_0037,Emergency Shelter Intake,A later audit should separate cases with bed turnover sheet from cases with only quiet room request. The comparison would show whether emergency shelter intake case 3-05 adds routing value.,NEXT_STEP,NEXT_STEP,bed turnover sheet; emergency shelter intake case 3-05; quiet room request,3-05 adds routing; 3-05 adds routing value; adds routing value; bed turnover sheet; case 3-05 adds; case 3-05 adds routing; cases; comparison would show,0.100000,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV2_0038,Emergency Shelter Intake,Reviewers counted more timely handoffs when caseworker callback was checked before intake form. The audit trail pointed back to emergency shelter intake case 3-06 on the disputed cases.,RESULT,RESULT,caseworker callback; emergency shelter intake case 3-06; intake form,audit trail pointed; audit trail pointed back; callback was checked; caseworker callback was; caseworker callback was checked; counted more timely; Reviewers counted more; Reviewers counted more timely,0.000000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV2_0040,Emergency Shelter Intake,quiet room request is the table entry that carries pet accommodation note and emergency shelter intake case 3-08 together. The coordinator treats the entry as one unit during handoff.,DEFINE,DEFINE,emergency shelter intake case 3-08; pet accommodation note; quiet room request,carries pet accommodation; carries pet accommodation note; case 3-08 together; emergency shelter intake; emergency shelter intake case; intake case 3-08; intake case 3-08 together; one unit during,0.000000,DESCRIPTIVE,DESCRIPTIVE,defines,defines,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV2_0041,Emergency Shelter Intake,A routine case shows intake form on the morning list and transport voucher in the afternoon packet. emergency shelter intake case 3-09 then explains why the owner changed the lane.,EXAMPLE,EXAMPLE,emergency shelter intake case 3-09; intake form; transport voucher,afternoon packet emergency; afternoon packet emergency shelter; case shows intake; case shows intake form; emergency shelter intake; emergency shelter intake case; intake case 3-09; packet emergency shelter,0.000000,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV2_0043,Emergency Shelter Intake,"One Tuesday file carries pet accommodation note, caseworker callback, and a late note about emergency shelter intake case 3-11. The desk uses that mix to show how a small mismatch changes routing.",EXAMPLE,EXAMPLE,caseworker callback; emergency shelter intake case 3-11; pet accommodation note,caseworker callback; emergency shelter intake case 3-11; late note; pet accommodation note; Tuesday file,0.600000,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity_exact
FBV2_0044,Emergency Shelter Intake,"A file can look complete when transport voucher is present, yet meal token drawer may still be missing. That gap keeps emergency shelter intake case 3-12 from being final.",LIMITATION,LIMITATION,emergency shelter intake case 3-12; meal token drawer; transport voucher,can look complete; drawer may still; emergency shelter intake; emergency shelter intake case; file can look; file can look complete; gap keeps emergency; gap keeps emergency shelter,0.000000,LIMITED,LIMITED,warns_about,warns_about,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV2_0045,Emergency Shelter Intake,A sample of closed files showed bed turnover sheet missing from several late cases. The same sample had quiet room request and emergency shelter intake case 3-13 in the files that moved cleanly.,RESULT,RESULT,bed turnover sheet; emergency shelter intake case 3-13; quiet room request,bed turnover sheet; bed turnover sheet missing; closed files showed; closed files showed bed; emergency shelter intake; emergency shelter intake case; files showed bed; files showed bed turnover,0.100000,DESCRIPTIVE,DESCRIPTIVE,supports_retrieval,supports_retrieval,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV2_0046,Emergency Shelter Intake,"Before the coordinator touches the queue, caseworker callback and intake form are checked against emergency shelter intake case 3-14. The detail marks the operational setting for the case.",BACKGROUND,BACKGROUND,caseworker callback; emergency shelter intake case 3-14; intake form,against emergency shelter; against emergency shelter intake; checked against emergency; checked against emergency shelter; emergency shelter intake; emergency shelter intake case; intake case 3-14; queue caseworker callback,0.000000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,MAYBE,MAYBE,entity_exact+entity_jaccard_lt_0.5
FBV2_0047,Emergency Shelter Intake,Match meal token drawer to family room list before assigning emergency shelter intake case 3-15. The queue owner signs the file after the two entries line up.,METHOD,METHOD,emergency shelter intake case 3-15; family room list; meal token drawer,emergency shelter intake case; family room list; match meal token drawer; queue owner,0.166667,ACTIVE,ACTIVE,recommends,recommends,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV2_0048,Emergency Shelter Intake,quiet room request is the table entry that carries pet accommodation note and emergency shelter intake case 3-16 together. The coordinator treats the entry as one unit during handoff.,DEFINE,DEFINE,emergency shelter intake case 3-16; pet accommodation note; quiet room request,carries pet accommodation; carries pet accommodation note; case 3-16 together; emergency shelter intake; emergency shelter intake case; intake case 3-16; intake case 3-16 together; one unit during,0.000000,DESCRIPTIVE,DESCRIPTIVE,defines,defines,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV2_0049,Veterinary Surgery Roster,A sample handoff begins with anesthesia chart in place and surgeon availability board missing from the packet. veterinary surgery roster case 4-01 gives the reviewer the reason for keeping the file open.,EXAMPLE,EXAMPLE,anesthesia chart; surgeon availability board; veterinary surgery roster case 4-01,availability board missing; case 4-01 gives; packet veterinary surgery; packet veterinary surgery roster; roster case 4-01; roster case 4-01 gives; sample handoff begins; surgeon availability board,0.100000,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV2_0050,Veterinary Surgery Roster,kennel card does not settle the case when fasting confirmation points to a different queue. Staff keep veterinary surgery roster case 4-02 open until a person resolves the conflict.,LIMITATION,LIMITATION,fasting confirmation; kennel card; veterinary surgery roster case 4-02,4-02 open until; case 4-02 open; different queue Staff; different queue Staff keep; queue Staff keep; queue Staff keep veterinary; Staff keep veterinary; Staff keep veterinary surgery,0.000000,LIMITED,LIMITED,warns_about,warns_about,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV2_0051,Veterinary Surgery Roster,A desk sample showed sterile pack cart reducing search time when recovery bay was also attached. veterinary surgery roster case 4-03 was the field most often opened during review.,RESULT,RESULT,recovery bay; sterile pack cart; veterinary surgery roster case 4-03,also attached veterinary; also attached veterinary surgery; attached veterinary surgery; attached veterinary surgery roster; bay was also; bay was also attached; cart reducing search; cart reducing search time,0.000000,DESCRIPTIVE,DESCRIPTIVE,supports_retrieval,supports_retrieval,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV2_0052,Veterinary Surgery Roster,The safer choice comes from reading surgeon availability board beside lab panel printout. Treating veterinary surgery roster case 4-04 alone as decisive makes the handoff weaker.,CLAIM,CLAIM,lab panel printout; surgeon availability board; veterinary surgery roster case 4-04,availability board beside; lab panel printout Treating; panel printout Treating; panel printout Treating veterinary; printout Treating veterinary; printout Treating veterinary surgery; Treating veterinary surgery; Treating veterinary surgery roster,0.000000,NEGATED,NEGATED,asserts,asserts,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV2_0053,Veterinary Surgery Roster,"A clerk opens the folder with fasting confirmation, client consent form, and veterinary surgery roster case 4-05 on the same page. The entries orient the reader before any claim about priority appears.",BACKGROUND,BACKGROUND,client consent form; fasting confirmation; veterinary surgery roster case 4-05,about priority appears; any claim about; any claim about priority; claim about priority; claim about priority appears; client consent form; confirmation client consent; confirmation client consent form,0.100000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,MAYBE,MAYBE,entity_exact+entity_jaccard_lt_0.5
FBV2_0054,Veterinary Surgery Roster,"Group recovery bay with cases that share anesthesia chart, then attach veterinary surgery roster case 4-06 before closure. The clerk records who accepted the handoff.",METHOD,METHOD,anesthesia chart; recovery bay; veterinary surgery roster case 4-06,anesthesia chart; closure; recovery bay; veterinary surgery roster,0.400000,ACTIVE,ACTIVE,recommends,recommends,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV2_0055,Veterinary Surgery Roster,"The office can hold out files containing lab panel printout, then compare them with cases built around kennel card. That review would test whether veterinary surgery roster case 4-07 moves earlier.",NEXT_STEP,NEXT_STEP,kennel card; lab panel printout; veterinary surgery roster case 4-07,4-07 moves earlier; around kennel card; built around kennel; built around kennel card; can hold out; can hold out files; case 4-07 moves; case 4-07 moves earlier,0.000000,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV2_0056,Veterinary Surgery Roster,"One closed case includes client consent form and sterile pack cart, but the desk later reopens it after reading veterinary surgery roster case 4-08. The file shows how a small detail changes the lane.",EXAMPLE,EXAMPLE,client consent form; sterile pack cart; veterinary surgery roster case 4-08,after reading veterinary; after reading veterinary surgery; case includes client; case includes client consent; client consent form; closed case includes; One closed case; One closed case includes,0.100000,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV2_0057,Veterinary Surgery Roster,The trial desk saw fewer repeated calls after anesthesia chart was paired with surgeon availability board. Staff later pulled veterinary surgery roster case 4-09 when checking why the change helped.,RESULT,RESULT,anesthesia chart; surgeon availability board; veterinary surgery roster case 4-09,after anesthesia chart; availability board Staff; availability board Staff later; board Staff later; board Staff later pulled; Staff later pulled; Staff later pulled veterinary; surgeon availability board Staff,0.000000,DESCRIPTIVE,DESCRIPTIVE,supports_retrieval,supports_retrieval,YES,YES,entity_exact+entity_jaccard_lt_0.5
