task_id,family,size_class,route_decidable,route_answerable,route_checkable,full_expansion_feasible,ground_truth,claimed_answer,raw_correct,route_answer,route_correct,verdict,caught_wrong,false_rejection,catchable,blind_spot,route_seconds,full_expansion_checked,full_expansion_answer,full_expansion_seconds
harb_00025,mod_m,small,True,True,True,True,0,0,True,0,True,NOT_RULED_OUT,False,False,False,False,2.400018274784088e-06,True,0,1.4998950064182281e-06
harb_00026,last_k_digits,small,True,True,True,True,0,0,True,0,True,NOT_RULED_OUT,False,False,False,False,5.200039595365524e-06,True,0,1.600012183189392e-06
harb_00027,divisibility,small,True,True,True,True,False,True,False,False,True,RULED_OUT_WRONG,True,False,True,False,6.00004568696022e-06,True,False,5.200039595365524e-06
harb_00028,impossibility,small,False,False,True,True,True,True,True,,False,NOT_RULED_OUT,False,False,False,False,2.00001522898674e-07,True,True,3.0999071896076202e-06
harb_00029,linear_recurrence_residue,small,True,True,True,False,1,8,False,1,True,NOT_RULED_OUT,False,False,False,True,4.939991049468517e-05,False,,0.0
harb_00030,fibonacci_state,small,True,True,True,True,0,9,False,0,True,NOT_RULED_OUT,False,False,False,True,1.810002140700817e-05,False,,3.899913281202316e-06
harb_00031,pascal_row_entry,small,False,False,False,True,0,0,True,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,1.9976869225502014e-07,False,,0.0
harb_00032,digital_root,large,True,True,True,True,1,10,False,1,True,NOT_RULED_OUT,False,False,False,True,3.0999071896076202e-06,True,1,7.209996692836285e-05
harb_00033,mod_m,large,True,True,True,True,73,73,True,73,True,NOT_RULED_OUT,False,False,False,False,1.550000160932541e-05,True,73,9.00006853044033e-06
harb_00034,last_k_digits,large,True,True,True,True,0,0,True,0,True,NOT_RULED_OUT,False,False,False,False,1.5300000086426735e-05,True,0,1.1200085282325745e-05
harb_00035,divisibility,large,True,True,True,True,False,False,True,False,True,NOT_RULED_OUT,False,False,False,False,3.200024366378784e-06,True,False,1.7799902707338333e-05
harb_00036,impossibility,large,False,False,True,True,True,False,False,,False,RULED_OUT_WRONG,True,False,True,False,2.00001522898674e-07,True,True,0.00014529982581734657
harb_00037,linear_recurrence_residue,large,True,True,True,False,10,10,True,10,True,NOT_RULED_OUT,False,False,False,False,4.610000178217888e-05,False,,0.0
harb_00038,fibonacci_state,large,True,True,True,False,8,8,True,8,True,NOT_RULED_OUT,False,False,False,False,1.009996049106121e-05,False,,0.0
harb_00039,pascal_row_entry,large,False,False,False,False,0,9,False,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00040,digital_root,huge,True,True,True,False,1,1,True,1,True,NOT_RULED_OUT,False,False,False,False,3.600027412176132e-06,False,,0.0
harb_00041,mod_m,huge,True,True,True,False,0,0,True,0,True,NOT_RULED_OUT,False,False,False,False,2.499902620911598e-06,False,,0.0
harb_00042,last_k_digits,huge,True,True,True,False,0,10000,False,0,True,NOT_RULED_OUT,False,False,False,True,2.00001522898674e-06,False,,0.0
harb_00043,divisibility,huge,True,True,True,False,False,True,False,False,True,RULED_OUT_WRONG,True,False,True,False,0.00024119997397065163,False,,0.0
harb_00044,impossibility,huge,False,False,True,False,True,True,True,,False,NOT_RULED_OUT,False,False,False,False,4.998873919248581e-07,False,,0.0
harb_00045,linear_recurrence_residue,huge,True,True,True,False,25,62,False,25,True,NOT_RULED_OUT,False,False,False,True,0.0008221999742090702,False,,0.0
harb_00046,fibonacci_state,huge,True,True,True,False,8,45,False,8,True,NOT_RULED_OUT,False,False,False,True,5.67000824958086e-05,False,,0.0
harb_00047,pascal_row_entry,huge,False,False,False,False,0,9,False,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.998858690261841e-07,False,,0.0
harb_00048,digital_root,small,True,True,True,True,9,18,False,9,True,NOT_RULED_OUT,False,False,False,True,5.299923941493034e-06,True,9,4.00003045797348e-06
harb_00049,mod_m,small,True,True,True,True,7,7,True,7,True,NOT_RULED_OUT,False,False,False,False,7.300172001123428e-06,True,7,1.600012183189392e-06
harb_00050,last_k_digits,small,True,True,True,True,641,1641,False,641,True,NOT_RULED_OUT,False,False,False,True,3.100140020251274e-06,True,641,1.6998965293169022e-06
harb_00051,divisibility,small,True,True,True,True,True,True,True,True,True,NOT_RULED_OUT,False,False,False,False,2.600019797682762e-06,True,True,3.00002284348011e-06
harb_00052,impossibility,small,False,False,True,True,False,False,True,,False,NOT_RULED_OUT,False,False,False,False,2.00001522898674e-07,True,False,7.2999391704797745e-06
harb_00053,linear_recurrence_residue,small,True,True,True,False,6,13,False,6,True,NOT_RULED_OUT,False,False,False,True,8.080014958977699e-05,False,,0.0
harb_00054,fibonacci_state,small,True,True,True,True,23,23,True,23,True,NOT_RULED_OUT,False,False,False,False,3.3499905839562416e-05,False,,4.300149157643318e-06
harb_00055,pascal_row_entry,small,False,False,False,True,2,2,True,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00056,digital_root,large,True,True,True,True,9,9,True,9,True,NOT_RULED_OUT,False,False,False,False,3.6999117583036423e-06,True,9,6.880005821585655e-05
harb_00057,mod_m,large,True,True,True,True,8,21,False,8,True,NOT_RULED_OUT,False,False,False,True,1.109996810555458e-05,True,8,1.7799902707338333e-05
harb_00058,last_k_digits,large,True,True,True,True,9785,19785,False,9785,True,NOT_RULED_OUT,False,False,False,True,1.7700018361210823e-05,True,9785,9.499955922365189e-06
harb_00059,divisibility,large,True,True,True,True,True,False,False,True,True,RULED_OUT_WRONG,True,False,True,False,3.729993477463722e-05,True,True,1.200009137392044e-05
harb_00060,impossibility,large,False,False,True,True,True,False,False,,False,RULED_OUT_WRONG,True,False,True,False,2.00001522898674e-07,True,True,6.589991971850395e-05
harb_00061,linear_recurrence_residue,large,True,True,True,False,26,26,True,26,True,NOT_RULED_OUT,False,False,False,False,0.00028440007008612156,False,,0.0
harb_00062,fibonacci_state,large,True,True,True,False,8,17,False,8,True,NOT_RULED_OUT,False,False,False,True,1.8399907276034355e-05,False,,0.0
harb_00063,pascal_row_entry,large,False,False,False,False,0,9,False,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00064,digital_root,huge,True,True,True,False,9,18,False,9,True,NOT_RULED_OUT,False,False,False,True,3.700144588947296e-06,False,,0.0
harb_00065,mod_m,huge,True,True,True,False,2,2,True,2,True,NOT_RULED_OUT,False,False,False,False,3.3997930586338043e-06,False,,0.0
harb_00066,last_k_digits,huge,True,True,True,False,0,100,False,0,True,NOT_RULED_OUT,False,False,False,True,2.300133928656578e-06,False,,0.0
harb_00067,divisibility,huge,True,True,True,False,False,True,False,False,True,RULED_OUT_WRONG,True,False,True,False,1.090019941329956e-05,False,,0.0
harb_00068,impossibility,huge,False,False,True,False,True,True,True,,False,NOT_RULED_OUT,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00069,linear_recurrence_residue,huge,True,True,True,False,10,21,False,10,True,NOT_RULED_OUT,False,False,False,True,4.569999873638153e-05,False,,0.0
harb_00070,fibonacci_state,huge,True,True,True,False,36,36,True,36,True,NOT_RULED_OUT,False,False,False,False,5.3800176829099655e-05,False,,0.0
harb_00071,pascal_row_entry,huge,False,False,False,False,0,9,False,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,4.00003045797348e-07,False,,0.0
harb_00072,digital_root,small,True,True,True,True,1,10,False,1,True,NOT_RULED_OUT,False,False,False,True,3.0999071896076202e-06,True,1,2.09989957511425e-06
harb_00073,mod_m,small,True,True,True,True,19,120,False,19,True,NOT_RULED_OUT,False,False,False,True,4.600035026669502e-06,True,19,2.100132405757904e-06
harb_00074,last_k_digits,small,True,True,True,True,4050,14050,False,4050,True,NOT_RULED_OUT,False,False,False,True,4.300149157643318e-06,True,4050,1.4998950064182281e-06
harb_00075,divisibility,small,True,True,True,True,False,False,True,False,True,NOT_RULED_OUT,False,False,False,False,3.00002284348011e-06,True,False,1.8998980522155762e-06
harb_00076,impossibility,small,False,False,True,True,True,True,True,,False,NOT_RULED_OUT,False,False,False,False,3.0011869966983795e-07,True,True,2.299901098012924e-06
harb_00077,linear_recurrence_residue,small,True,True,True,False,97,198,False,97,True,NOT_RULED_OUT,False,False,False,True,0.00017349980771541595,False,,0.0
harb_00078,fibonacci_state,small,True,True,True,True,21,21,True,21,True,NOT_RULED_OUT,False,False,False,False,3.220001235604286e-05,False,,4.400033503770828e-06
harb_00079,pascal_row_entry,small,False,False,False,True,1,1,True,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00080,digital_root,large,True,True,True,True,1,1,True,1,True,NOT_RULED_OUT,False,False,False,False,3.200024366378784e-06,True,1,4.619988612830639e-05
harb_00081,mod_m,large,True,True,True,True,0,0,True,0,True,NOT_RULED_OUT,False,False,False,False,2.299901098012924e-06,True,0,0.00010899989865720272
harb_00082,last_k_digits,large,True,True,True,True,37505,37505,True,37505,True,NOT_RULED_OUT,False,False,False,False,9.599840268492699e-06,True,37505,1.5999889001250267e-05
harb_00083,divisibility,large,True,True,True,True,False,True,False,False,True,RULED_OUT_WRONG,True,False,True,False,1.6700010746717453e-05,True,False,9.800074622035027e-06
harb_00084,impossibility,large,False,False,True,True,True,True,True,,False,NOT_RULED_OUT,False,False,False,False,2.00001522898674e-07,True,True,1.910002902150154e-05
harb_00085,linear_recurrence_residue,large,True,True,True,False,14,14,True,14,True,NOT_RULED_OUT,False,False,False,False,0.0004540998488664627,False,,0.0
harb_00086,fibonacci_state,large,True,True,True,False,1,1,True,1,True,NOT_RULED_OUT,False,False,False,False,1.0499963536858559e-05,False,,0.0
harb_00087,pascal_row_entry,large,False,False,False,False,0,9,False,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.998858690261841e-07,False,,0.0
harb_00088,digital_root,huge,True,True,True,False,9,9,True,9,True,NOT_RULED_OUT,False,False,False,False,3.4999102354049683e-06,False,,0.0
harb_00089,mod_m,huge,True,True,True,False,0,0,True,0,True,NOT_RULED_OUT,False,False,False,False,7.349997758865356e-05,False,,0.0
harb_00090,last_k_digits,huge,True,True,True,False,0,10000,False,0,True,NOT_RULED_OUT,False,False,False,True,2.600019797682762e-06,False,,0.0
harb_00091,divisibility,huge,True,True,True,False,True,False,False,True,True,RULED_OUT_WRONG,True,False,True,False,2.800021320581436e-06,False,,0.0
harb_00092,impossibility,huge,False,False,True,False,True,False,False,,False,RULED_OUT_WRONG,True,False,True,False,2.00001522898674e-07,False,,0.0
harb_00093,linear_recurrence_residue,huge,True,True,True,False,34,71,False,34,True,NOT_RULED_OUT,False,False,False,True,0.0002788999117910862,False,,0.0
harb_00094,fibonacci_state,huge,True,True,True,False,19,19,True,19,True,NOT_RULED_OUT,False,False,False,False,5.3999945521354675e-05,False,,0.0
harb_00095,pascal_row_entry,huge,False,False,False,False,0,0,True,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00096,digital_root,small,True,True,True,True,1,1,True,1,True,NOT_RULED_OUT,False,False,False,False,3.100140020251274e-06,True,1,1.800013706088066e-06
harb_00097,mod_m,small,True,True,True,True,2,13,False,2,True,NOT_RULED_OUT,False,False,False,True,5.899928510189056e-06,True,2,4.600035026669502e-06
harb_00098,last_k_digits,small,True,True,True,True,32327,132327,False,32327,True,NOT_RULED_OUT,False,False,False,True,4.600035026669502e-06,True,32327,1.800013706088066e-06
harb_00099,divisibility,small,True,True,True,True,False,False,True,False,True,NOT_RULED_OUT,False,False,False,False,4.200031980872154e-06,True,False,1.700129359960556e-06
harb_00100,impossibility,small,False,False,True,True,True,True,True,,False,NOT_RULED_OUT,False,False,False,False,1.0011717677116394e-07,True,True,2.600019797682762e-06
harb_00101,linear_recurrence_residue,small,True,True,True,False,6,6,True,6,True,NOT_RULED_OUT,False,False,False,False,5.5999960750341415e-05,False,,0.0
harb_00102,fibonacci_state,small,True,True,True,True,1,1,True,1,True,NOT_RULED_OUT,False,False,False,False,9.899958968162537e-06,False,,4.300149157643318e-06
harb_00103,pascal_row_entry,small,False,False,False,True,0,0,True,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00104,digital_root,large,True,True,True,True,7,16,False,7,True,NOT_RULED_OUT,False,False,False,True,3.400025889277458e-06,True,7,0.00013120006769895554
harb_00105,mod_m,large,True,True,True,True,29,29,True,29,True,NOT_RULED_OUT,False,False,False,False,6.800051778554916e-06,True,29,5.010003224015236e-05
harb_00106,last_k_digits,large,True,True,True,True,0,0,True,0,True,NOT_RULED_OUT,False,False,False,False,2.8300099074840546e-05,True,0,0.00016469997353851795
harb_00107,divisibility,large,True,True,True,True,False,False,True,False,True,NOT_RULED_OUT,False,False,False,False,3.1899893656373024e-05,True,False,1.950003206729889e-05
harb_00108,impossibility,large,False,False,True,True,True,True,True,,False,NOT_RULED_OUT,False,False,False,False,2.00001522898674e-07,True,True,1.750001683831215e-05
harb_00109,linear_recurrence_residue,large,True,True,True,False,16,117,False,16,True,NOT_RULED_OUT,False,False,False,True,0.00027929991483688354,False,,0.0
harb_00110,fibonacci_state,large,True,True,True,False,8,17,False,8,True,NOT_RULED_OUT,False,False,False,True,3.8400059565901756e-05,False,,0.0
harb_00111,pascal_row_entry,large,False,False,False,False,0,9,False,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,5.00120222568512e-07,False,,0.0
harb_00112,digital_root,huge,True,True,True,False,9,18,False,9,True,NOT_RULED_OUT,False,False,False,True,6.600050255656242e-06,False,,0.0
harb_00113,mod_m,huge,True,True,True,False,781,1790,False,781,True,NOT_RULED_OUT,False,False,False,True,0.0002117000985890627,False,,0.0
harb_00114,last_k_digits,huge,True,True,True,False,0,100000,False,0,True,NOT_RULED_OUT,False,False,False,True,0.002253300044685602,False,,0.0
harb_00115,divisibility,huge,True,True,True,False,False,False,True,False,True,NOT_RULED_OUT,False,False,False,False,5.09992241859436e-06,False,,0.0
harb_00116,impossibility,huge,False,False,True,False,True,False,False,,False,RULED_OUT_WRONG,True,False,True,False,2.00001522898674e-07,False,,0.0
harb_00117,linear_recurrence_residue,huge,True,True,True,False,56,157,False,56,True,NOT_RULED_OUT,False,False,False,True,0.00016289995983242989,False,,0.0
harb_00118,fibonacci_state,huge,True,True,True,False,10,21,False,10,True,NOT_RULED_OUT,False,False,False,True,1.0800082236528397e-05,False,,0.0
harb_00119,pascal_row_entry,huge,False,False,False,False,0,9,False,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00120,digital_root,small,True,True,True,True,9,9,True,9,True,NOT_RULED_OUT,False,False,False,False,3.0999071896076202e-06,True,9,8.200062438845634e-06
harb_00121,mod_m,small,True,True,True,True,0,0,True,0,True,NOT_RULED_OUT,False,False,False,False,2.400018274784088e-06,True,0,1.90013088285923e-06
harb_00122,last_k_digits,small,True,True,True,True,39,39,True,39,True,NOT_RULED_OUT,False,False,False,False,6.4999330788850784e-06,True,39,4.800036549568176e-06
harb_00123,divisibility,small,True,True,True,True,False,True,False,False,True,RULED_OUT_WRONG,True,False,True,False,4.899920895695686e-06,True,False,2.00001522898674e-06
harb_00124,impossibility,small,False,False,True,True,False,False,True,,False,NOT_RULED_OUT,False,False,False,False,2.00001522898674e-07,True,False,2.200016751885414e-06
harb_00125,linear_recurrence_residue,small,True,True,True,False,8,8,True,8,True,NOT_RULED_OUT,False,False,False,False,0.0002818999346345663,False,,0.0
harb_00126,fibonacci_state,small,True,True,True,True,4,4,True,4,True,NOT_RULED_OUT,False,False,False,False,2.510007470846176e-05,False,,6.400048732757568e-06
harb_00127,pascal_row_entry,small,False,False,False,True,1,1,True,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.998858690261841e-07,False,,0.0
harb_00128,digital_root,large,True,True,True,True,9,9,True,9,True,NOT_RULED_OUT,False,False,False,False,4.400033503770828e-06,True,9,9.520002640783787e-05
harb_00129,mod_m,large,True,True,True,True,0,0,True,0,True,NOT_RULED_OUT,False,False,False,False,3.1299889087677e-05,True,0,1.7700018361210823e-05
harb_00130,last_k_digits,large,True,True,True,True,401,401,True,401,True,NOT_RULED_OUT,False,False,False,False,4.699919372797012e-06,True,401,4.91999089717865e-05
harb_00131,divisibility,large,True,True,True,True,True,True,True,True,True,NOT_RULED_OUT,False,False,False,False,4.00003045797348e-06,True,True,0.00010540010407567024
harb_00132,impossibility,large,False,False,True,True,True,True,True,,False,NOT_RULED_OUT,False,False,False,False,2.00001522898674e-07,True,True,2.0999927073717117e-05
harb_00133,linear_recurrence_residue,large,True,True,True,False,4,4,True,4,True,NOT_RULED_OUT,False,False,False,False,5.139992572367191e-05,False,,0.0
harb_00134,fibonacci_state,large,True,True,True,False,65,65,True,65,True,NOT_RULED_OUT,False,False,False,False,3.269989974796772e-05,False,,0.0
harb_00135,pascal_row_entry,large,False,False,False,False,0,9,False,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00136,digital_root,huge,True,True,True,False,1,10,False,1,True,NOT_RULED_OUT,False,False,False,True,3.600027412176132e-06,False,,0.0
harb_00137,mod_m,huge,True,True,True,False,2,2,True,2,True,NOT_RULED_OUT,False,False,False,False,1.0899966582655907e-05,False,,0.0
harb_00138,last_k_digits,huge,True,True,True,False,0,0,True,0,True,NOT_RULED_OUT,False,False,False,False,2.09989957511425e-06,False,,0.0
harb_00139,divisibility,huge,True,True,True,False,False,False,True,False,True,NOT_RULED_OUT,False,False,False,False,7.71000050008297e-05,False,,0.0
harb_00140,impossibility,huge,False,False,True,False,True,True,True,,False,NOT_RULED_OUT,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00141,linear_recurrence_residue,huge,True,True,True,False,4,4,True,4,True,NOT_RULED_OUT,False,False,False,False,4.979991354048252e-05,False,,0.0
harb_00142,fibonacci_state,huge,True,True,True,False,1,12,False,1,True,NOT_RULED_OUT,False,False,False,True,9.800074622035027e-06,False,,0.0
harb_00143,pascal_row_entry,huge,False,False,False,False,0,9,False,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,3.0011869966983795e-07,False,,0.0
harb_00144,digital_root,small,True,True,True,True,1,1,True,1,True,NOT_RULED_OUT,False,False,False,False,3.300141543149948e-06,True,1,2.8999056667089462e-06
harb_00145,mod_m,small,True,True,True,True,24,24,True,24,True,NOT_RULED_OUT,False,False,False,False,2.600019797682762e-06,True,24,2.299901098012924e-06
harb_00146,last_k_digits,small,True,True,True,True,0,0,True,0,True,NOT_RULED_OUT,False,False,False,False,5.200039595365524e-06,True,0,1.600012183189392e-06
harb_00147,divisibility,small,True,True,True,True,False,False,True,False,True,NOT_RULED_OUT,False,False,False,False,6.400048732757568e-06,True,False,5.19980676472187e-06
harb_00148,impossibility,small,False,False,True,True,True,True,True,,False,NOT_RULED_OUT,False,False,False,False,2.00001522898674e-07,True,True,2.499902620911598e-06
harb_00149,linear_recurrence_residue,small,True,True,True,False,6,6,True,6,True,NOT_RULED_OUT,False,False,False,False,5.370005965232849e-05,False,,0.0
harb_00150,fibonacci_state,small,True,True,True,True,0,11,False,0,True,NOT_RULED_OUT,False,False,False,True,9.499955922365189e-06,False,,4.600035026669502e-06
harb_00151,pascal_row_entry,small,False,False,False,True,0,0,True,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00152,digital_root,large,True,True,True,True,4,4,True,4,True,NOT_RULED_OUT,False,False,False,False,3.100140020251274e-06,True,4,0.00012269988656044006
harb_00153,mod_m,large,True,True,True,True,4,11,False,4,True,NOT_RULED_OUT,False,False,False,True,1.610000617802143e-05,True,4,8.90018418431282e-06
harb_00154,last_k_digits,large,True,True,True,True,0,1000,False,0,True,NOT_RULED_OUT,False,False,False,True,1.610000617802143e-05,True,0,1.0899966582655907e-05
harb_00155,divisibility,large,True,True,True,True,False,False,True,False,True,NOT_RULED_OUT,False,False,False,False,3.200024366378784e-06,True,False,5.819997750222683e-05
harb_00156,impossibility,large,False,False,True,True,True,False,False,,False,RULED_OUT_WRONG,True,False,True,False,3.0011869966983795e-07,True,True,0.00028559984639286995
harb_00157,linear_recurrence_residue,large,True,True,True,False,10,10,True,10,True,NOT_RULED_OUT,False,False,False,False,0.00011479994282126427,False,,0.0
harb_00158,fibonacci_state,large,True,True,True,False,8,19,False,8,True,NOT_RULED_OUT,False,False,False,True,1.0499963536858559e-05,False,,0.0
harb_00159,pascal_row_entry,large,False,False,False,False,0,9,False,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,8.00006091594696e-07,False,,0.0
harb_00160,digital_root,huge,True,True,True,False,1,10,False,1,True,NOT_RULED_OUT,False,False,False,True,3.899913281202316e-06,False,,0.0
harb_00161,mod_m,huge,True,True,True,False,0,7,False,0,True,NOT_RULED_OUT,False,False,False,True,2.500135451555252e-06,False,,0.0
harb_00162,last_k_digits,huge,True,True,True,False,0,0,True,0,True,NOT_RULED_OUT,False,False,False,False,0.002475599991157651,False,,0.0
harb_00163,divisibility,huge,True,True,True,False,False,False,True,False,True,NOT_RULED_OUT,False,False,False,False,8.990010246634483e-05,False,,0.0
harb_00164,impossibility,huge,False,False,True,False,True,True,True,,False,NOT_RULED_OUT,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00165,linear_recurrence_residue,huge,True,True,True,False,51,152,False,51,True,NOT_RULED_OUT,False,False,False,True,0.00016159983351826668,False,,0.0
harb_00166,fibonacci_state,huge,True,True,True,False,78,179,False,78,True,NOT_RULED_OUT,False,False,False,True,3.369990736246109e-05,False,,0.0
harb_00167,pascal_row_entry,huge,False,False,False,False,0,9,False,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00168,digital_root,small,True,True,True,True,9,9,True,9,True,NOT_RULED_OUT,False,False,False,False,4.400033503770828e-06,True,9,5.00003807246685e-06
harb_00169,mod_m,small,True,True,True,True,798,798,True,798,True,NOT_RULED_OUT,False,False,False,False,5.09992241859436e-06,True,798,1.600012183189392e-06
harb_00170,last_k_digits,small,True,True,True,True,504,1504,False,504,True,NOT_RULED_OUT,False,False,False,True,3.00002284348011e-06,True,504,2.9001384973526e-06
harb_00171,divisibility,small,True,True,True,True,True,False,False,True,True,RULED_OUT_WRONG,True,False,True,False,2.600019797682762e-06,True,True,2.600019797682762e-06
harb_00172,impossibility,small,False,False,True,True,True,False,False,,False,RULED_OUT_WRONG,True,False,True,False,2.00001522898674e-07,True,True,7.00005330145359e-06
harb_00173,linear_recurrence_residue,small,True,True,True,False,1,8,False,1,True,NOT_RULED_OUT,False,False,False,True,4.870002157986164e-05,False,,0.0
harb_00174,fibonacci_state,small,True,True,True,True,3,14,False,3,True,NOT_RULED_OUT,False,False,False,True,1.009996049106121e-05,False,,4.699919372797012e-06
harb_00175,pascal_row_entry,small,False,False,False,True,1,10,False,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00176,digital_root,large,True,True,True,True,9,9,True,9,True,NOT_RULED_OUT,False,False,False,False,3.3997930586338043e-06,True,9,0.00013289996422827244
harb_00177,mod_m,large,True,True,True,True,856,1865,False,856,True,NOT_RULED_OUT,False,False,False,True,9.299954399466515e-06,True,856,1.750001683831215e-05
harb_00178,last_k_digits,large,True,True,True,True,36337,36337,True,36337,True,NOT_RULED_OUT,False,False,False,False,1.810002140700817e-05,True,36337,9.300187230110168e-06
harb_00179,divisibility,large,True,True,True,True,True,True,True,True,True,NOT_RULED_OUT,False,False,False,False,1.4799879863858223e-05,True,True,3.329990431666374e-05
harb_00180,impossibility,large,False,False,True,True,True,True,True,,False,NOT_RULED_OUT,False,False,False,False,1.0011717677116394e-07,True,True,9.289989247918129e-05
