segment_id,gold_role,pred_role,gold_coarse_5,pred_coarse_5,gold_coarse_4,pred_coarse_4,gold_coarse_3,pred_coarse_3,gold_entities,pred_entities,entity_jaccard,gold_operative_status,pred_operative_status,gold_relation,pred_relation,gold_answer_relevant,pred_answer_relevant,failure_pattern
TB011,LIMITATION,CLAIM,CAVEAT,ASSERTION,CAVEAT,CONTENT,CAVEAT,SUBSTANTIVE,"[""cargo value"", ""commodity notes"", ""verified shipment record""]",,0.000000,ACTIVE,ACTIVE,limits,asserts,YES,YES,role+entity+relation
TB012,NEXT_STEP,LIMITATION,ACTION,CAVEAT,ACTION,CAVEAT,SUBSTANTIVE,CAVEAT,"[""exception"", ""dwell time"", ""forty-eight hours"", ""confirmed owner""]",,0.000000,ACTIVE,ACTIVE,proposes_next_test,limits,YES,YES,role+entity+relation
TB013,DEFINE,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,"[""ClinicPulse"", ""backlog monitor"", ""appointment delays"", ""pathway"", ""urgency"", ""clinician dependency"", ""patient-contact status""]",,0.000000,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,YES,role+entity+status+relation
TB014,BACKGROUND,CLAIM,CONTEXT,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,"[""clinic manager"", ""clinical review"", ""administrative booking"", ""patients""]",,0.000000,DESCRIPTIVE,ACTIVE,sets_context,asserts,YES,YES,role+entity+status+relation
TB015,METHOD,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,"[""route map"", ""pathway name"", ""current wait age"", ""blocker type"", ""responsible role"", ""backlog note""]",,0.000000,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,MAYBE,role+entity+status+relation+answer
TB016,METHOD,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,"[""urgent flag"", ""clinical risk wording"", ""days since referral""]",,0.000000,ACTIVE,DESCRIPTIVE,maps_to,sets_context,YES,YES,role+entity+status+relation
TB017,RESULT,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,"[""administrative blockers"", ""booking teams"", ""queue"", ""sample""]",,0.000000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,sets_context,YES,YES,role+entity+relation
TB018,LIMITATION,BACKGROUND,CAVEAT,CONTEXT,CAVEAT,CONTEXT,CAVEAT,CONTEXT,"[""patient identifiers"", ""model prompt"", ""synthetic IDs"", ""re-identification key"", ""evaluation folder""]",evaluation,0.000000,ACTIVE,DESCRIPTIVE,limits,sets_context,YES,YES,role+entity+status+relation
TB019,DEFINE,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,"[""GridLens"", ""battery storage sites"", ""inverter faults"", ""thermal alerts"", ""state-of-charge anomalies"", ""technician dispatch""]",,0.000000,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,YES,role+entity+status+relation
TB020,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,"[""maintenance team"", ""telemetry summaries"", ""engineer notes"", ""repeated faults""]",,0.000000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,YES,MAYBE,entity+answer
TB021,METHOD,METHOD,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,"[""asset"", ""symptom"", ""severity"", ""recurrence count"", ""safety implication"", ""recommended intervention""]",,0.000000,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,MAYBE,entity+status+relation+answer
TB022,LIMITATION,BACKGROUND,CAVEAT,CONTEXT,CAVEAT,CONTEXT,CAVEAT,CONTEXT,"[""alert"", ""planned firmware test"", ""scheduled work"", ""operational incident""]",,0.000000,ACTIVE,DESCRIPTIVE,limits,sets_context,YES,YES,role+entity+status+relation
TB023,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,"[""dry run"", ""model"", ""inverter trips"", ""balancing events"", ""thermal warnings""]",,0.000000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
TB024,NEXT_STEP,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,"[""blind set"", ""engineer notes"", ""production alert rules""]",,0.000000,ACTIVE,DESCRIPTIVE,proposes_next_test,sets_context,YES,YES,role+entity+status+relation
TB025,DEFINE,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,"[""TutorTrail"", ""tutoring notes"", ""learning routes"", ""concept gap"", ""practice need"", ""confidence issue"", ""assessment target"", ""parent follow-up""]",,0.000000,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,YES,role+entity+status+relation
TB026,BACKGROUND,LIMITATION,CONTEXT,CAVEAT,CONTEXT,CAVEAT,CONTEXT,CAVEAT,"[""tutors"", ""ability"", ""behaviour"", ""homework completion"", ""lesson plan""]",,0.000000,DESCRIPTIVE,LIMITED,sets_context,limits,YES,YES,role+entity+status+relation
TB027,METHOD,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,"[""topic"", ""misconception"", ""evidence sentence"", ""exercise type"", ""conceptual issue"", ""fluency-based issue""]",,0.000000,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,YES,role+entity+status+relation
TB028,EXAMPLE,BACKGROUND,INSTANCE,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,"[""pupil"", ""linear equations"", ""wording"", ""transfer practice"", ""basic algebra""]",,0.000000,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,MAYBE,role+entity+relation+answer
TB029,LIMITATION,BACKGROUND,CAVEAT,CONTEXT,CAVEAT,CONTEXT,CAVEAT,CONTEXT,"[""special educational need"", ""frustration note"", ""tutor"", ""support plan""]",,0.000000,ACTIVE,DESCRIPTIVE,limits,sets_context,YES,YES,role+entity+status+relation
TB030,NEXT_STEP,CLAIM,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,"[""reviewer column"", ""senior tutors"", ""borderline cases"", ""gold set""]",human review,0.000000,ACTIVE,ACTIVE,proposes_next_test,asserts,YES,YES,role+entity+relation
TB031,DEFINE,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,"[""FraudSieve"", ""invoice-control router"", ""vendor identity changes"", ""bank-detail changes"", ""duplicate invoice patterns"", ""approval bypasses""]",controls,0.000000,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,YES,role+entity+status+relation
TB032,BACKGROUND,CLAIM,CONTEXT,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,"[""finance reviewers"", ""alerts"", ""vendor"", ""invoice"", ""approver""]",controls; human review,0.000000,DESCRIPTIVE,ACTIVE,sets_context,asserts,YES,YES,role+entity+status+relation
TB033,METHOD,RESULT,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,"[""payment risk"", ""evidence field"", ""control"", ""approval gate""]",controls,0.000000,ACTIVE,DESCRIPTIVE,supports_retrieval,reports_usefulness,YES,YES,role+entity+status+relation
TB034,METHOD,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,"[""duplicate check"", ""invoice number"", ""supplier name"", ""gross amount"", ""purchase-order reference""]",controls,0.000000,ACTIVE,DESCRIPTIVE,maps_to,sets_context,YES,YES,role+entity+status+relation
TB035,RESULT,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,"[""historic alerts"", ""precision"", ""duplicate invoices"", ""recall"", ""supplier names""]",controls,0.000000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,sets_context,YES,YES,role+entity+relation
TB036,LIMITATION,METHOD,CAVEAT,ACTION,CAVEAT,ACTION,CAVEAT,SUBSTANTIVE,"[""tool"", ""payment"", ""case"", ""approver"", ""evidence""]",controls,0.000000,ACTIVE,DESCRIPTIVE,limits,sets_context,YES,YES,role+entity+status+relation
TB037,DEFINE,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,"[""RiverWatch"", ""field notes"", ""water levels"", ""blocked culverts"", ""pump status"", ""road closures"", ""flood-response routes""]",,0.000000,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,YES,role+entity+status+relation
TB038,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,"[""duty officer"", ""photos"", ""resident calls"", ""sensor messages"", ""field deployment""]",,0.000000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,YES,YES,entity
TB039,METHOD,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,"[""location"", ""hazard type"", ""confidence"", ""immediate action"", ""agency notification""]",,0.000000,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,YES,role+entity+status+relation
TB040,LIMITATION,BACKGROUND,CAVEAT,CONTEXT,CAVEAT,CONTEXT,CAVEAT,CONTEXT,"[""standing water"", ""test basin"", ""scheduled drill"", ""public-road closure route""]",,0.000000,ACTIVE,DESCRIPTIVE,limits,sets_context,YES,YES,role+entity+status+relation
TB041,RESULT,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,"[""trial"", ""blocked culvert reports"", ""bridge-depth notes"", ""severity rule""]",,0.000000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,sets_context,YES,YES,role+entity+relation
TB042,NEXT_STEP,NEXT_STEP,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,"[""blind review set"", ""storm event"", ""false alarms"", ""missed deployments""]",evaluation,0.000000,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity
TB043,DEFINE,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,"[""LawBrief Disclosure Tracker"", ""litigation notes"", ""evidence request"", ""privilege issue"", ""disclosure deadline"", ""client instruction"", ""counsel review""]",,0.000000,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,YES,role+entity+status+relation
TB044,BACKGROUND,LIMITATION,CONTEXT,CAVEAT,CONTEXT,CAVEAT,CONTEXT,CAVEAT,"[""case handlers"", ""factual evidence"", ""legal advice"", ""deadline reminders""]",,0.000000,DESCRIPTIVE,NEGATED,sets_context,limits,YES,YES,role+entity+status+relation
TB045,METHOD,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,"[""extractor"", ""document type"", ""legal sensitivity"", ""deadline"", ""responsible person"", ""case route""]",,0.000000,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,MAYBE,role+entity+status+relation+answer
TB046,LIMITATION,LIMITATION,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,"[""privilege"", ""confidentiality"", ""qualified reviewer""]",human review,0.000000,ACTIVE,DESCRIPTIVE,limits,limits,YES,YES,entity+status
TB047,EXAMPLE,CLAIM,INSTANCE,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,"[""client"", ""contract draft"", ""old laptop"", ""evidence collection"", ""privilege review""]",,0.000000,DESCRIPTIVE,ACTIVE,gives_example,asserts,YES,YES,role+entity+status+relation
TB048,NEXT_STEP,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,"[""blind corpus"", ""case summaries"", ""gold examples"", ""training snippets""]",benchmark,0.000000,ACTIVE,DESCRIPTIVE,proposes_next_test,sets_context,YES,MAYBE,role+entity+status+relation+answer
TB049,DEFINE,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,"[""RoboInspect"", ""factory inspection notes"", ""defect type"", ""machine owner"", ""safety class"", ""downtime risk"", ""repair priority""]",,0.000000,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,MAYBE,role+entity+status+relation+answer
TB050,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,"[""operators"", ""shift change"", ""cosmetic defect"", ""safety-critical fault"", ""line""]",,0.000000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,YES,MAYBE,entity+answer
TB051,METHOD,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,"[""machine ID"", ""station"", ""observed symptom"", ""recurrence"", ""production stop""]",,0.000000,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,YES,role+entity+status+relation
TB052,METHOD,LIMITATION,ACTION,CAVEAT,ACTION,CAVEAT,SUBSTANTIVE,CAVEAT,"[""calibration rule"", ""minor vibration notes"", ""escalating risk"", ""third occurrence"", ""seven days""]",,0.000000,ACTIVE,LIMITED,maps_to,limits,YES,YES,role+entity+status+relation
TB053,RESULT,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,"[""review"", ""route classifier"", ""downtime label"", ""spare part""]",,0.000000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,sets_context,YES,YES,role+entity+relation
TB054,LIMITATION,LIMITATION,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,"[""fault"", ""machine"", ""planned maintenance""]",,0.000000,ACTIVE,ACTIVE,limits,limits,YES,MAYBE,entity+answer
TB055,DEFINE,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,"[""GreenLedger"", ""supplier notes"", ""carbon evidence"", ""labour-risk concern"", ""certification status"", ""data gap"", ""remediation action""]",,0.000000,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,YES,role+entity+status+relation
TB056,BACKGROUND,LIMITATION,CONTEXT,CAVEAT,CONTEXT,CAVEAT,CONTEXT,CAVEAT,"[""procurement teams"", ""supplier claim"", ""verified document""]",,0.000000,DESCRIPTIVE,LIMITED,sets_context,limits,YES,YES,role+entity+status+relation
TB057,METHOD,CLAIM,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,"[""claim"", ""evidence source"", ""verification level"", ""due date"", ""audit"", ""supplier follow-up"", ""internal approval""]",,0.000000,ACTIVE,ACTIVE,supports_retrieval,asserts,YES,YES,role+entity+relation
TB058,LIMITATION,LIMITATION,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,"[""marketing brochure"", ""certification"", ""standard"", ""certificate number""]",,0.000000,ACTIVE,LIMITED,limits,limits,YES,YES,entity+status
TB059,RESULT,LIMITATION,ASSERTION,CAVEAT,CONTENT,CAVEAT,SUBSTANTIVE,CAVEAT,"[""first pass"", ""data-gap detection"", ""supplier"", ""expired certificate""]",,0.000000,DESCRIPTIVE,LIMITED,reports_usefulness,limits,YES,YES,role+entity+status+relation
TB060,NEXT_STEP,NEXT_STEP,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,"[""fresh blind batch"", ""suppliers"", ""pilot sectors"", ""production scoring threshold""]",evaluation,0.000000,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity
TB061,DEFINE,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,"[""EventMesh"", ""live-event incident notes"", ""crowd flow"", ""medical support"", ""access control"", ""technical fault"", ""steward deployment""]",controls,0.000000,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,YES,role+entity+status+relation
TB062,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,"[""busy event"", ""radio messages"", ""issue"", ""action""]",,0.000000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,YES,YES,entity
TB063,METHOD,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,"[""zone"", ""incident type"", ""urgency"", ""current owner"", ""incident""]",,0.000000,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,YES,role+entity+status+relation
TB064,EXAMPLE,BACKGROUND,INSTANCE,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,"[""Gate C"", ""scanner"", ""queue"", ""technical fault"", ""crowd-flow monitoring""]",,0.000000,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,MAYBE,role+entity+relation+answer
TB065,LIMITATION,LIMITATION,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,"[""medical note"", ""medical keywords"", ""priority"", ""review""]",,0.000000,ACTIVE,DESCRIPTIVE,limits,limits,YES,YES,entity+status
TB066,NEXT_STEP,CLAIM,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,"[""model"", ""blind set"", ""venue"", ""venue-specific language"", ""scores""]",evaluation,0.000000,ACTIVE,ACTIVE,proposes_next_test,asserts,YES,YES,role+entity+relation
TB067,DEFINE,BACKGROUND,ASSERTION,CONTEXT,CONTENT,CONTEXT,SUBSTANTIVE,CONTEXT,"[""HeritageVault"", ""museum catalogue notes"", ""provenance gap"", ""conservation risk"", ""digitisation need"", ""loan restriction"", ""research lead""]",,0.000000,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,MAYBE,role+entity+status+relation+answer
TB068,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,"[""curators"", ""condition concern"", ""historical claim"", ""display recommendation""]",,0.000000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,YES,MAYBE,entity+answer
TB069,METHOD,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,"[""object identifier"", ""material"", ""risk phrase"", ""evidence phrase"", ""workflow route"", ""specialist review""]",,0.000000,ACTIVE,DESCRIPTIVE,supports_retrieval,sets_context,YES,YES,role+entity+status+relation
TB070,LIMITATION,BACKGROUND,CAVEAT,CONTEXT,CAVEAT,CONTEXT,CAVEAT,CONTEXT,"[""item"", ""another piece"", ""provenance evidence""]",,0.000000,ACTIVE,DESCRIPTIVE,limits,sets_context,YES,MAYBE,role+entity+status+relation+answer
TB071,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,"[""trial"", ""catalogue descriptions"", ""digitisation needs"", ""research lead"", ""provenance gap""]",,0.000000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
TB072,NEXT_STEP,BACKGROUND,ACTION,CONTEXT,ACTION,CONTEXT,SUBSTANTIVE,CONTEXT,"[""evaluation"", ""catalogue notes"", ""predictions"", ""curator"", ""gold labels""]",evaluation; gold labels,0.000000,ACTIVE,DESCRIPTIVE,proposes_next_test,sets_context,YES,YES,role+entity+status+relation
