task_id,family,size_class,route_decidable,route_answerable,route_checkable,full_expansion_feasible,ground_truth,claimed_answer,raw_correct,route_answer,route_correct,verdict,caught_wrong,false_rejection,catchable,blind_spot,route_seconds,full_expansion_checked,full_expansion_answer,full_expansion_seconds
harb_00054,fibonacci_state,small,True,True,True,True,23,58,False,23,True,RULED_OUT_WRONG,True,False,True,False,3.2800016924738884e-05,False,,3.8000289350748062e-06
harb_00055,pascal_row_entry,small,False,False,False,True,2,2,True,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00056,digital_root,large,True,True,True,True,9,17,False,9,True,RULED_OUT_WRONG,True,False,True,False,3.100140020251274e-06,True,9,6.62999227643013e-05
harb_00057,mod_m,large,True,True,True,True,8,48,False,8,True,RULED_OUT_WRONG,True,False,True,False,7.800059393048286e-06,True,8,1.6300007700920105e-05
harb_00058,last_k_digits,large,True,True,True,True,9785,9873,False,9785,True,RULED_OUT_WRONG,True,False,True,False,1.6700010746717453e-05,True,9785,9.299954399466515e-06
harb_00059,divisibility,large,True,True,True,True,True,False,False,True,True,RULED_OUT_WRONG,True,False,True,False,1.4899997040629387e-05,True,True,1.1600088328123093e-05
harb_00060,impossibility,large,False,False,True,True,True,True,True,,False,NOT_RULED_OUT,False,False,False,False,2.00001522898674e-07,True,True,4.569999873638153e-05
harb_00061,linear_recurrence_residue,large,True,True,True,False,26,26,True,26,True,NOT_RULED_OUT,False,False,False,False,0.00030090007930994034,False,,0.0
harb_00062,fibonacci_state,large,True,True,True,False,8,11,False,8,True,RULED_OUT_WRONG,True,False,True,False,1.800013706088066e-05,False,,0.0
harb_00063,pascal_row_entry,large,False,False,False,False,0,46,False,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,3.0011869966983795e-07,False,,0.0
harb_00064,digital_root,huge,True,True,True,False,9,9,True,9,True,NOT_RULED_OUT,False,False,False,False,3.600027412176132e-06,False,,0.0
harb_00065,mod_m,huge,True,True,True,False,2,2,True,2,True,NOT_RULED_OUT,False,False,False,False,3.2999087125062943e-06,False,,0.0
harb_00066,last_k_digits,huge,True,True,True,False,0,0,True,0,True,NOT_RULED_OUT,False,False,False,False,2.400018274784088e-06,False,,0.0
harb_00067,divisibility,huge,True,True,True,False,False,True,False,False,True,RULED_OUT_WRONG,True,False,True,False,1.1299969628453255e-05,False,,0.0
harb_00068,impossibility,huge,False,False,True,False,True,True,True,,False,NOT_RULED_OUT,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00069,linear_recurrence_residue,huge,True,True,True,False,10,10,True,10,True,NOT_RULED_OUT,False,False,False,False,4.4800108298659325e-05,False,,0.0
harb_00070,fibonacci_state,huge,True,True,True,False,36,36,True,36,True,NOT_RULED_OUT,False,False,False,False,5.3999945521354675e-05,False,,0.0
harb_00071,pascal_row_entry,huge,False,False,False,False,0,11,False,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.998858690261841e-07,False,,0.0
harb_00072,digital_root,small,True,True,True,True,1,1,True,1,True,NOT_RULED_OUT,False,False,False,False,2.8999056667089462e-06,True,1,2.1997839212417603e-06
harb_00073,mod_m,small,True,True,True,True,19,19,True,19,True,NOT_RULED_OUT,False,False,False,False,4.499917849898338e-06,True,19,1.800013706088066e-06
harb_00074,last_k_digits,small,True,True,True,True,4050,4050,True,4050,True,NOT_RULED_OUT,False,False,False,False,4.299916326999664e-06,True,4050,1.600012183189392e-06
harb_00075,divisibility,small,True,True,True,True,False,False,True,False,True,NOT_RULED_OUT,False,False,False,False,3.2999087125062943e-06,True,False,2.00001522898674e-06
harb_00076,impossibility,small,False,False,True,True,True,True,True,,False,NOT_RULED_OUT,False,False,False,False,2.00001522898674e-07,True,True,2.100132405757904e-06
harb_00077,linear_recurrence_residue,small,True,True,True,False,97,188,False,97,True,RULED_OUT_WRONG,True,False,True,False,0.00022799987345933914,False,,0.0
harb_00078,fibonacci_state,small,True,True,True,True,21,21,True,21,True,NOT_RULED_OUT,False,False,False,False,7.190019823610783e-05,False,,6.09993003308773e-06
harb_00079,pascal_row_entry,small,False,False,False,True,1,1,True,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00080,digital_root,large,True,True,True,True,1,31,False,1,True,RULED_OUT_WRONG,True,False,True,False,4.400033503770828e-06,True,1,4.659988917410374e-05
harb_00081,mod_m,large,True,True,True,True,0,0,True,0,True,NOT_RULED_OUT,False,False,False,False,5.09992241859436e-06,True,0,0.00010710000060498714
harb_00082,last_k_digits,large,True,True,True,True,37505,37505,True,37505,True,NOT_RULED_OUT,False,False,False,False,1.00000761449337e-05,True,37505,1.5999889001250267e-05
harb_00083,divisibility,large,True,True,True,True,False,False,True,False,True,NOT_RULED_OUT,False,False,False,False,1.6700010746717453e-05,True,False,9.200070053339005e-06
harb_00084,impossibility,large,False,False,True,True,True,True,True,,False,NOT_RULED_OUT,False,False,False,False,2.00001522898674e-07,True,True,1.200009137392044e-05
harb_00085,linear_recurrence_residue,large,True,True,True,False,14,14,True,14,True,NOT_RULED_OUT,False,False,False,False,0.0005956001114100218,False,,0.0
harb_00086,fibonacci_state,large,True,True,True,False,1,35,False,1,True,RULED_OUT_WRONG,True,False,True,False,1.0899966582655907e-05,False,,0.0
harb_00087,pascal_row_entry,large,False,False,False,False,0,0,True,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00088,digital_root,huge,True,True,True,False,9,9,True,9,True,NOT_RULED_OUT,False,False,False,False,3.899913281202316e-06,False,,0.0
harb_00089,mod_m,huge,True,True,True,False,0,79,False,0,True,RULED_OUT_WRONG,True,False,True,False,7.379986345767975e-05,False,,0.0
harb_00090,last_k_digits,huge,True,True,True,False,0,17,False,0,True,RULED_OUT_WRONG,True,False,True,False,2.700136974453926e-06,False,,0.0
harb_00091,divisibility,huge,True,True,True,False,True,False,False,True,True,RULED_OUT_WRONG,True,False,True,False,2.299901098012924e-06,False,,0.0
harb_00092,impossibility,huge,False,False,True,False,True,False,False,,False,RULED_OUT_WRONG,True,False,True,False,2.00001522898674e-07,False,,0.0
harb_00093,linear_recurrence_residue,huge,True,True,True,False,34,121,False,34,True,RULED_OUT_WRONG,True,False,True,False,0.0002816000487655401,False,,0.0
harb_00094,fibonacci_state,huge,True,True,True,False,19,78,False,19,True,RULED_OUT_WRONG,True,False,True,False,5.410006269812584e-05,False,,0.0
harb_00095,pascal_row_entry,huge,False,False,False,False,0,88,False,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00096,digital_root,small,True,True,True,True,1,52,False,1,True,RULED_OUT_WRONG,True,False,True,False,3.2999087125062943e-06,True,1,2.00001522898674e-06
harb_00097,mod_m,small,True,True,True,True,2,2,True,2,True,NOT_RULED_OUT,False,False,False,False,6.09993003308773e-06,True,2,4.700152203440666e-06
harb_00098,last_k_digits,small,True,True,True,True,32327,32327,True,32327,True,NOT_RULED_OUT,False,False,False,False,4.800036549568176e-06,True,32327,1.800013706088066e-06
harb_00099,divisibility,small,True,True,True,True,False,False,True,False,True,NOT_RULED_OUT,False,False,False,False,4.100147634744644e-06,True,False,1.600012183189392e-06
harb_00100,impossibility,small,False,False,True,True,True,True,True,,False,NOT_RULED_OUT,False,False,False,False,2.00001522898674e-07,True,True,3.90014611184597e-06
harb_00101,linear_recurrence_residue,small,True,True,True,False,6,6,True,6,True,NOT_RULED_OUT,False,False,False,False,5.530007183551788e-05,False,,0.0
harb_00102,fibonacci_state,small,True,True,True,True,1,58,False,1,True,RULED_OUT_WRONG,True,False,True,False,9.899958968162537e-06,False,,4.499917849898338e-06
harb_00103,pascal_row_entry,small,False,False,False,True,0,0,True,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00104,digital_root,large,True,True,True,True,7,7,True,7,True,NOT_RULED_OUT,False,False,False,False,3.2999087125062943e-06,True,7,9.849993512034416e-05
harb_00105,mod_m,large,True,True,True,True,29,29,True,29,True,NOT_RULED_OUT,False,False,False,False,3.200024366378784e-06,True,29,1.4299992471933365e-05
harb_00106,last_k_digits,large,True,True,True,True,0,0,True,0,True,NOT_RULED_OUT,False,False,False,False,2.6999041438102722e-06,True,0,0.00010289996862411499
harb_00107,divisibility,large,True,True,True,True,False,False,True,False,True,NOT_RULED_OUT,False,False,False,False,7.999828085303307e-06,True,False,1.7399899661540985e-05
harb_00108,impossibility,large,False,False,True,True,True,True,True,,False,NOT_RULED_OUT,False,False,False,False,2.00001522898674e-07,True,True,1.00000761449337e-05
harb_00109,linear_recurrence_residue,large,True,True,True,False,16,16,True,16,True,NOT_RULED_OUT,False,False,False,False,0.00015249988064169884,False,,0.0
harb_00110,fibonacci_state,large,True,True,True,False,8,8,True,8,True,NOT_RULED_OUT,False,False,False,False,1.840014010667801e-05,False,,0.0
harb_00111,pascal_row_entry,large,False,False,False,False,0,79,False,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,3.0011869966983795e-07,False,,0.0
harb_00112,digital_root,huge,True,True,True,False,9,9,True,9,True,NOT_RULED_OUT,False,False,False,False,3.600027412176132e-06,False,,0.0
harb_00113,mod_m,huge,True,True,True,False,781,826,False,781,True,RULED_OUT_WRONG,True,False,True,False,8.039991371333599e-05,False,,0.0
harb_00114,last_k_digits,huge,True,True,True,False,0,61,False,0,True,RULED_OUT_WRONG,True,False,True,False,0.0025249000173062086,False,,0.0
harb_00115,divisibility,huge,True,True,True,False,False,False,True,False,True,NOT_RULED_OUT,False,False,False,False,9.800074622035027e-06,False,,0.0
harb_00116,impossibility,huge,False,False,True,False,True,False,False,,False,RULED_OUT_WRONG,True,False,True,False,2.00001522898674e-07,False,,0.0
harb_00117,linear_recurrence_residue,huge,True,True,True,False,56,116,False,56,True,RULED_OUT_WRONG,True,False,True,False,0.0002576000988483429,False,,0.0
harb_00118,fibonacci_state,huge,True,True,True,False,10,10,True,10,True,NOT_RULED_OUT,False,False,False,False,5.570007488131523e-05,False,,0.0
harb_00119,pascal_row_entry,huge,False,False,False,False,0,0,True,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,3.0011869966983795e-07,False,,0.0
harb_00120,digital_root,small,True,True,True,True,9,9,True,9,True,NOT_RULED_OUT,False,False,False,False,5.00003807246685e-06,True,9,5.499925464391708e-06
harb_00121,mod_m,small,True,True,True,True,0,95,False,0,True,RULED_OUT_WRONG,True,False,True,False,3.400025889277458e-06,True,0,1.219986006617546e-05
harb_00122,last_k_digits,small,True,True,True,True,39,39,True,39,True,NOT_RULED_OUT,False,False,False,False,8.999835699796677e-06,True,39,5.699926987290382e-06
harb_00123,divisibility,small,True,True,True,True,False,True,False,False,True,RULED_OUT_WRONG,True,False,True,False,8.19982960820198e-06,True,False,2.400018274784088e-06
harb_00124,impossibility,small,False,False,True,True,False,False,True,,False,NOT_RULED_OUT,False,False,False,False,3.0011869966983795e-07,True,False,3.00002284348011e-06
harb_00125,linear_recurrence_residue,small,True,True,True,False,8,8,True,8,True,NOT_RULED_OUT,False,False,False,False,0.00030090007930994034,False,,0.0
harb_00126,fibonacci_state,small,True,True,True,True,4,72,False,4,True,RULED_OUT_WRONG,True,False,True,False,1.4400109648704529e-05,False,,5.5998098105192184e-06
harb_00127,pascal_row_entry,small,False,False,False,True,1,1,True,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00128,digital_root,large,True,True,True,True,9,13,False,9,True,RULED_OUT_WRONG,True,False,True,False,4.400033503770828e-06,True,9,0.00010900013148784637
harb_00129,mod_m,large,True,True,True,True,0,39,False,0,True,RULED_OUT_WRONG,True,False,True,False,4.539988003671169e-05,True,0,1.2699980288743973e-05
harb_00130,last_k_digits,large,True,True,True,True,401,413,False,401,True,RULED_OUT_WRONG,True,False,True,False,4.09991480410099e-06,True,401,5.659996531903744e-05
harb_00131,divisibility,large,True,True,True,True,True,False,False,True,True,RULED_OUT_WRONG,True,False,True,False,2.9001384973526e-06,True,True,0.00011079991236329079
harb_00132,impossibility,large,False,False,True,True,True,True,True,,False,NOT_RULED_OUT,False,False,False,False,2.00001522898674e-07,True,True,1.9700033590197563e-05
harb_00133,linear_recurrence_residue,large,True,True,True,False,4,4,True,4,True,NOT_RULED_OUT,False,False,False,False,5.870009772479534e-05,False,,0.0
harb_00134,fibonacci_state,large,True,True,True,False,65,65,True,65,True,NOT_RULED_OUT,False,False,False,False,3.410014323890209e-05,False,,0.0
harb_00135,pascal_row_entry,large,False,False,False,False,0,69,False,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.998858690261841e-07,False,,0.0
harb_00136,digital_root,huge,True,True,True,False,1,66,False,1,True,RULED_OUT_WRONG,True,False,True,False,4.200031980872154e-06,False,,0.0
harb_00137,mod_m,huge,True,True,True,False,2,2,True,2,True,NOT_RULED_OUT,False,False,False,False,1.1800089851021767e-05,False,,0.0
harb_00138,last_k_digits,huge,True,True,True,False,0,0,True,0,True,NOT_RULED_OUT,False,False,False,False,2.700136974453926e-06,False,,0.0
harb_00139,divisibility,huge,True,True,True,False,False,True,False,False,True,RULED_OUT_WRONG,True,False,True,False,7.95999076217413e-05,False,,0.0
harb_00140,impossibility,huge,False,False,True,False,True,False,False,,False,RULED_OUT_WRONG,True,False,True,False,2.00001522898674e-07,False,,0.0
harb_00141,linear_recurrence_residue,huge,True,True,True,False,4,35,False,4,True,RULED_OUT_WRONG,True,False,True,False,5.91999851167202e-05,False,,0.0
harb_00142,fibonacci_state,huge,True,True,True,False,1,96,False,1,True,RULED_OUT_WRONG,True,False,True,False,1.0399846360087395e-05,False,,0.0
harb_00143,pascal_row_entry,huge,False,False,False,False,0,26,False,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00144,digital_root,small,True,True,True,True,1,47,False,1,True,RULED_OUT_WRONG,True,False,True,False,3.400025889277458e-06,True,1,3.300141543149948e-06
harb_00145,mod_m,small,True,True,True,True,24,28,False,24,True,RULED_OUT_WRONG,True,False,True,False,3.100140020251274e-06,True,24,2.600019797682762e-06
harb_00146,last_k_digits,small,True,True,True,True,0,61,False,0,True,RULED_OUT_WRONG,True,False,True,False,5.600042641162872e-06,True,0,1.8998980522155762e-06
harb_00147,divisibility,small,True,True,True,True,False,False,True,False,True,NOT_RULED_OUT,False,False,False,False,6.8999361246824265e-06,True,False,6.300164386630058e-06
harb_00148,impossibility,small,False,False,True,True,True,False,False,,False,RULED_OUT_WRONG,True,False,True,False,4.00003045797348e-07,True,True,4.800036549568176e-06
harb_00149,linear_recurrence_residue,small,True,True,True,False,6,64,False,6,True,RULED_OUT_WRONG,True,False,True,False,0.00010309997014701366,False,,0.0
harb_00150,fibonacci_state,small,True,True,True,True,0,93,False,0,True,RULED_OUT_WRONG,True,False,True,False,1.0299962013959885e-05,False,,8.899951353669167e-06
harb_00151,pascal_row_entry,small,False,False,False,True,0,47,False,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,3.0011869966983795e-07,False,,0.0
harb_00152,digital_root,large,True,True,True,True,4,4,True,4,True,NOT_RULED_OUT,False,False,False,False,3.2999087125062943e-06,True,4,0.00012710015289485455
harb_00153,mod_m,large,True,True,True,True,4,4,True,4,True,NOT_RULED_OUT,False,False,False,False,1.7799902707338333e-05,True,4,9.599840268492699e-06
harb_00154,last_k_digits,large,True,True,True,True,0,0,True,0,True,NOT_RULED_OUT,False,False,False,False,1.5999889001250267e-05,True,0,1.1100200936198235e-05
harb_00155,divisibility,large,True,True,True,True,False,False,True,False,True,NOT_RULED_OUT,False,False,False,False,3.400025889277458e-06,True,False,6.029987707734108e-05
harb_00156,impossibility,large,False,False,True,True,True,True,True,,False,NOT_RULED_OUT,False,False,False,False,3.0011869966983795e-07,True,True,0.00011729984544217587
harb_00157,linear_recurrence_residue,large,True,True,True,False,10,89,False,10,True,RULED_OUT_WRONG,True,False,True,False,4.740012809634209e-05,False,,0.0
harb_00158,fibonacci_state,large,True,True,True,False,8,70,False,8,True,RULED_OUT_WRONG,True,False,True,False,1.0400079190731049e-05,False,,0.0
harb_00159,pascal_row_entry,large,False,False,False,False,0,45,False,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00160,digital_root,huge,True,True,True,False,1,12,False,1,True,RULED_OUT_WRONG,True,False,True,False,5.09992241859436e-06,False,,0.0
harb_00161,mod_m,huge,True,True,True,False,0,16,False,0,True,RULED_OUT_WRONG,True,False,True,False,2.500135451555252e-06,False,,0.0
harb_00162,last_k_digits,huge,True,True,True,False,0,92,False,0,True,RULED_OUT_WRONG,True,False,True,False,0.002042399952188134,False,,0.0
harb_00163,divisibility,huge,True,True,True,False,False,True,False,False,True,RULED_OUT_WRONG,True,False,True,False,8.749985136091709e-05,False,,0.0
harb_00164,impossibility,huge,False,False,True,False,True,True,True,,False,NOT_RULED_OUT,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00165,linear_recurrence_residue,huge,True,True,True,False,51,51,True,51,True,NOT_RULED_OUT,False,False,False,False,0.0001742001622915268,False,,0.0
harb_00166,fibonacci_state,huge,True,True,True,False,78,121,False,78,True,RULED_OUT_WRONG,True,False,True,False,3.4800032153725624e-05,False,,0.0
harb_00167,pascal_row_entry,huge,False,False,False,False,0,0,True,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00168,digital_root,small,True,True,True,True,9,102,False,9,True,RULED_OUT_WRONG,True,False,True,False,4.09991480410099e-06,True,9,4.100147634744644e-06
harb_00169,mod_m,small,True,True,True,True,798,798,True,798,True,NOT_RULED_OUT,False,False,False,False,5.200039595365524e-06,True,798,1.8998980522155762e-06
harb_00170,last_k_digits,small,True,True,True,True,504,504,True,504,True,NOT_RULED_OUT,False,False,False,False,3.200024366378784e-06,True,504,2.9001384973526e-06
harb_00171,divisibility,small,True,True,True,True,True,False,False,True,True,RULED_OUT_WRONG,True,False,True,False,2.400018274784088e-06,True,True,2.600019797682762e-06
harb_00172,impossibility,small,False,False,True,True,True,False,False,,False,RULED_OUT_WRONG,True,False,True,False,2.00001522898674e-07,True,True,6.800051778554916e-06
harb_00173,linear_recurrence_residue,small,True,True,True,False,1,1,True,1,True,NOT_RULED_OUT,False,False,False,False,5.239993333816528e-05,False,,0.0
harb_00174,fibonacci_state,small,True,True,True,True,3,3,True,3,True,NOT_RULED_OUT,False,False,False,False,1.0699965059757233e-05,False,,4.699919372797012e-06
harb_00175,pascal_row_entry,small,False,False,False,True,1,1,True,,False,NOT_ROUTE_DECIDABLE,False,False,False,False,2.00001522898674e-07,False,,0.0
harb_00176,digital_root,large,True,True,True,True,9,93,False,9,True,RULED_OUT_WRONG,True,False,True,False,3.3997930586338043e-06,True,9,0.00014270003885030746
harb_00177,mod_m,large,True,True,True,True,856,856,True,856,True,NOT_RULED_OUT,False,False,False,False,9.800074622035027e-06,True,856,2.2799940779805183e-05
harb_00178,last_k_digits,large,True,True,True,True,36337,36398,False,36337,True,RULED_OUT_WRONG,True,False,True,False,1.810002140700817e-05,True,36337,9.699957445263863e-06
harb_00179,divisibility,large,True,True,True,True,True,False,False,True,True,RULED_OUT_WRONG,True,False,True,False,1.5799887478351593e-05,True,True,1.2400094419717789e-05
