segment_id,title,text,gold_role,pred_role,gold_entities,pred_entities,entity_jaccard,gold_operative_status,pred_operative_status,gold_relation,pred_relation,gold_answer_relevant,pred_answer_relevant,failure_pattern
HELDOUT2_S0025,fresh_memory_terms.md,Agent memory routing describes choosing stored context by dependency rather than by freshness alone.,DEFINE,DEFINE,agent memory; route extraction; source context,agent memory,0.333333,DESCRIPTIVE,DESCRIPTIVE,defines,defines,YES,YES,entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0026,fresh_segment_terms.md,A route segment label marks the job a passage performs inside a larger retrieval chain.,DEFINE,METHOD,route extraction; RouteMap; RouteMap segment,retrieval; RouteMap; RouteMap segment,0.500000,DESCRIPTIVE,ACTIVE,defines,recommends,YES,YES,role+status+relation+entity_exact
HELDOUT2_S0027,fresh_support_terms.md,Answer support refers to evidence that directly justifies a response rather than merely sharing keywords.,DEFINE,DEFINE,answer support; evidence selection; retrieval trace,answer support,0.333333,DESCRIPTIVE,DESCRIPTIVE,defines,defines,YES,YES,entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0028,fresh_audit_terms.md,"Audit trail, in this setting, names records that let reviewers reconstruct a release or retrieval decision.",DEFINE,CLAIM,audit trail; human review; model release governance,audit trail; human review; retrieval,0.500000,DESCRIPTIVE,ACTIVE,defines,asserts,YES,YES,role+status+relation+entity_exact
HELDOUT2_S0029,fresh_control_terms.md,"Control surface labels the places where safeguards can change model, tool, or data behaviour.",DEFINE,CLAIM,controls; permission boundary; tool-use security,controls,0.333333,DESCRIPTIVE,ACTIVE,defines,asserts,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0030,fresh_review_terms.md,Human-review checkpoint names a decision point where automated evidence must be inspected before action.,DEFINE,DEFINE,controls; evidence selection; human review,human review,0.333333,DESCRIPTIVE,DESCRIPTIVE,defines,defines,YES,YES,entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0031,fresh_eval_methods.md,"Compare each generated answer against its retrieval trace, then flag unsupported assertions for review.",METHOD,METHOD,answer support; human review; retrieval trace,evaluation; retrieval; retrieval trace,0.200000,ACTIVE,ACTIVE,recommends,recommends,YES,YES,entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0032,fresh_release_methods.md,"Before launch, collect release evidence, unresolved limitations, and reviewer sign-off in one packet.",METHOD,EXAMPLE,evidence selection; human review; model release governance,human review,0.333333,ACTIVE,DESCRIPTIVE,recommends,gives_example,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0033,fresh_privacy_methods.md,Map consent records to permission checks before selecting evidence for a privacy-sensitive answer.,METHOD,METHOD,consent boundary; evidence selection; permission boundary,consent boundary; permission boundary; privacy,0.500000,ACTIVE,ACTIVE,maps_to,recommends,YES,YES,relation+entity_exact
HELDOUT2_S0034,fresh_memory_methods.md,"Rank memory candidates by route dependency, source age, and whether the task needs hidden state.",METHOD,CLAIM,agent memory; route provenance; source context,,0.000000,ACTIVE,ACTIVE,recommends,asserts,YES,YES,role+relation+entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0035,fresh_tool_methods.md,"Log tool calls with permission scope, selected route segment, and the reason the action was allowed.",METHOD,METHOD,permission boundary; RouteMap segment; tool-use security,permission boundary; RouteMap; RouteMap segment,0.500000,ACTIVE,ACTIVE,requires,recommends,YES,YES,relation+entity_exact
HELDOUT2_S0036,fresh_incident_methods.md,"During an incident review, connect symptoms to retrieval traces and then to the control that failed.",METHOD,EXAMPLE,controls; incident response; retrieval trace,controls; retrieval; retrieval trace,0.500000,ACTIVE,DESCRIPTIVE,maps_to,gives_example,YES,YES,role+status+relation+entity_exact
HELDOUT2_S0037,fresh_benchmark_methods.md,"Sample benchmark rows from policy context, operational procedures, examples, and caveats in equal measure.",METHOD,RESULT,benchmark; policy context; RouteMap segment,benchmark; policy context,0.666667,ACTIVE,DESCRIPTIVE,recommends,reports_usefulness,YES,YES,role+status+relation+entity_exact
HELDOUT2_S0038,fresh_human_review_methods.md,Route uncertain answers to human review when evidence selection conflicts with the final answer.,METHOD,CLAIM,answer support; evidence selection; human review,evidence selection; human review,0.666667,ACTIVE,ACTIVE,recommends,asserts,YES,YES,role+relation+entity_exact
HELDOUT2_S0040,fresh_annotation_methods.md,"Label the passage role first, record relation evidence second, and adjudicate entity boundaries last.",METHOD,METHOD,evidence selection; human review; RouteMap segment,RouteMap; RouteMap segment,0.250000,ACTIVE,ACTIVE,recommends,recommends,YES,YES,entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0041,fresh_trace_results.md,The evaluation run recovered more answer-support passages after route provenance was kept with the snippets.,RESULT,RESULT,answer support; evaluation; route provenance,answer support; evaluation; route provenance; RouteMap; RouteMap segment,0.600000,DESCRIPTIVE,DESCRIPTIVE,supports_retrieval,reports_usefulness,YES,YES,relation+entity_exact
HELDOUT2_S0042,fresh_release_results.md,Release reviewers resolved blocked decisions faster when caveats appeared beside the evidence packet.,RESULT,METHOD,evidence selection; human review; model release governance,human review,0.333333,DESCRIPTIVE,ACTIVE,reports_usefulness,recommends,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0044,fresh_memory_results.md,Memory routing returned older but more relevant context for tasks with hidden state dependencies.,RESULT,CLAIM,agent memory; route provenance; source context,agent memory,0.333333,DESCRIPTIVE,ACTIVE,supports_retrieval,asserts,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0045,fresh_tool_results.md,Tool-use security review found that missing permission logs explained most rejected actions.,RESULT,CLAIM,human review; permission boundary; tool-use security,LLM application security; permission boundary; secure AI development; tool-use security,0.400000,DESCRIPTIVE,ACTIVE,reports_usefulness,asserts,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0046,fresh_benchmark_results.md,A mixed benchmark split exposed brittle behaviour on examples that looked like procedures.,RESULT,RESULT,benchmark; evaluation; RouteMap segment,benchmark,0.333333,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0047,fresh_human_review_results.md,Human reviewers agreed more often when the retrieval trace displayed rejected evidence as well as accepted evidence.,RESULT,METHOD,evidence selection; human review; retrieval trace,human review; retrieval; retrieval trace,0.500000,DESCRIPTIVE,ACTIVE,reports_usefulness,recommends,YES,YES,role+status+relation+entity_exact
HELDOUT2_S0048,fresh_audit_results.md,Audit trail inspection showed that answer support was present in seven of nine release decisions.,RESULT,CLAIM,answer support; audit trail; model release governance,answer support; audit trail,0.666667,DESCRIPTIVE,ACTIVE,reports_usefulness,asserts,YES,YES,role+status+relation+entity_exact
HELDOUT2_S0049,fresh_selection_results.md,Evidence selection improved after source context was grouped by route segment instead of document order.,RESULT,RESULT,evidence selection; RouteMap segment; source context,evidence selection; RouteMap; RouteMap segment; source context,0.750000,DESCRIPTIVE,DESCRIPTIVE,supports_retrieval,reports_usefulness,YES,YES,relation+entity_exact
HELDOUT2_S0050,fresh_error_results.md,The mismatch review revealed that policy-context rows were often confused with broad claims.,RESULT,RESULT,mismatch review; policy context; claims,mismatch review; policy context,0.666667,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity_exact
HELDOUT2_S0051,fresh_eval_limits.md,Future benchmark rounds may still overstate generalisation if they reuse the same policy vocabulary.,LIMITATION,LIMITATION,benchmark; evaluation; policy context,benchmark; evaluation,0.666667,LIMITED,LIMITED,warns_about,limits,YES,YES,relation+entity_exact
HELDOUT2_S0052,fresh_release_limits.md,A complete release packet does not prove that the deployed model will behave safely after integration.,LIMITATION,LIMITATION,AI safety evaluation; model release governance; risk management,,0.000000,NEGATED,NEGATED,limits,limits,YES,YES,entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0053,fresh_consent_limits.md,Consent records can be too stale to justify a fresh tool action even when the interface looks authorized.,LIMITATION,EXAMPLE,consent boundary; permission boundary; privacy,consent boundary,0.333333,NEGATED,DESCRIPTIVE,limits,gives_example,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0054,fresh_trace_limits.md,Retrieval traces may miss reasoning steps that occur after evidence enters the prompt.,LIMITATION,EXAMPLE,answer support; retrieval trace; RouteMap segment,retrieval; retrieval trace,0.250000,LIMITED,DESCRIPTIVE,warns_about,gives_example,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0055,fresh_memory_limits.md,Agent memory can preserve obsolete source context unless review processes remove or downgrade it.,LIMITATION,BACKGROUND,agent memory; human review; source context,agent memory; source context,0.666667,LIMITED,DESCRIPTIVE,warns_about,sets_context,YES,NO,role+status+relation+answer+entity_exact
HELDOUT2_S0056,fresh_tool_limits.md,Permission checks are not enough when the tool output can leak private data through a later route.,LIMITATION,METHOD,permission boundary; privacy; tool-use security,permission boundary; privacy,0.666667,NEGATED,ACTIVE,limits,recommends,YES,YES,role+status+relation+entity_exact
HELDOUT2_S0057,fresh_review_limits.md,Human review is constrained when audit trails omit rejected evidence and reviewer rationale.,LIMITATION,METHOD,audit trail; evidence selection; human review,audit trail; human review,0.666667,LIMITED,ACTIVE,warns_about,recommends,YES,YES,role+status+relation+entity_exact
HELDOUT2_S0058,fresh_benchmark_limits.md,"A route benchmark remains incomplete without operational incidents, adversarial examples, and noisy documentation.",LIMITATION,LIMITATION,benchmark; incident response; RouteMap segment,benchmark,0.333333,LIMITED,LIMITED,warns_about,limits,YES,YES,relation+entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0059,fresh_policy_limits.md,Policy context can warn about risk without specifying the control step needed for a particular system.,LIMITATION,DEFINE,controls; policy context; risk management,controls; policy context,0.666667,LIMITED,DESCRIPTIVE,warns_about,defines,YES,YES,role+status+relation+entity_exact
HELDOUT2_S0060,fresh_support_limits.md,Answer support is fragile if relation labels are right but entity boundaries drift across passages.,LIMITATION,LIMITATION,answer support; evidence selection; RouteMap segment,answer support; RouteMap; RouteMap segment,0.500000,LIMITED,LIMITED,warns_about,limits,YES,YES,relation+entity_exact
HELDOUT2_S0061,fresh_eval_steps.md,"Next, assemble a second fresh split from incident reports and release-board minutes.",NEXT_STEP,NEXT_STEP,benchmark; incident response; model release governance,evaluation; governance,0.000000,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0062,fresh_release_steps.md,Future evaluation should compare model release governance rows with ordinary project-management notes.,NEXT_STEP,BACKGROUND,evaluation; model release governance; source context,evaluation; governance; model release governance,0.500000,ACTIVE,DESCRIPTIVE,proposes_next_test,sets_context,YES,NO,role+status+relation+answer+entity_exact
HELDOUT2_S0063,fresh_privacy_steps.md,Add consent-boundary examples that mix permission checks with unrelated privacy background.,NEXT_STEP,EXAMPLE,consent boundary; permission boundary; privacy,consent boundary; permission boundary; privacy,1.000000,ACTIVE,DESCRIPTIVE,proposes_next_test,gives_example,YES,YES,role+status+relation
HELDOUT2_S0064,fresh_trace_steps.md,The next retrieval test should hide titles and require the extractor to infer route provenance from text alone.,NEXT_STEP,NEXT_STEP,retrieval trace; route extraction; route provenance,retrieval; route provenance,0.250000,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0065,fresh_memory_steps.md,Run an agent-memory benchmark where old context competes with newer but less relevant evidence.,NEXT_STEP,RESULT,agent memory; benchmark; evidence selection,agent memory; benchmark,0.666667,ACTIVE,DESCRIPTIVE,proposes_next_test,reports_usefulness,YES,YES,role+status+relation+entity_exact
HELDOUT2_S0066,fresh_tool_steps.md,"A follow-up tool-use security set should include plugins, command execution, and delegated agents.",NEXT_STEP,EXAMPLE,agent memory; permission boundary; tool-use security,LLM application security; tool-use security,0.250000,ACTIVE,DESCRIPTIVE,proposes_next_test,gives_example,YES,YES,role+status+relation+entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0068,fresh_benchmark_steps.md,"Build noisy benchmark rows that contain definitions, caveats, and examples in a single paragraph.",NEXT_STEP,NEXT_STEP,benchmark; gold labels; mismatch review,benchmark,0.333333,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0069,fresh_audit_steps.md,The next audit-trail test should measure whether reviewers can reconstruct the release decision.,NEXT_STEP,NEXT_STEP,audit trail; human review; model release governance,audit trail; human review,0.666667,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity_exact
HELDOUT2_S0070,fresh_support_steps.md,Create answer-support cases where the cited passage is relevant but the relation path is wrong.,NEXT_STEP,DEFINE,answer support; evidence selection; RouteMap segment,answer support; RouteMap; RouteMap segment,0.500000,ACTIVE,DESCRIPTIVE,proposes_next_test,defines,YES,YES,role+status+relation+entity_exact
HELDOUT2_S0071,fresh_hospital_examples.md,"In a hospital triage review, consent evidence and safety evaluation notes can point to different routes.",EXAMPLE,EXAMPLE,AI safety evaluation; consent boundary; privacy,AI safety evaluation; consent boundary; evaluation,0.500000,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity_exact
HELDOUT2_S0072,fresh_release_examples.md,Suppose a release board blocks launch because the audit trail lacks reviewer rationale.,EXAMPLE,METHOD,audit trail; human review; model release governance,audit trail; governance; human review,0.500000,DESCRIPTIVE,ACTIVE,gives_example,recommends,YES,YES,role+status+relation+entity_exact
HELDOUT2_S0073,fresh_chatbot_examples.md,"When a support chatbot requests a refund-tool call, the permission boundary may depend on account history.",EXAMPLE,EXAMPLE,permission boundary; privacy; tool-use security,permission boundary,0.333333,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0074,fresh_memory_examples.md,One coding task may need last week's migration note rather than the newest design comment.,EXAMPLE,EXAMPLE,agent memory; route provenance; source context,,0.000000,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0075,fresh_trace_examples.md,"For instance, a cited paragraph can mention privacy while failing to support the answer's consent claim.",EXAMPLE,EXAMPLE,answer support; evidence selection; privacy,consent boundary; privacy,0.250000,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0076,fresh_tool_examples.md,A plugin that reads calendars and sends email illustrates why tool-use security needs separate route checks.,EXAMPLE,BACKGROUND,permission boundary; RouteMap segment; tool-use security,LLM application security; tool-use security,0.250000,DESCRIPTIVE,DESCRIPTIVE,gives_example,sets_context,YES,MAYBE,role+relation+answer+entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0077,fresh_incident_examples.md,"During an incident, an operator might trace a harmful answer through retrieval logs and a stale memory entry.",EXAMPLE,EXAMPLE,agent memory; incident response; retrieval trace,retrieval,0.000000,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0078,fresh_benchmark_examples.md,A synthetic benchmark row could look procedural while actually describing a concrete reviewer scenario.,EXAMPLE,EXAMPLE,benchmark; human review; RouteMap segment,benchmark; human review,0.666667,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity_exact
HELDOUT2_S0079,fresh_audit_examples.md,An auditor comparing two release packets may follow evidence selection differences before reading conclusions.,EXAMPLE,EXAMPLE,audit trail; evidence selection; model release governance,evidence selection; human review,0.250000,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity_exact+entity_jaccard_lt_0.5
HELDOUT2_S0080,fresh_answer_examples.md,A final answer that cites policy context but omits the controlling route segment shows a support failure.,EXAMPLE,METHOD,answer support; policy context; RouteMap segment,policy context; RouteMap; RouteMap segment,0.500000,DESCRIPTIVE,ACTIVE,gives_example,recommends,YES,YES,role+status+relation+entity_exact
