doc_id,segment_id,title,segment_index,text,gold_role,gold_entities,gold_operative_status,gold_relation,gold_answer_relevant,notes
DOC0002,DOC0002_S0004,02_ncsc_secure_ai_development_route_notes.md,3,"### DEFINE Secure AI system development means designing, building, deploying, operating, and maintaining AI systems with explicit security responsibilities and mitigations at each stage.",,,,,,
DOC0002,DOC0002_S0005,02_ncsc_secure_ai_development_route_notes.md,4,"### METHOD The lifecycle can be routed through secure design, secure development, secure deployment, and secure operation and maintenance.",,,,,,
DOC0002,DOC0002_S0006,02_ncsc_secure_ai_development_route_notes.md,5,"### CLAIM Security outcomes cannot be delegated entirely to end users; organisations building AI systems need to take responsibility for foreseeable misuse, monitoring, updates, and transparency.",,,,,,
DOC0002,DOC0002_S0007,02_ncsc_secure_ai_development_route_notes.md,6,"### EXAMPLE Secure operation includes logging, monitoring, update management, incident response planning, and information sharing after deployment.",,,,,,
DOC0002,DOC0002_S0008,02_ncsc_secure_ai_development_route_notes.md,7,### LIMITATION The guidance gives general mitigations but does not by itself prove that a specific model or deployment is safe; implementation evidence is still required.,,,,,,
DOC0002,DOC0002_S0009,02_ncsc_secure_ai_development_route_notes.md,8,"### NEXT_STEP RouteMap should test whether scattered passages about design, deployment, and maintenance are linked as a single lifecycle chain.",,,,,,
DOC0002,DOC0002_S0010,02_ncsc_secure_ai_development_route_notes.md,9,### RESULT This document is suitable for dependency-chain retrieval because the relevant guidance is distributed across multiple lifecycle phases.,,,,,,
DOC0003,DOC0003_S0001,03_owasp_llm_top10_route_notes.md,0,# OWASP Top 10 for LLM Applications — Route Notes,,,,,,
DOC0003,DOC0003_S0002,03_owasp_llm_top10_route_notes.md,1,"## Source Metadata - Primary URL: https://owasp.org/www-project-top-10-for-large-language-model-applications/ - Alternate URL: https://genai.owasp.org/llm-top-10/ - Benchmark note: original RouteMap-oriented route-note document, not a copied source page.",,,,,,
DOC0003,DOC0003_S0003,03_owasp_llm_top10_route_notes.md,2,### BACKGROUND OWASP maintains a security project focused on common risks in large language model applications.,,,,,,
DOC0003,DOC0003_S0004,03_owasp_llm_top10_route_notes.md,3,"### DEFINE An LLM application risk is a vulnerability pattern that can allow the model, surrounding tools, data pipeline, or agent workflow to behave insecurely or expose sensitive information.",,,,,,
DOC0003,DOC0003_S0005,03_owasp_llm_top10_route_notes.md,4,"### CLAIM LLM security differs from ordinary web security because prompts, tool access, retrieval context, model outputs, and agent autonomy all become part of the attack surface.",,,,,,
DOC0003,DOC0003_S0006,03_owasp_llm_top10_route_notes.md,5,"### METHOD A practical security review should identify prompt injection risks, insecure output handling, data exposure risks, tool or plugin risks, supply chain issues, and overreliance on generated content.",,,,,,
DOC0003,DOC0003_S0007,03_owasp_llm_top10_route_notes.md,6,### EXAMPLE Prompt injection should be annotated as a threat route where untrusted input modifies the model's intended instruction path.,,,,,,
DOC0003,DOC0003_S0008,03_owasp_llm_top10_route_notes.md,7,"### LIMITATION A top-ten list is useful for prioritisation but it is not a complete threat model for every product, sector, or deployment context.",,,,,,
DOC0003,DOC0003_S0009,03_owasp_llm_top10_route_notes.md,8,"### NEXT_STEP For RouteMap, this source is useful for testing whether the extractor identifies risk definitions, mitigation methods, and concrete examples.",,,,,,
DOC0003,DOC0003_S0010,03_owasp_llm_top10_route_notes.md,9,"### RESULT This document should create labels across DEFINE, METHOD, CLAIM, LIMITATION, and EXAMPLE.",,,,,,
DOC0004,DOC0004_S0001,04_ico_ai_data_protection_route_notes.md,0,# ICO AI and Data Protection Guidance — Route Notes,,,,,,
DOC0004,DOC0004_S0002,04_ico_ai_data_protection_route_notes.md,1,"## Source Metadata - Primary URL: https://ico.org.uk/for-organisations/uk-gdpr-guidance-and-resources/artificial-intelligence/guidance-on-ai-and-data-protection/ - Benchmark note: original RouteMap-oriented route-note document, not a copied source page.",,,,,,
DOC0004,DOC0004_S0003,04_ico_ai_data_protection_route_notes.md,2,### BACKGROUND The ICO guidance explains how data protection principles apply when organisations build or use AI systems involving personal data.,,,,,,
DOC0004,DOC0004_S0004,04_ico_ai_data_protection_route_notes.md,3,"### DEFINE Personal data in AI includes information relating to an identified or identifiable person, including data used in training, testing, deployment, profiling, or explanation.",,,,,,
DOC0004,DOC0004_S0005,04_ico_ai_data_protection_route_notes.md,4,"### CLAIM AI systems can create data protection risks because they may process large datasets, infer sensitive attributes, automate decisions, or make explanations difficult.",,,,,,
DOC0004,DOC0004_S0006,04_ico_ai_data_protection_route_notes.md,5,"### METHOD A compliant AI workflow should consider lawful basis, fairness, transparency, data minimisation, security, accountability, and data protection impact assessment where appropriate.",,,,,,
DOC0004,DOC0004_S0007,04_ico_ai_data_protection_route_notes.md,6,"### LIMITATION Technical accuracy alone does not settle whether an AI system is fair, lawful, or transparent under data protection law.",,,,,,
DOC0004,DOC0004_S0008,04_ico_ai_data_protection_route_notes.md,7,### EXAMPLE A model that predicts user behaviour from behavioural data may require a privacy assessment even if it does not directly reveal the training data.,,,,,,
DOC0004,DOC0004_S0009,04_ico_ai_data_protection_route_notes.md,8,### NEXT_STEP RouteMap should test whether privacy definitions are separated from compliance methods and limitations about fairness or explainability.,,,,,,
DOC0004,DOC0004_S0010,04_ico_ai_data_protection_route_notes.md,9,"### RESULT This document is useful because legal definitions, process obligations, risks, and examples appear close together.",,,,,,
DOC0005,DOC0005_S0001,05_google_saif_route_notes.md,0,# Google Secure AI Framework — Route Notes,,,,,,
DOC0005,DOC0005_S0002,05_google_saif_route_notes.md,1,"## Source Metadata - Primary URL: https://safety.google/intl/en_sg/safety/saif/ - Alternate URL: https://cloud.google.com/use-cases/secure-ai-framework - Benchmark note: original RouteMap-oriented route-note document, not a copied source page.",,,,,,
DOC0005,DOC0005_S0003,05_google_saif_route_notes.md,2,"### BACKGROUND Google describes SAIF as a framework for securing AI systems and helping organisations handle model risk, security, and privacy concerns.",,,,,,
DOC0005,DOC0005_S0004,05_google_saif_route_notes.md,3,"### DEFINE A secure AI framework is a set of practices for protecting AI systems, data, models, users, and deployment environments across the lifecycle.",,,,,,
DOC0005,DOC0005_S0005,05_google_saif_route_notes.md,4,"### CLAIM Security for AI needs to be designed into the system rather than added after deployment because model behaviour, data pipelines, and tool integrations can all create new attack surfaces.",,,,,,
DOC0005,DOC0005_S0006,05_google_saif_route_notes.md,5,"### METHOD A SAIF-style review should map assets, identify AI-specific risks, harden infrastructure, monitor model behaviour, control access, and prepare response processes.",,,,,,
DOC0005,DOC0005_S0007,05_google_saif_route_notes.md,6,### EXAMPLE A data poisoning scenario should be labelled as a risk route where untrusted data enters training or retrieval and changes downstream behaviour.,,,,,,
DOC0005,DOC0005_S0008,05_google_saif_route_notes.md,7,"### LIMITATION A framework can guide security work, but it does not replace implementation evidence, red-team testing, or production monitoring.",,,,,,
DOC0005,DOC0005_S0009,05_google_saif_route_notes.md,8,### NEXT_STEP RouteMap should test whether the system links security controls to the risks they mitigate.,,,,,,
DOC0005,DOC0005_S0010,05_google_saif_route_notes.md,9,"### RESULT This document is useful for retrieval because the relevant concepts are security roles, threat routes, lifecycle methods, and mitigations.",,,,,,
DOC0006,DOC0006_S0001,06_microsoft_responsible_ai_standard_route_notes.md,0,# Microsoft Responsible AI Standard — Route Notes,,,,,,
DOC0006,DOC0006_S0002,06_microsoft_responsible_ai_standard_route_notes.md,1,"## Source Metadata - Primary URL: https://www.microsoft.com/en-us/ai/principles-and-approach - PDF URL: https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-brand/documents/Microsoft-Responsible-AI-Standard-General-Requirements.pdf - Benchmark note: original RouteMap-oriented route-note document, not a copied source page.",,,,,,
DOC0006,DOC0006_S0003,06_microsoft_responsible_ai_standard_route_notes.md,2,"### BACKGROUND Microsoft describes responsible AI as a set of principles and practices for designing, building, testing, and deploying AI systems responsibly.",,,,,,
DOC0006,DOC0006_S0004,06_microsoft_responsible_ai_standard_route_notes.md,3,"### DEFINE A responsible AI standard converts broad principles into product-development requirements, governance checkpoints, and review practices.",,,,,,
DOC0006,DOC0006_S0005,06_microsoft_responsible_ai_standard_route_notes.md,4,"### CLAIM Principles alone are not sufficient unless they are connected to concrete engineering, review, and accountability processes.",,,,,,
DOC0006,DOC0006_S0006,06_microsoft_responsible_ai_standard_route_notes.md,5,"### METHOD A responsible AI workflow can include impact assessment, risk review, human oversight, testing, documentation, release controls, and monitoring.",,,,,,
DOC0006,DOC0006_S0007,06_microsoft_responsible_ai_standard_route_notes.md,6,### RESULT This document should produce RouteMap labels where principle statements are CLAIMs and product-development requirements are METHODs.,,,,,,
DOC0006,DOC0006_S0008,06_microsoft_responsible_ai_standard_route_notes.md,7,"### LIMITATION A company standard can improve consistency, but external validation and context-specific risk analysis are still needed.",,,,,,
DOC0006,DOC0006_S0009,06_microsoft_responsible_ai_standard_route_notes.md,8,"### EXAMPLE A fairness review should be labelled METHOD when it describes an assessment step, but LIMITATION when it describes unresolved fairness uncertainty.",,,,,,
DOC0006,DOC0006_S0010,06_microsoft_responsible_ai_standard_route_notes.md,9,### NEXT_STEP RouteMap should test whether it can distinguish aspirational principle language from enforceable process language.,,,,,,
DOC0007,DOC0007_S0001,07_cisa_ai_roadmap_route_notes.md,0,"## Source Metadata - Primary URL: https://www.cisa.gov/resources-tools/resources/roadmap-ai - PDF URL: https://www.cisa.gov/sites/default/files/2025-04/ARCHIVE_20232024CISARoadmapAI508.pdf - Benchmark note: original RouteMap-oriented route-note document, not a copied source page.",,,,,,
DOC0007,DOC0007_S0002,07_cisa_ai_roadmap_route_notes.md,1,"### BACKGROUND CISA's AI roadmap describes how the agency approaches AI in relation to cybersecurity, critical infrastructure, and national risk management.",,,,,,
DOC0007,DOC0007_S0003,07_cisa_ai_roadmap_route_notes.md,2,"### DEFINE An AI roadmap is a strategic plan that links organisational mission, capabilities, risks, governance, and operational priorities.",,,,,,
DOC0007,DOC0007_S0004,07_cisa_ai_roadmap_route_notes.md,3,"### CLAIM AI can improve cyber defence, but it can also expand adversary capabilities, introduce new dependencies, and require new forms of assurance.",,,,,,
DOC0007,DOC0007_S0005,07_cisa_ai_roadmap_route_notes.md,4,"### METHOD A roadmap-style workflow should identify mission use cases, evaluate risk, coordinate stakeholders, build internal capability, and support secure adoption.",,,,,,
DOC0007,DOC0007_S0006,07_cisa_ai_roadmap_route_notes.md,5,"### LIMITATION A roadmap sets direction, but it does not by itself validate individual systems or resolve all operational tradeoffs.",,,,,,
DOC0007,DOC0007_S0007,07_cisa_ai_roadmap_route_notes.md,6,"### RESULT This document is useful because it contains strategic CLAIMs, METHOD-like actions, and LIMITATION passages about adoption constraints.",,,,,,
DOC0007,DOC0007_S0008,07_cisa_ai_roadmap_route_notes.md,7,### NEXT_STEP RouteMap should test whether strategic goals can be separated from concrete methods and risk limitations.,,,,,,
DOC0007,DOC0007_S0009,07_cisa_ai_roadmap_route_notes.md,8,### EXAMPLE A passage about using AI to improve cyber operations should be treated differently from a passage warning about adversarial AI misuse.,,,,,,
DOC0008,DOC0008_S0001,08_eu_ai_act_risk_management_route_notes.md,0,# EU AI Act Risk Management — Route Notes,,,,,,
DOC0008,DOC0008_S0002,08_eu_ai_act_risk_management_route_notes.md,1,"## Source Metadata - Primary URL: https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-9 - Alternate URL: https://artificialintelligenceact.eu/article/9/ - Benchmark note: original RouteMap-oriented route-note document, not a copied source page.",,,,,,
DOC0008,DOC0008_S0003,08_eu_ai_act_risk_management_route_notes.md,2,"### BACKGROUND The EU AI Act creates a regulatory framework for AI systems, including lifecycle obligations for high-risk AI systems.",,,,,,
DOC0008,DOC0008_S0004,08_eu_ai_act_risk_management_route_notes.md,3,"### DEFINE A risk management system for high-risk AI is a continuous process for identifying, analysing, evaluating, mitigating, and reviewing risks across the system lifecycle.",,,,,,
DOC0008,DOC0008_S0005,08_eu_ai_act_risk_management_route_notes.md,4,### CLAIM Risk management is not a one-time document; it must be maintained and updated as the AI system and its deployment conditions change.,,,,,,
DOC0008,DOC0008_S0006,08_eu_ai_act_risk_management_route_notes.md,5,"### METHOD A provider should identify known and foreseeable risks, estimate and evaluate those risks, implement mitigation measures, and test whether the controls are effective.",,,,,,
DOC0008,DOC0008_S0007,08_eu_ai_act_risk_management_route_notes.md,6,### LIMITATION Compliance with a risk management process does not mean all risks are eliminated; residual risk and context of use still matter.,,,,,,
DOC0008,DOC0008_S0008,08_eu_ai_act_risk_management_route_notes.md,7,### EXAMPLE A model used in a high-risk setting may require special attention to vulnerable groups and foreseeable misuse.,,,,,,
DOC0008,DOC0008_S0009,08_eu_ai_act_risk_management_route_notes.md,8,"### NEXT_STEP RouteMap should test whether legal obligations, methods, and limitations are retrieved as linked but distinct passages.",,,,,,
DOC0008,DOC0008_S0010,08_eu_ai_act_risk_management_route_notes.md,9,"### RESULT This document is especially useful for multi-source QA because the final answer may need definition, method, and limitation passages together.",,,,,,
DOC0009,DOC0009_S0001,09_route_extraction_benchmark_design_notes.md,0,# Route Extraction Benchmark Design — Seed Document,,,,,,
DOC0009,DOC0009_S0002,09_route_extraction_benchmark_design_notes.md,1,"## Source Metadata - Primary URL: local://routemap-benchmark-design - Benchmark note: original RouteMap-oriented route-note document, not a copied source page.",,,,,,
DOC0009,DOC0009_S0003,09_route_extraction_benchmark_design_notes.md,2,"### BACKGROUND A RouteMap benchmark needs documents that contain definitions, methods, claims, examples, limitations, results, and next steps.",,,,,,
DOC0009,DOC0009_S0004,09_route_extraction_benchmark_design_notes.md,3,"### DEFINE A route label describes the job a passage performs in a document, such as defining a term, stating a claim, reporting a result, or identifying a limitation.",,,,,,
DOC0009,DOC0009_S0005,09_route_extraction_benchmark_design_notes.md,4,"### METHOD A human annotator should label each passage by role, entity, operative status, and relation before model evaluation.",,,,,,
DOC0009,DOC0009_S0006,09_route_extraction_benchmark_design_notes.md,5,### CLAIM Route-based retrieval should be most useful when the answer depends on structural roles rather than simple keyword overlap.,,,,,,
DOC0009,DOC0009_S0007,09_route_extraction_benchmark_design_notes.md,6,"### RESULT Previous sandbox tests showed strong gains on synthetic and silver-label real-document retrieval, but human-gold validation is still required.",,,,,,
DOC0009,DOC0009_S0008,09_route_extraction_benchmark_design_notes.md,7,### LIMITATION A benchmark built only from route-friendly documents may overestimate performance; future corpora should include ambiguous and adversarial passages.,,,,,,
DOC0009,DOC0009_S0009,09_route_extraction_benchmark_design_notes.md,8,### NEXT_STEP The next benchmark version should include 100 to 300 human-labelled passages and 20 to 75 QA queries.,,,,,,
DOC0009,DOC0009_S0010,09_route_extraction_benchmark_design_notes.md,9,"### EXAMPLE A question asking for a compliance process may require a DEFINE passage, a METHOD passage, and a LIMITATION passage.",,,,,,
DOC0010,DOC0010_S0001,10_long_context_agent_memory_notes.md,0,# Long-Context Agent Memory — Seed Document,,,,,,
DOC0010,DOC0010_S0002,10_long_context_agent_memory_notes.md,1,"## Source Metadata - Primary URL: local://long-context-agent-memory - Benchmark note: original RouteMap-oriented route-note document, not a copied source page.",,,,,,
DOC0010,DOC0010_S0003,10_long_context_agent_memory_notes.md,2,### BACKGROUND Long-context systems can fail when relevant information is present but not structurally connected to the question.,,,,,,
DOC0010,DOC0010_S0004,10_long_context_agent_memory_notes.md,3,"### DEFINE Agent memory routing is the process of storing and retrieving information according to task role, entity, dependency, and state transition.",,,,,,
DOC0010,DOC0010_S0005,10_long_context_agent_memory_notes.md,4,### CLAIM A memory system should not treat every stored passage as equally relevant; it should prioritise passages that occupy the right route in the task.,,,,,,
DOC0010,DOC0010_S0006,10_long_context_agent_memory_notes.md,5,"### METHOD A route-aware memory system can store compact identifiers for document scope, entity, role, relation, and source pointer.",,,,,,
DOC0010,DOC0010_S0007,10_long_context_agent_memory_notes.md,6,### RESULT A compact route index can reduce storage and comparison costs while preserving links to the raw source text.,,,,,,
DOC0010,DOC0010_S0008,10_long_context_agent_memory_notes.md,7,"### LIMITATION Route compression can lose detail if the role or entity extraction is wrong, so fallback retrieval and source inspection are still needed.",,,,,,
DOC0010,DOC0010_S0009,10_long_context_agent_memory_notes.md,8,### NEXT_STEP A practical implementation should combine route retrieval with neural embeddings and keyword fallback.,,,,,,
DOC0010,DOC0010_S0010,10_long_context_agent_memory_notes.md,9,"### EXAMPLE A coding agent may need the route from request handler to permission check to database write, not just files containing the word permission.",,,,,,
