segment_id,title,text,gold_role,pred_role,role_failed,gold_relation,pred_relation,relation_failed,gold_operative_status,pred_operative_status,operative_status_failed,gold_answer_relevant,pred_answer_relevant,answer_relevant_failed,gold_entities,pred_entities,entity_jaccard,entity_failed,failure_pattern,notes
HELDOUT_S0011,heldout_ai_risk_claims.md,"Monitoring is valuable, but it should be treated as an accountability signal rather than proof of safety.",CLAIM,CLAIM,0,asserts,asserts,0,ACTIVE,ACTIVE,0,YES,YES,0,monitoring,AI risk; monitoring,0.500,1,entity,General thesis
HELDOUT_S0012,heldout_risk_route_claims.md,"Risk scores are more useful when their route through data, model behavior, and user impact remains visible.",CLAIM,CLAIM,0,asserts,asserts,0,ACTIVE,ACTIVE,0,YES,YES,0,model behavior,AI risk; model behavior; data,0.333,1,entity,General thesis
HELDOUT_S0013,heldout_governance_claims.md,A governance process can become theatre if the evidence never reaches release decisions.,CLAIM,CLAIM,0,asserts,asserts,0,ACTIVE,ACTIVE,0,YES,YES,0,governance,governance,1.000,0,none,General thesis
HELDOUT_S0014,heldout_secure_ai_claims.md,Secure AI work is stronger when control evidence travels with retrieval results instead of living in a separate checklist.,CLAIM,CLAIM,0,asserts,asserts,0,ACTIVE,ACTIVE,0,YES,YES,0,secure AI development; retrieval; evaluation,retrieval,0.333,1,entity,General thesis
HELDOUT_S0015,heldout_memory_claims.md,Agent memory should prioritize dependency structure over recency alone when a task depends on hidden state.,CLAIM,CLAIM,0,asserts,asserts,0,ACTIVE,ACTIVE,0,YES,YES,0,agent memory,agent memory,1.000,0,none,General thesis
HELDOUT_S0016,heldout_privacy_claims.md,Privacy review cannot be reduced to checkbox language even when a formal process exists.,CLAIM,CLAIM,0,asserts,asserts,0,NEGATED,NEGATED,0,YES,YES,0,privacy,data protection,0.000,1,entity,General thesis
HELDOUT_S0017,heldout_retrieval_claims.md,Route-based retrieval should help most when a question requires relation context rather than repeated keywords.,CLAIM,CLAIM,0,asserts,asserts,0,ACTIVE,ACTIVE,0,YES,YES,0,retrieval; evaluation,RouteMap; retrieval,0.333,1,entity,General thesis
HELDOUT_S0018,heldout_model_card_claims.md,A model card is most valuable when it explains design choices rather than simply listing controls.,CLAIM,CLAIM,0,asserts,asserts,0,ACTIVE,ACTIVE,0,YES,YES,0,controls,model behavior,0.000,1,entity,General thesis
HELDOUT_S0019,heldout_eval_claims.md,"Safety evaluation needs traceable disagreement, not just a single-number score.",CLAIM,CLAIM,0,asserts,asserts,0,ACTIVE,ACTIVE,0,YES,YES,0,evaluation,RouteMap segment,0.000,1,entity,General thesis
HELDOUT_S0020,heldout_context_claims.md,"Retrieval quality depends on whether relevant segments are connected, not merely present in the context window.",CLAIM,CLAIM,0,asserts,asserts,0,ACTIVE,ACTIVE,0,YES,YES,0,retrieval; evaluation,retrieval,0.500,1,entity,General thesis
HELDOUT_S0021,heldout_route_definitions.md,"Route provenance names the chain of sources, roles, and relations that support an answer.",DEFINE,CLAIM,1,defines,asserts,1,DESCRIPTIVE,ACTIVE,1,YES,YES,0,route provenance; source context,RouteMap segment,0.000,1,role+operative_status+relation+entity,Defines a term
HELDOUT_S0022,heldout_trace_definitions.md,A retrieval trace is the ordered path from query intent to selected evidence and final answer support.,DEFINE,CLAIM,1,defines,asserts,1,DESCRIPTIVE,ACTIVE,1,YES,YES,0,retrieval trace; answer support; retrieval; evaluation,retrieval,0.250,1,role+operative_status+relation+entity,Defines a term
HELDOUT_S0023,heldout_posture_definitions.md,"AI risk posture denotes the current exposure created by model capability, deployment context, controls, and oversight.",DEFINE,CLAIM,1,defines,asserts,1,DESCRIPTIVE,ACTIVE,1,YES,YES,0,AI risk management; controls,AI risk; model behavior,0.000,1,role+operative_status+relation+entity,Defines a term
HELDOUT_S0024,heldout_privacy_definitions.md,"A consent boundary describes where a user permission applies, expires, or must be renewed.",DEFINE,CLAIM,1,defines,asserts,1,DESCRIPTIVE,ACTIVE,1,YES,YES,0,privacy; permission boundary,data protection,0.000,1,role+operative_status+relation+entity,Defines a term
HELDOUT_S0025,heldout_safety_case_definitions.md,"A safety case is an argument that links system hazards, mitigations, evidence, and residual uncertainty.",DEFINE,CLAIM,1,defines,asserts,1,DESCRIPTIVE,ACTIVE,1,YES,YES,0,RouteMap segment,RouteMap segment,1.000,0,role+operative_status+relation,Defines a term
HELDOUT_S0026,heldout_graph_definitions.md,A dependency edge names a relationship where one passage changes the interpretation or reliability of another passage.,DEFINE,CLAIM,1,defines,asserts,1,DESCRIPTIVE,ACTIVE,1,YES,YES,0,RouteMap segment,RouteMap segment,1.000,0,role+operative_status+relation,Defines a term
HELDOUT_S0027,heldout_eval_definitions.md,An evaluation blind spot refers to a recurring failure that the benchmark does not make observable.,DEFINE,DEFINE,0,defines,defines,0,DESCRIPTIVE,DESCRIPTIVE,0,YES,YES,0,benchmark; evaluation,benchmark,0.500,1,entity,Defines a term
HELDOUT_S0028,heldout_ops_definitions.md,"Operational readiness means the team can monitor, update, and roll back an AI feature under expected conditions.",DEFINE,DEFINE,0,defines,defines,0,DESCRIPTIVE,DESCRIPTIVE,0,YES,YES,0,RouteMap segment,RouteMap segment,1.000,0,none,Defines a term
HELDOUT_S0029,heldout_redteam_definitions.md,"A red-team finding records a tested weakness, the attempted exploit route, and the observed system response.",DEFINE,CLAIM,1,defines,asserts,1,DESCRIPTIVE,ACTIVE,1,YES,YES,0,RouteMap segment,RouteMap segment,1.000,0,role+operative_status+relation,Defines a term
HELDOUT_S0030,heldout_context_definitions.md,Context collapse describes the loss of task-relevant structure when many passages are merged into one prompt.,DEFINE,CLAIM,1,defines,asserts,1,DESCRIPTIVE,ACTIVE,1,YES,YES,0,RouteMap segment,RouteMap segment,1.000,0,role+operative_status+relation,Defines a term
HELDOUT_S0031,heldout_annotation_methods.md,"Start by mapping the user question to candidate roles, then retrieve passages that fill each role before composing the answer.",METHOD,CLAIM,1,maps_to,asserts,1,ACTIVE,ACTIVE,0,YES,YES,0,RouteMap segment,RouteMap segment,1.000,0,role+relation,Procedure
HELDOUT_S0032,heldout_security_methods.md,"The security reviewer should identify tool permissions, untrusted inputs, output handling, and logging gaps before approval.",METHOD,METHOD,0,recommends,recommends,0,ACTIVE,ACTIVE,0,YES,YES,0,permission boundary; human review; LLM application security,tool risk,0.000,1,entity,Procedure
HELDOUT_S0033,heldout_testing_methods.md,"Run canary prompts against the retrieval stack, inspect the selected segments, and record any unsupported answer claims.",METHOD,CLAIM,1,recommends,asserts,1,ACTIVE,ACTIVE,0,YES,YES,0,retrieval; evaluation,retrieval,0.500,1,role+relation+entity,Procedure
HELDOUT_S0034,heldout_eval_methods.md,"For each query, retrieve candidates with both route labels and keyword fallback, then compare the ranked evidence sets.",METHOD,CLAIM,1,maps_to,asserts,1,ACTIVE,ACTIVE,0,YES,YES,0,evaluation,RouteMap,0.000,1,role+relation+entity,Procedure
HELDOUT_S0035,heldout_deployment_methods.md,"A deployment workflow should consider model version, data source freshness, human escalation, and rollback criteria.",METHOD,METHOD,0,recommends,recommends,0,ACTIVE,ACTIVE,0,YES,YES,0,human review; source context,model behavior; data,0.000,1,entity,Procedure
HELDOUT_S0036,heldout_review_methods.md,Operators compare the generated answer with source segments and flag any claim that lacks a supporting route.,METHOD,CLAIM,1,maps_to,asserts,1,ACTIVE,ACTIVE,0,YES,YES,0,source context,RouteMap segment,0.000,1,role+relation+entity,Procedure
HELDOUT_S0037,heldout_two_pass_methods.md,"Use a two-pass review: first assign passage roles, then verify whether the answer used the right role sequence.",METHOD,CLAIM,1,recommends,asserts,1,ACTIVE,ACTIVE,0,YES,YES,0,RouteMap segment,RouteMap segment,1.000,0,role+relation,Procedure
HELDOUT_S0038,heldout_procedure_methods.md,"The procedure records the query, route candidates, accepted evidence, rejected evidence, and reviewer rationale.",METHOD,METHOD,0,maps_to,recommends,1,ACTIVE,ACTIVE,0,YES,YES,0,human review,RouteMap segment,0.000,1,relation+entity,Procedure
HELDOUT_S0039,heldout_annotation_methods.md,"During annotation, a reviewer marks the main role first and adds relation notes only after the role label is stable.",METHOD,CLAIM,1,recommends,asserts,1,ACTIVE,ACTIVE,0,YES,YES,0,human review,RouteMap segment,0.000,1,role+relation+entity,Procedure
HELDOUT_S0040,heldout_monitoring_methods.md,"A monitoring routine samples live answers, checks source drift, and opens review tickets for unsupported routes.",METHOD,CLAIM,1,maps_to,asserts,1,ACTIVE,ACTIVE,0,YES,YES,0,monitoring; source context,monitoring,0.500,1,role+relation+entity,Procedure
HELDOUT_S0041,heldout_pilot_results.md,The pilot run found that route labels recovered five answer-relevant passages missed by keyword search.,RESULT,CLAIM,1,supports_retrieval,asserts,1,DESCRIPTIVE,ACTIVE,1,YES,YES,0,RouteMap segment,RouteMap,0.000,1,role+operative_status+relation+entity,Reported finding
HELDOUT_S0042,heldout_split_results.md,The held-out split produced a balanced confusion table with most errors concentrated in claim versus method.,RESULT,CLAIM,1,reports_usefulness,asserts,1,DESCRIPTIVE,ACTIVE,1,YES,YES,0,RouteMap segment,RouteMap segment,1.000,0,role+operative_status+relation,Reported finding
HELDOUT_S0043,heldout_annotation_results.md,The annotation pass yielded ten examples per role and exposed disagreement around benchmark setup rows.,RESULT,CLAIM,1,reports_usefulness,asserts,1,DESCRIPTIVE,ACTIVE,1,YES,YES,0,benchmark,benchmark,1.000,0,role+operative_status+relation,Reported finding
HELDOUT_S0044,heldout_index_results.md,A route index reduced review time in the sandbox because assessors could jump directly to supporting passages.,RESULT,CLAIM,1,reports_usefulness,asserts,1,DESCRIPTIVE,ACTIVE,1,YES,YES,0,RouteMap segment,RouteMap segment,1.000,0,role+operative_status+relation,Reported finding
HELDOUT_S0045,heldout_classifier_results.md,The classifier matched all title rows but missed several definition rows that lacked obvious trigger words.,RESULT,CLAIM,1,reports_usefulness,asserts,1,DESCRIPTIVE,ACTIVE,1,YES,YES,0,RouteMap segment,RouteMap segment,1.000,0,role+operative_status+relation,Reported finding
HELDOUT_S0046,heldout_review_results.md,Human review showed that privacy examples were easier to identify than abstract governance claims.,RESULT,CLAIM,1,reports_usefulness,asserts,1,DESCRIPTIVE,ACTIVE,1,YES,YES,0,privacy; governance; human review,data protection; governance,0.250,1,role+operative_status+relation+entity,Reported finding
HELDOUT_S0047,heldout_document_results.md,"This document is useful for retrieval because it separates source context, process advice, and caveats.",RESULT,RESULT,0,supports_retrieval,supports_retrieval,0,DESCRIPTIVE,DESCRIPTIVE,0,YES,YES,0,retrieval; source context; evaluation,retrieval,0.333,1,entity,Reported usefulness
HELDOUT_S0048,heldout_error_results.md,The held-out sample exposed overreliance on the word process as a method cue.,RESULT,CLAIM,1,reports_usefulness,asserts,1,DESCRIPTIVE,ACTIVE,1,YES,YES,0,RouteMap segment,RouteMap segment,1.000,0,role+operative_status+relation,Reported finding
HELDOUT_S0049,heldout_log_results.md,Evaluation logs showed higher recall when route edges were kept with the selected text.,RESULT,CLAIM,1,supports_retrieval,asserts,1,DESCRIPTIVE,ACTIVE,1,YES,YES,0,evaluation,RouteMap segment,0.000,1,role+operative_status+relation+entity,Reported finding
HELDOUT_S0050,heldout_report_results.md,The retrieval report marked the no-leak condition as a harder test than the heading-aware condition.,RESULT,CLAIM,1,supports_retrieval,asserts,1,DESCRIPTIVE,ACTIVE,1,YES,YES,0,retrieval; evaluation,retrieval,0.500,1,role+operative_status+relation+entity,Reported finding
HELDOUT_S0051,heldout_safety_limitations.md,The audit method does not by itself prove that a deployed model is safe under new user behavior.,LIMITATION,LIMITATION,0,limits,limits,0,NEGATED,NEGATED,0,YES,YES,0,audit,model behavior,0.000,1,entity,Caveat/constraint
HELDOUT_S0052,heldout_domain_limitations.md,A benchmark built from one policy domain can overstate performance on operational incident reports.,LIMITATION,CLAIM,1,warns_about,asserts,1,LIMITED,ACTIVE,1,YES,YES,0,benchmark,benchmark,1.000,0,role+operative_status+relation,Caveat/constraint
HELDOUT_S0053,heldout_privacy_limitations.md,"Consent signals may be absent, stale, or too broad to justify a specific downstream model use.",LIMITATION,CLAIM,1,limits,asserts,1,NEGATED,ACTIVE,1,YES,YES,0,privacy; permission boundary,data protection; model behavior,0.000,1,role+operative_status+relation+entity,Caveat/constraint
HELDOUT_S0054,heldout_measurement_limitations.md,"Risk labels remain difficult when harms are delayed, distributed across actors, or visible only after deployment.",LIMITATION,CLAIM,1,warns_about,asserts,1,LIMITED,ACTIVE,1,YES,YES,0,RouteMap segment,AI risk; measurement,0.000,1,role+operative_status+relation+entity,Caveat/constraint
HELDOUT_S0055,heldout_synthetic_limitations.md,Synthetic passages can hide retrieval weaknesses because their structure is cleaner than production documentation.,LIMITATION,CLAIM,1,warns_about,asserts,1,LIMITED,ACTIVE,1,YES,YES,0,retrieval; documentation; evaluation,retrieval,0.333,1,role+operative_status+relation+entity,Caveat/constraint
HELDOUT_S0056,heldout_monitoring_limitations.md,"Model monitoring does not replace adversarial testing, source inspection, or incident response planning.",LIMITATION,LIMITATION,0,limits,limits,0,NEGATED,NEGATED,0,YES,YES,0,incident response; monitoring; source context,monitoring; model behavior,0.250,1,entity,Caveat/constraint
HELDOUT_S0057,heldout_threat_limitations.md,"A top-ten risk list is not a complete threat model for every sector, product, or deployment path.",LIMITATION,LIMITATION,0,limits,limits,0,NEGATED,NEGATED,0,YES,YES,0,RouteMap segment,AI risk; model behavior,0.000,1,entity,Caveat/constraint
HELDOUT_S0058,heldout_sample_limitations.md,Small gold sets leave uncertainty about whether the classifier learned roles or memorized document style.,LIMITATION,CLAIM,1,warns_about,asserts,1,LIMITED,ACTIVE,1,YES,YES,0,RouteMap segment,RouteMap segment,1.000,0,role+operative_status+relation,Caveat/constraint
HELDOUT_S0059,heldout_route_limitations.md,Route compression can lose detail when relation labels are correct but entity boundaries are wrong.,LIMITATION,LIMITATION,0,warns_about,warns_about,0,LIMITED,LIMITED,0,YES,YES,0,RouteMap segment,RouteMap segment,1.000,0,none,Caveat/constraint
HELDOUT_S0060,heldout_judging_limitations.md,The evaluator cannot judge whether an answer is socially acceptable when the gold file only records retrieval relevance.,LIMITATION,CLAIM,1,limits,asserts,1,NEGATED,NEGATED,0,YES,YES,0,retrieval; evaluation,retrieval,0.500,1,role+relation+entity,Caveat/constraint
HELDOUT_S0061,heldout_future_eval_steps.md,"Future work should add passages from incident reports, procurement checklists, and model release notes.",NEXT_STEP,NEXT_STEP,0,proposes_next_test,proposes_next_test,0,ACTIVE,ACTIVE,0,YES,YES,0,evaluation,model behavior,0.000,1,entity,Future evaluation action
HELDOUT_S0062,heldout_next_split_steps.md,The next benchmark version should reserve unseen documents before tuning any role classifier.,NEXT_STEP,NEXT_STEP,0,proposes_next_test,proposes_next_test,0,ACTIVE,ACTIVE,0,YES,YES,0,benchmark,benchmark,1.000,0,none,Future evaluation action
HELDOUT_S0063,heldout_routemap_steps.md,RouteMap should test whether the classifier still works when titles and section labels are removed.,NEXT_STEP,NEXT_STEP,0,proposes_next_test,proposes_next_test,0,ACTIVE,ACTIVE,0,YES,YES,0,RouteMap,RouteMap,1.000,0,none,Future evaluation action
HELDOUT_S0064,heldout_review_steps.md,Reviewers should next compare v3 errors with human disagreement rather than only counting exact matches.,NEXT_STEP,CLAIM,1,proposes_next_test,asserts,1,ACTIVE,ACTIVE,0,YES,YES,0,human review,RouteMap segment,0.000,1,role+relation+entity,Recommended follow-up
HELDOUT_S0065,heldout_system_steps.md,"A practical implementation should combine route labels, embeddings, lexical search, and explicit abstention.",NEXT_STEP,NEXT_STEP,0,proposes_next_test,proposes_next_test,0,ACTIVE,ACTIVE,0,YES,YES,0,RouteMap segment,RouteMap,0.000,1,entity,Future implementation action
HELDOUT_S0066,heldout_adversarial_steps.md,Add adversarial passages that mention risk and process while serving as claims or background context.,NEXT_STEP,CLAIM,1,proposes_next_test,asserts,1,ACTIVE,ACTIVE,0,YES,YES,0,RouteMap segment,AI risk,0.000,1,role+relation+entity,Future evaluation action
HELDOUT_S0067,heldout_metric_steps.md,The next evaluation should measure whether role errors change final answer correctness.,NEXT_STEP,CLAIM,1,proposes_next_test,asserts,1,ACTIVE,ACTIVE,0,YES,YES,0,evaluation,RouteMap segment,0.000,1,role+relation+entity,Future evaluation action
HELDOUT_S0068,heldout_privacy_steps.md,Future work should separate privacy definitions from examples involving consent failures.,NEXT_STEP,NEXT_STEP,0,proposes_next_test,proposes_next_test,0,ACTIVE,ACTIVE,0,YES,YES,0,privacy; permission boundary,data protection,0.000,1,entity,Future evaluation action
HELDOUT_S0069,heldout_split_steps.md,Build a second held-out split with documents from domains that were not used during rule design.,NEXT_STEP,CLAIM,1,proposes_next_test,asserts,1,ACTIVE,ACTIVE,0,YES,YES,0,RouteMap segment,RouteMap segment,1.000,0,role+relation,Future evaluation action
HELDOUT_S0070,heldout_adjudication_steps.md,Re-run the classifier after labels are adjudicated and archive both the old and new mismatch files.,NEXT_STEP,CLAIM,1,proposes_next_test,asserts,1,ACTIVE,ACTIVE,0,YES,YES,0,RouteMap segment,RouteMap segment,1.000,0,role+relation,Recommended follow-up
HELDOUT_S0071,heldout_healthcare_examples.md,"A hospital model that ranks patients for follow-up illustrates how privacy, safety, and triage evidence can overlap.",EXAMPLE,CLAIM,1,gives_example,asserts,1,DESCRIPTIVE,ACTIVE,1,YES,YES,0,privacy,data protection; model behavior,0.000,1,role+operative_status+relation+entity,Concrete scenario
HELDOUT_S0072,heldout_prompt_examples.md,Prompt injection in a support ticket can redirect an agent from refund policy to credential exfiltration.,EXAMPLE,EXAMPLE,0,gives_example,gives_example,0,DESCRIPTIVE,DESCRIPTIVE,0,YES,YES,0,prompt injection,prompt injection,1.000,0,none,Concrete scenario
HELDOUT_S0073,heldout_finance_examples.md,A model that predicts loan churn from transaction history gives a concrete privacy and fairness review case.,EXAMPLE,EXAMPLE,0,gives_example,gives_example,0,DESCRIPTIVE,DESCRIPTIVE,0,YES,YES,0,privacy,data protection; fairness; model behavior,0.000,1,entity,Concrete scenario
HELDOUT_S0074,heldout_coding_examples.md,"A coding agent may retrieve a permission check, a route handler, and a migration before editing an authorization path.",EXAMPLE,EXAMPLE,0,gives_example,gives_example,0,DESCRIPTIVE,DESCRIPTIVE,0,YES,YES,0,permission boundary,RouteMap segment,0.000,1,entity,Concrete scenario
HELDOUT_S0075,heldout_poisoning_examples.md,A data poisoning scenario could insert false safety claims into a retrieval corpus before model evaluation.,EXAMPLE,EXAMPLE,0,gives_example,gives_example,0,DESCRIPTIVE,DESCRIPTIVE,0,YES,YES,0,retrieval; evaluation,retrieval; model behavior; data,0.250,1,entity,Concrete scenario
HELDOUT_S0076,heldout_reviewer_examples.md,A reviewer asking which controls failed can require one limitation passage and one incident timeline passage.,EXAMPLE,CLAIM,1,gives_example,asserts,1,DESCRIPTIVE,ACTIVE,1,YES,YES,0,controls; human review,RouteMap segment,0.000,1,role+operative_status+relation+entity,Concrete scenario
HELDOUT_S0077,heldout_passage_examples.md,A passage that compares two monitoring practices can serve as an example even when it contains procedural language.,EXAMPLE,EXAMPLE,0,gives_example,gives_example,0,DESCRIPTIVE,DESCRIPTIVE,0,YES,YES,0,monitoring,monitoring,1.000,0,none,Concrete scenario
HELDOUT_S0078,heldout_hiring_examples.md,"A model used to screen job applicants may need separate routes for bias evidence, appeal process, and audit logs.",EXAMPLE,EXAMPLE,0,gives_example,gives_example,0,DESCRIPTIVE,DESCRIPTIVE,0,YES,YES,0,audit,model behavior,0.000,1,entity,Concrete scenario
HELDOUT_S0079,heldout_privacy_examples.md,"A privacy officer checking a chatbot transcript might trace user consent, retained context, and deletion obligations.",EXAMPLE,CLAIM,1,gives_example,asserts,1,DESCRIPTIVE,ACTIVE,1,YES,YES,0,privacy; permission boundary,data protection,0.000,1,role+operative_status+relation+entity,Concrete scenario
HELDOUT_S0080,heldout_question_examples.md,"A question asking why a release was blocked may need a result row, a limitation row, and a next-action row.",EXAMPLE,EXAMPLE,0,gives_example,gives_example,0,DESCRIPTIVE,DESCRIPTIVE,0,YES,YES,0,RouteMap segment,RouteMap segment,1.000,0,none,Concrete scenario
