segment_id,title,text,gold_role,pred_role,gold_entities,pred_entities,entity_jaccard,gold_operative_status,pred_operative_status,gold_relation,pred_relation,gold_answer_relevant,pred_answer_relevant,failure_pattern
FBV1_0030,TrackWindow Rail Possession Planning,"TrackWindow Rail Possession Planning is a field-office packet used during ordinary handoffs, not an audit of software or policy. The packet brings together the possession calendar, signal isolation plan, and night crew so a supervisor can see where the next routing choice begins.",BACKGROUND,BACKGROUND,ballast train; night crew; TrackWindow,field-office packet; night crew; possession calendar; signal isolation plan; trackwindow rail possession planning,0.142857,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,NO,MAYBE,answer+entity_exact+entity_jaccard_lt_0.5
FBV1_0031,TrackWindow Rail Possession Planning,"The term ballast train refers to the recorded item that tells the coordinator what can move, wait, or be checked again. It is narrower than the whole TrackWindow file because it only covers the visible queue state.",DEFINE,DEFINE,control room; night crew; TrackWindow,,0.000000,DESCRIPTIVE,DESCRIPTIVE,defines,defines,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0032,TrackWindow Rail Possession Planning,"The possession calendar can lag behind radio updates, so it may overestimate how current the routing picture is. That caveat matters most when control room is already working from a printed copy.",LIMITATION,LIMITATION,night crew; signal isolation plan; TrackWindow,controls,0.000000,LIMITED,LIMITED,warns_about,warns_about,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0033,ColdVault Vaccine Distribution,"Operators first sort the courier manifest by urgency, then attach the matching clinic tray entry to each open case. The final pass sends exceptions back to the supervisor queue rather than closing them silently.",METHOD,METHOD,ColdVault; courier manifest; freezer pack,,0.000000,ACTIVE,ACTIVE,requires,recommends,YES,YES,relation+entity_exact+entity_jaccard_lt_0.5
FBV1_0034,ColdVault Vaccine Distribution,The next review should compare temperature logger entries with actual outcomes from quarantine shelf. That test would show whether ColdVault is routing hard cases earlier or merely documenting them later.,NEXT_STEP,NEXT_STEP,clinic tray; ColdVault; courier manifest,,0.000000,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0035,ColdVault Vaccine Distribution,One routine case has temperature logger showing a normal queue while clinic tray carries a late change from the field. The desk uses that case to demonstrate why courier manifest is checked before closure.,EXAMPLE,EXAMPLE,clinic tray; ColdVault; freezer pack,,0.000000,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0036,ColdVault Vaccine Distribution,"In this desk, the temperature logger means the current shared view of crews, holds, and constraints for ColdVault. Staff treat it as the reference object that links freezer pack to clinic tray.",DEFINE,DEFINE,ColdVault; courier manifest; freezer pack,,0.000000,DESCRIPTIVE,DESCRIPTIVE,defines,defines,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0037,ColdVault Vaccine Distribution,The ColdVault record cannot settle disputes when freezer pack and courier manifest describe different versions of the same event. Human review is still required before clinic tray is treated as final.,LIMITATION,LIMITATION,ColdVault; courier manifest; freezer pack,human review,0.000000,NEGATED,NEGATED,limits,limits,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0038,ColdVault Vaccine Distribution,"The temperature logger can lag behind radio updates, so it may overestimate how current the routing picture is. That caveat matters most when quarantine shelf is already working from a printed copy.",LIMITATION,LIMITATION,ColdVault; courier manifest; freezer pack,,0.000000,LIMITED,LIMITED,warns_about,warns_about,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0039,ColdVault Vaccine Distribution,A sample of completed handoffs showed that ColdVault made the oldest unresolved cases easier to find. Reviewers reported that freezer pack gave the clearest evidence when a route was challenged.,RESULT,RESULT,ColdVault; courier manifest; temperature logger,human review,0.000000,DESCRIPTIVE,DESCRIPTIVE,supports_retrieval,reports_usefulness,YES,YES,relation+entity_exact+entity_jaccard_lt_0.5
FBV1_0040,ColdVault Vaccine Distribution,"In this desk, the temperature logger means the current shared view of crews, holds, and constraints for ColdVault. Staff treat it as the reference object that links freezer pack to clinic tray.",DEFINE,DEFINE,clinic tray; ColdVault; freezer pack,,0.000000,DESCRIPTIVE,DESCRIPTIVE,defines,defines,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0041,ColdVault Vaccine Distribution,A sample of completed handoffs showed that ColdVault made the oldest unresolved cases easier to find. Reviewers reported that freezer pack gave the clearest evidence when a route was challenged.,RESULT,RESULT,clinic tray; ColdVault; freezer pack,human review,0.000000,DESCRIPTIVE,DESCRIPTIVE,supports_retrieval,reports_usefulness,YES,YES,relation+entity_exact+entity_jaccard_lt_0.5
FBV1_0042,ColdVault Vaccine Distribution,The routing decision is more reliable when temperature logger and freezer pack are reviewed together instead of in separate calls. That pairing keeps clinic tray from being treated as a side note after the main choice is already made.,CLAIM,CLAIM,ColdVault; quarantine shelf; temperature logger,,0.000000,ACTIVE,ACTIVE,asserts,asserts,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0043,ColdVault Vaccine Distribution,"Operators first sort the courier manifest by urgency, then attach the matching clinic tray entry to each open case. The final pass sends exceptions back to the supervisor queue rather than closing them silently.",METHOD,METHOD,ColdVault; courier manifest; freezer pack,,0.000000,ACTIVE,ACTIVE,maps_to,recommends,YES,YES,relation+entity_exact+entity_jaccard_lt_0.5
FBV1_0044,ColdVault Vaccine Distribution,The routing decision is more reliable when temperature logger and freezer pack are reviewed together instead of in separate calls. That pairing keeps clinic tray from being treated as a side note after the main choice is already made.,CLAIM,CLAIM,ColdVault; freezer pack; quarantine shelf,,0.000000,ACTIVE,ACTIVE,asserts,asserts,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0045,ColdVault Vaccine Distribution,One routine case has temperature logger showing a normal queue while clinic tray carries a late change from the field. The desk uses that case to demonstrate why courier manifest is checked before closure.,EXAMPLE,EXAMPLE,ColdVault; quarantine shelf; temperature logger,,0.000000,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0046,ColdVault Vaccine Distribution,"ColdVault Vaccine Distribution is a field-office packet used during ordinary handoffs, not an audit of software or policy. The packet brings together the temperature logger, freezer pack, and clinic tray so a supervisor can see where the next routing choice begins.",BACKGROUND,BACKGROUND,ColdVault; quarantine shelf; temperature logger,clinic tray; coldvault vaccine distribution; freezer pack; temperature logger,0.166667,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,NO,MAYBE,answer+entity_exact+entity_jaccard_lt_0.5
FBV1_0047,ColdVault Vaccine Distribution,"The source note comes from a local operations desk that tracks temperature logger, courier manifest, and quarantine shelf during busy shifts. It frames the work area for ColdVault before any recommendation is made.",BACKGROUND,BACKGROUND,ColdVault; freezer pack; temperature logger,source context,0.000000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,MAYBE,MAYBE,entity_exact+entity_jaccard_lt_0.5
FBV1_0048,ColdVault Vaccine Distribution,The next review should compare temperature logger entries with actual outcomes from quarantine shelf. That test would show whether ColdVault is routing hard cases earlier or merely documenting them later.,NEXT_STEP,NEXT_STEP,ColdVault; quarantine shelf; temperature logger,,0.000000,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0049,PlowGrid Snow Route Salting,"The term depot loader refers to the recorded item that tells the coordinator what can move, wait, or be checked again. It is narrower than the whole PlowGrid file because it only covers the visible queue state.",DEFINE,DEFINE,depot loader; PlowGrid; priority corridor,depot loader; plowgrid file,0.250000,DESCRIPTIVE,DESCRIPTIVE,defines,defines,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0050,PlowGrid Snow Route Salting,"During the trial week, teams found that pairing salt spreader with depot loader reduced repeated phone calls at the desk. The review also showed that bridge deck sensor was the field most often used for retrieval.",RESULT,RESULT,bridge deck sensor; PlowGrid; salt spreader,retrieval,0.000000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,supports_retrieval,YES,YES,relation+entity_exact+entity_jaccard_lt_0.5
FBV1_0051,PlowGrid Snow Route Salting,A follow-up sample should hold out cases where priority corridor arrives after the first desk decision. The team can then measure whether depot loader changes the route or only confirms it.,NEXT_STEP,NEXT_STEP,bridge deck sensor; depot loader; PlowGrid,,0.000000,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0052,PlowGrid Snow Route Salting,The next review should compare salt spreader entries with actual outcomes from shift foreman. That test would show whether PlowGrid is routing hard cases earlier or merely documenting them later.,NEXT_STEP,NEXT_STEP,bridge deck sensor; PlowGrid; priority corridor,plowgrid; salt spreader; shift foreman,0.000000,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0053,PlowGrid Snow Route Salting,"The source note comes from a local operations desk that tracks salt spreader, depot loader, and shift foreman during busy shifts. It frames the work area for PlowGrid before any recommendation is made.",BACKGROUND,BACKGROUND,bridge deck sensor; PlowGrid; salt spreader,source context,0.000000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,MAYBE,MAYBE,entity_exact+entity_jaccard_lt_0.5
FBV1_0054,PlowGrid Snow Route Salting,"The salt spreader can lag behind radio updates, so it may overestimate how current the routing picture is. That caveat matters most when shift foreman is already working from a printed copy.",LIMITATION,LIMITATION,depot loader; PlowGrid; priority corridor,,0.000000,LIMITED,LIMITED,warns_about,warns_about,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0055,PlowGrid Snow Route Salting,"Operators first sort the depot loader by urgency, then attach the matching bridge deck sensor entry to each open case. The final pass sends exceptions back to the supervisor queue rather than closing them silently.",METHOD,METHOD,PlowGrid; priority corridor; salt spreader,,0.000000,ACTIVE,ACTIVE,requires,recommends,YES,YES,relation+entity_exact+entity_jaccard_lt_0.5
FBV1_0056,PlowGrid Snow Route Salting,"For example, a coordinator might receive a depot loader that lists bridge deck sensor as available while priority corridor says the work cannot start. In that case, PlowGrid keeps the case open until shift foreman confirms the current state.",EXAMPLE,EXAMPLE,PlowGrid; priority corridor; salt spreader,,0.000000,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0057,PlowGrid Snow Route Salting,"The PlowGrid desk is not sufficient when depot loader is missing from the handoff, even if salt spreader looks complete. A coordinator still needs the missing evidence before the route can be trusted.",CLAIM,CLAIM,bridge deck sensor; PlowGrid; priority corridor,,0.000000,NEGATED,NEGATED,asserts,asserts,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0058,PlowGrid Snow Route Salting,The routing decision is more reliable when salt spreader and priority corridor are reviewed together instead of in separate calls. That pairing keeps bridge deck sensor from being treated as a side note after the main choice is already made.,CLAIM,CLAIM,PlowGrid; salt spreader; shift foreman,,0.000000,ACTIVE,ACTIVE,asserts,asserts,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0059,PlowGrid Snow Route Salting,"Operators first sort the depot loader by urgency, then attach the matching bridge deck sensor entry to each open case. The final pass sends exceptions back to the supervisor queue rather than closing them silently.",METHOD,METHOD,bridge deck sensor; depot loader; PlowGrid,,0.000000,ACTIVE,ACTIVE,maps_to,recommends,YES,YES,relation+entity_exact+entity_jaccard_lt_0.5
FBV1_0060,PlowGrid Snow Route Salting,"For example, a coordinator might receive a depot loader that lists bridge deck sensor as available while priority corridor says the work cannot start. In that case, PlowGrid keeps the case open until shift foreman confirms the current state.",EXAMPLE,EXAMPLE,PlowGrid; salt spreader; shift foreman,,0.000000,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0061,PlowGrid Snow Route Salting,"The source note comes from a local operations desk that tracks salt spreader, depot loader, and shift foreman during busy shifts. It frames the work area for PlowGrid before any recommendation is made.",BACKGROUND,BACKGROUND,bridge deck sensor; PlowGrid; salt spreader,source context,0.000000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,MAYBE,MAYBE,entity_exact+entity_jaccard_lt_0.5
FBV1_0062,PlowGrid Snow Route Salting,"During the trial week, teams found that pairing salt spreader with depot loader reduced repeated phone calls at the desk. The review also showed that bridge deck sensor was the field most often used for retrieval.",RESULT,RESULT,bridge deck sensor; PlowGrid; salt spreader,retrieval,0.000000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,supports_retrieval,YES,YES,relation+entity_exact+entity_jaccard_lt_0.5
FBV1_0063,PlowGrid Snow Route Salting,"The term depot loader refers to the recorded item that tells the coordinator what can move, wait, or be checked again. It is narrower than the whole PlowGrid file because it only covers the visible queue state.",DEFINE,DEFINE,bridge deck sensor; PlowGrid; shift foreman,depot loader; plowgrid file,0.000000,DESCRIPTIVE,DESCRIPTIVE,defines,defines,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0064,PlowGrid Snow Route Salting,"The salt spreader can lag behind radio updates, so it may overestimate how current the routing picture is. That caveat matters most when shift foreman is already working from a printed copy.",LIMITATION,LIMITATION,depot loader; PlowGrid; shift foreman,,0.000000,LIMITED,LIMITED,warns_about,warns_about,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0065,StageTurn Theater Changeover Desk,One routine case has lighting plot showing a normal queue while prop table carries a late change from the field. The desk uses that case to demonstrate why wardrobe rack is checked before closure.,EXAMPLE,EXAMPLE,lighting plot; StageTurn; wardrobe rack,,0.000000,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0066,StageTurn Theater Changeover Desk,The next review should compare lighting plot entries with actual outcomes from stage manager. That test would show whether StageTurn is routing hard cases earlier or merely documenting them later.,NEXT_STEP,NEXT_STEP,lighting plot; StageTurn; wardrobe rack,,0.000000,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0067,StageTurn Theater Changeover Desk,"The source note comes from a local operations desk that tracks lighting plot, wardrobe rack, and stage manager during busy shifts. It frames the work area for StageTurn before any recommendation is made.",BACKGROUND,BACKGROUND,fly rail cue; prop table; StageTurn,source context,0.000000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,MAYBE,MAYBE,entity_exact+entity_jaccard_lt_0.5
FBV1_0068,StageTurn Theater Changeover Desk,"During the trial week, teams found that pairing lighting plot with wardrobe rack reduced repeated phone calls at the desk. The review also showed that prop table was the field most often used for retrieval.",RESULT,RESULT,lighting plot; prop table; StageTurn,retrieval,0.000000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,supports_retrieval,YES,YES,relation+entity_exact+entity_jaccard_lt_0.5
FBV1_0069,StageTurn Theater Changeover Desk,The StageTurn record cannot settle disputes when fly rail cue and wardrobe rack describe different versions of the same event. Human review is still required before prop table is treated as final.,LIMITATION,LIMITATION,fly rail cue; stage manager; StageTurn,human review,0.000000,NEGATED,NEGATED,limits,limits,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0070,StageTurn Theater Changeover Desk,The next review should compare lighting plot entries with actual outcomes from stage manager. That test would show whether StageTurn is routing hard cases earlier or merely documenting them later.,NEXT_STEP,NEXT_STEP,prop table; stage manager; StageTurn,,0.000000,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0071,StageTurn Theater Changeover Desk,"Operators first sort the wardrobe rack by urgency, then attach the matching prop table entry to each open case. The final pass sends exceptions back to the supervisor queue rather than closing them silently.",METHOD,METHOD,lighting plot; StageTurn; wardrobe rack,,0.000000,ACTIVE,ACTIVE,requires,recommends,YES,YES,relation+entity_exact+entity_jaccard_lt_0.5
FBV1_0072,StageTurn Theater Changeover Desk,"For example, a coordinator might receive a wardrobe rack that lists prop table as available while fly rail cue says the work cannot start. In that case, StageTurn keeps the case open until stage manager confirms the current state.",EXAMPLE,EXAMPLE,prop table; StageTurn; wardrobe rack,,0.000000,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0073,StageTurn Theater Changeover Desk,"Operators first sort the wardrobe rack by urgency, then attach the matching prop table entry to each open case. The final pass sends exceptions back to the supervisor queue rather than closing them silently.",METHOD,METHOD,prop table; stage manager; StageTurn,,0.000000,ACTIVE,ACTIVE,recommends,recommends,YES,YES,entity_exact+entity_jaccard_lt_0.5
FBV1_0074,StageTurn Theater Changeover Desk,"During the trial week, teams found that pairing lighting plot with wardrobe rack reduced repeated phone calls at the desk. The review also showed that prop table was the field most often used for retrieval.",RESULT,RESULT,lighting plot; stage manager; StageTurn,retrieval,0.000000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,supports_retrieval,YES,YES,relation+entity_exact+entity_jaccard_lt_0.5
