doc_id,title,segment_id,source_doc,source_topic,segment_index,route_question,text,segment_text,role,entities,operative_status,relation,answer_relevance,gold_role,gold_entities,gold_operative_status,gold_relation,gold_answer_relevance,annotation_notes,gold_answer_relevant,answer_relevant
FBV1_DOC_01_wildfire_crew_dispatch,EmberDispatch Wildfire Crew Rotation,FBV1_0011,FBV1_DOC_01_wildfire_crew_dispatch,EmberDispatch Wildfire Crew Rotation,11,How should a wildfire operations desk route crew rotation decisions?,One routine case has strike team board showing a normal queue while engine crew roster carries a late change from the field. The desk uses that case to demonstrate why air tanker slot is checked before closure.,One routine case has strike team board showing a normal queue while engine crew roster carries a late change from the field. The desk uses that case to demonstrate why air tanker slot is checked before closure.,,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_01_wildfire_crew_dispatch,EmberDispatch Wildfire Crew Rotation,FBV1_0012,FBV1_DOC_01_wildfire_crew_dispatch,EmberDispatch Wildfire Crew Rotation,12,How should a wildfire operations desk route crew rotation decisions?,"EmberDispatch Wildfire Crew Rotation is a field-office packet used during ordinary handoffs, not an audit of software or policy. The packet brings together the strike team board, fuel break map, and engine crew roster so a supervisor can see where the next routing choice begins.","EmberDispatch Wildfire Crew Rotation is a field-office packet used during ordinary handoffs, not an audit of software or policy. The packet brings together the strike team board, fuel break map, and engine crew roster so a supervisor can see where the next routing choice begins.",,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_01_wildfire_crew_dispatch,EmberDispatch Wildfire Crew Rotation,FBV1_0013,FBV1_DOC_01_wildfire_crew_dispatch,EmberDispatch Wildfire Crew Rotation,13,How should a wildfire operations desk route crew rotation decisions?,"The EmberDispatch desk is not sufficient when air tanker slot is missing from the handoff, even if strike team board looks complete. A coordinator still needs the missing evidence before the route can be trusted.","The EmberDispatch desk is not sufficient when air tanker slot is missing from the handoff, even if strike team board looks complete. A coordinator still needs the missing evidence before the route can be trusted.",,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_01_wildfire_crew_dispatch,EmberDispatch Wildfire Crew Rotation,FBV1_0014,FBV1_DOC_01_wildfire_crew_dispatch,EmberDispatch Wildfire Crew Rotation,14,How should a wildfire operations desk route crew rotation decisions?,The routing decision is more reliable when strike team board and fuel break map are reviewed together instead of in separate calls. That pairing keeps engine crew roster from being treated as a side note after the main choice is already made.,The routing decision is more reliable when strike team board and fuel break map are reviewed together instead of in separate calls. That pairing keeps engine crew roster from being treated as a side note after the main choice is already made.,,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_01_wildfire_crew_dispatch,EmberDispatch Wildfire Crew Rotation,FBV1_0015,FBV1_DOC_01_wildfire_crew_dispatch,EmberDispatch Wildfire Crew Rotation,15,How should a wildfire operations desk route crew rotation decisions?,The EmberDispatch record cannot settle disputes when fuel break map and air tanker slot describe different versions of the same event. Human review is still required before engine crew roster is treated as final.,The EmberDispatch record cannot settle disputes when fuel break map and air tanker slot describe different versions of the same event. Human review is still required before engine crew roster is treated as final.,,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_01_wildfire_crew_dispatch,EmberDispatch Wildfire Crew Rotation,FBV1_0016,FBV1_DOC_01_wildfire_crew_dispatch,EmberDispatch Wildfire Crew Rotation,16,How should a wildfire operations desk route crew rotation decisions?,"The coordinator should require the strike team board against the fuel break map before releasing the next task. If the two records disagree, the item stays with fatigue log until the discrepancy is cleared.","The coordinator should require the strike team board against the fuel break map before releasing the next task. If the two records disagree, the item stays with fatigue log until the discrepancy is cleared.",,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0017,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,1,How should a rail maintenance office route track possession requests?,"The TrackWindow desk is not sufficient when ballast train is missing from the handoff, even if possession calendar looks complete. A coordinator still needs the missing evidence before the route can be trusted.","The TrackWindow desk is not sufficient when ballast train is missing from the handoff, even if possession calendar looks complete. A coordinator still needs the missing evidence before the route can be trusted.",,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0018,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,2,How should a rail maintenance office route track possession requests?,"During the trial week, teams found that pairing possession calendar with ballast train reduced repeated phone calls at the desk. The review also showed that night crew was the field most often used for retrieval.","During the trial week, teams found that pairing possession calendar with ballast train reduced repeated phone calls at the desk. The review also showed that night crew was the field most often used for retrieval.",,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0019,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,3,How should a rail maintenance office route track possession requests?,"Operators first sort the ballast train by urgency, then attach the matching night crew entry to each open case. The final pass sends exceptions back to the supervisor queue rather than closing them silently.","Operators first sort the ballast train by urgency, then attach the matching night crew entry to each open case. The final pass sends exceptions back to the supervisor queue rather than closing them silently.",,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0020,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,4,How should a rail maintenance office route track possession requests?,The routing decision is more reliable when possession calendar and signal isolation plan are reviewed together instead of in separate calls. That pairing keeps night crew from being treated as a side note after the main choice is already made.,The routing decision is more reliable when possession calendar and signal isolation plan are reviewed together instead of in separate calls. That pairing keeps night crew from being treated as a side note after the main choice is already made.,,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0021,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,5,How should a rail maintenance office route track possession requests?,"Operators first sort the ballast train by urgency, then attach the matching night crew entry to each open case. The final pass sends exceptions back to the supervisor queue rather than closing them silently.","Operators first sort the ballast train by urgency, then attach the matching night crew entry to each open case. The final pass sends exceptions back to the supervisor queue rather than closing them silently.",,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0022,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,6,How should a rail maintenance office route track possession requests?,The next review should compare possession calendar entries with actual outcomes from control room. That test would show whether TrackWindow is routing hard cases earlier or merely documenting them later.,The next review should compare possession calendar entries with actual outcomes from control room. That test would show whether TrackWindow is routing hard cases earlier or merely documenting them later.,,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0023,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,7,How should a rail maintenance office route track possession requests?,"The term ballast train refers to the recorded item that tells the coordinator what can move, wait, or be checked again. It is narrower than the whole TrackWindow file because it only covers the visible queue state.","The term ballast train refers to the recorded item that tells the coordinator what can move, wait, or be checked again. It is narrower than the whole TrackWindow file because it only covers the visible queue state.",,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0024,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,8,How should a rail maintenance office route track possession requests?,"The possession calendar can lag behind radio updates, so it may overestimate how current the routing picture is. That caveat matters most when control room is already working from a printed copy.","The possession calendar can lag behind radio updates, so it may overestimate how current the routing picture is. That caveat matters most when control room is already working from a printed copy.",,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0025,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,9,How should a rail maintenance office route track possession requests?,A sample of completed handoffs showed that TrackWindow made the oldest unresolved cases easier to find. Reviewers reported that signal isolation plan gave the clearest evidence when a route was challenged.,A sample of completed handoffs showed that TrackWindow made the oldest unresolved cases easier to find. Reviewers reported that signal isolation plan gave the clearest evidence when a route was challenged.,,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0026,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,10,How should a rail maintenance office route track possession requests?,The next review should compare possession calendar entries with actual outcomes from control room. That test would show whether TrackWindow is routing hard cases earlier or merely documenting them later.,The next review should compare possession calendar entries with actual outcomes from control room. That test would show whether TrackWindow is routing hard cases earlier or merely documenting them later.,,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0027,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,11,How should a rail maintenance office route track possession requests?,One routine case has possession calendar showing a normal queue while night crew carries a late change from the field. The desk uses that case to demonstrate why ballast train is checked before closure.,One routine case has possession calendar showing a normal queue while night crew carries a late change from the field. The desk uses that case to demonstrate why ballast train is checked before closure.,,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0028,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,12,How should a rail maintenance office route track possession requests?,"TrackWindow Rail Possession Planning is a field-office packet used during ordinary handoffs, not an audit of software or policy. The packet brings together the possession calendar, signal isolation plan, and night crew so a supervisor can see where the next routing choice begins.","TrackWindow Rail Possession Planning is a field-office packet used during ordinary handoffs, not an audit of software or policy. The packet brings together the possession calendar, signal isolation plan, and night crew so a supervisor can see where the next routing choice begins.",,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0029,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,13,How should a rail maintenance office route track possession requests?,One routine case has possession calendar showing a normal queue while night crew carries a late change from the field. The desk uses that case to demonstrate why ballast train is checked before closure.,One routine case has possession calendar showing a normal queue while night crew carries a late change from the field. The desk uses that case to demonstrate why ballast train is checked before closure.,,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0030,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,14,How should a rail maintenance office route track possession requests?,"TrackWindow Rail Possession Planning is a field-office packet used during ordinary handoffs, not an audit of software or policy. The packet brings together the possession calendar, signal isolation plan, and night crew so a supervisor can see where the next routing choice begins.","TrackWindow Rail Possession Planning is a field-office packet used during ordinary handoffs, not an audit of software or policy. The packet brings together the possession calendar, signal isolation plan, and night crew so a supervisor can see where the next routing choice begins.",,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0031,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,15,How should a rail maintenance office route track possession requests?,"The term ballast train refers to the recorded item that tells the coordinator what can move, wait, or be checked again. It is narrower than the whole TrackWindow file because it only covers the visible queue state.","The term ballast train refers to the recorded item that tells the coordinator what can move, wait, or be checked again. It is narrower than the whole TrackWindow file because it only covers the visible queue state.",,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0032,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,16,How should a rail maintenance office route track possession requests?,"The possession calendar can lag behind radio updates, so it may overestimate how current the routing picture is. That caveat matters most when control room is already working from a printed copy.","The possession calendar can lag behind radio updates, so it may overestimate how current the routing picture is. That caveat matters most when control room is already working from a printed copy.",,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,FBV1_0033,FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,1,How should a regional pharmacy desk route vaccine cold-chain exceptions?,"Operators first sort the courier manifest by urgency, then attach the matching clinic tray entry to each open case. The final pass sends exceptions back to the supervisor queue rather than closing them silently.","Operators first sort the courier manifest by urgency, then attach the matching clinic tray entry to each open case. The final pass sends exceptions back to the supervisor queue rather than closing them silently.",,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,FBV1_0034,FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,2,How should a regional pharmacy desk route vaccine cold-chain exceptions?,The next review should compare temperature logger entries with actual outcomes from quarantine shelf. That test would show whether ColdVault is routing hard cases earlier or merely documenting them later.,The next review should compare temperature logger entries with actual outcomes from quarantine shelf. That test would show whether ColdVault is routing hard cases earlier or merely documenting them later.,,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,FBV1_0035,FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,3,How should a regional pharmacy desk route vaccine cold-chain exceptions?,One routine case has temperature logger showing a normal queue while clinic tray carries a late change from the field. The desk uses that case to demonstrate why courier manifest is checked before closure.,One routine case has temperature logger showing a normal queue while clinic tray carries a late change from the field. The desk uses that case to demonstrate why courier manifest is checked before closure.,,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,FBV1_0036,FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,4,How should a regional pharmacy desk route vaccine cold-chain exceptions?,"In this desk, the temperature logger means the current shared view of crews, holds, and constraints for ColdVault. Staff treat it as the reference object that links freezer pack to clinic tray.","In this desk, the temperature logger means the current shared view of crews, holds, and constraints for ColdVault. Staff treat it as the reference object that links freezer pack to clinic tray.",,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,FBV1_0037,FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,5,How should a regional pharmacy desk route vaccine cold-chain exceptions?,The ColdVault record cannot settle disputes when freezer pack and courier manifest describe different versions of the same event. Human review is still required before clinic tray is treated as final.,The ColdVault record cannot settle disputes when freezer pack and courier manifest describe different versions of the same event. Human review is still required before clinic tray is treated as final.,,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,FBV1_0038,FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,6,How should a regional pharmacy desk route vaccine cold-chain exceptions?,"The temperature logger can lag behind radio updates, so it may overestimate how current the routing picture is. That caveat matters most when quarantine shelf is already working from a printed copy.","The temperature logger can lag behind radio updates, so it may overestimate how current the routing picture is. That caveat matters most when quarantine shelf is already working from a printed copy.",,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,FBV1_0039,FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,7,How should a regional pharmacy desk route vaccine cold-chain exceptions?,A sample of completed handoffs showed that ColdVault made the oldest unresolved cases easier to find. Reviewers reported that freezer pack gave the clearest evidence when a route was challenged.,A sample of completed handoffs showed that ColdVault made the oldest unresolved cases easier to find. Reviewers reported that freezer pack gave the clearest evidence when a route was challenged.,,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,FBV1_0040,FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,8,How should a regional pharmacy desk route vaccine cold-chain exceptions?,"In this desk, the temperature logger means the current shared view of crews, holds, and constraints for ColdVault. Staff treat it as the reference object that links freezer pack to clinic tray.","In this desk, the temperature logger means the current shared view of crews, holds, and constraints for ColdVault. Staff treat it as the reference object that links freezer pack to clinic tray.",,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,FBV1_0041,FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,9,How should a regional pharmacy desk route vaccine cold-chain exceptions?,A sample of completed handoffs showed that ColdVault made the oldest unresolved cases easier to find. Reviewers reported that freezer pack gave the clearest evidence when a route was challenged.,A sample of completed handoffs showed that ColdVault made the oldest unresolved cases easier to find. Reviewers reported that freezer pack gave the clearest evidence when a route was challenged.,,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,FBV1_0042,FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,10,How should a regional pharmacy desk route vaccine cold-chain exceptions?,The routing decision is more reliable when temperature logger and freezer pack are reviewed together instead of in separate calls. That pairing keeps clinic tray from being treated as a side note after the main choice is already made.,The routing decision is more reliable when temperature logger and freezer pack are reviewed together instead of in separate calls. That pairing keeps clinic tray from being treated as a side note after the main choice is already made.,,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,FBV1_0043,FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,11,How should a regional pharmacy desk route vaccine cold-chain exceptions?,"Operators first sort the courier manifest by urgency, then attach the matching clinic tray entry to each open case. The final pass sends exceptions back to the supervisor queue rather than closing them silently.","Operators first sort the courier manifest by urgency, then attach the matching clinic tray entry to each open case. The final pass sends exceptions back to the supervisor queue rather than closing them silently.",,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,FBV1_0044,FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,12,How should a regional pharmacy desk route vaccine cold-chain exceptions?,The routing decision is more reliable when temperature logger and freezer pack are reviewed together instead of in separate calls. That pairing keeps clinic tray from being treated as a side note after the main choice is already made.,The routing decision is more reliable when temperature logger and freezer pack are reviewed together instead of in separate calls. That pairing keeps clinic tray from being treated as a side note after the main choice is already made.,,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,FBV1_0045,FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,13,How should a regional pharmacy desk route vaccine cold-chain exceptions?,One routine case has temperature logger showing a normal queue while clinic tray carries a late change from the field. The desk uses that case to demonstrate why courier manifest is checked before closure.,One routine case has temperature logger showing a normal queue while clinic tray carries a late change from the field. The desk uses that case to demonstrate why courier manifest is checked before closure.,,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,FBV1_0046,FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,14,How should a regional pharmacy desk route vaccine cold-chain exceptions?,"ColdVault Vaccine Distribution is a field-office packet used during ordinary handoffs, not an audit of software or policy. The packet brings together the temperature logger, freezer pack, and clinic tray so a supervisor can see where the next routing choice begins.","ColdVault Vaccine Distribution is a field-office packet used during ordinary handoffs, not an audit of software or policy. The packet brings together the temperature logger, freezer pack, and clinic tray so a supervisor can see where the next routing choice begins.",,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,FBV1_0047,FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,15,How should a regional pharmacy desk route vaccine cold-chain exceptions?,"The source note comes from a local operations desk that tracks temperature logger, courier manifest, and quarantine shelf during busy shifts. It frames the work area for ColdVault before any recommendation is made.","The source note comes from a local operations desk that tracks temperature logger, courier manifest, and quarantine shelf during busy shifts. It frames the work area for ColdVault before any recommendation is made.",,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,FBV1_0048,FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,16,How should a regional pharmacy desk route vaccine cold-chain exceptions?,The next review should compare temperature logger entries with actual outcomes from quarantine shelf. That test would show whether ColdVault is routing hard cases earlier or merely documenting them later.,The next review should compare temperature logger entries with actual outcomes from quarantine shelf. That test would show whether ColdVault is routing hard cases earlier or merely documenting them later.,,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_04_snow_route_salt,PlowGrid Snow Route Salting,FBV1_0049,FBV1_DOC_04_snow_route_salt,PlowGrid Snow Route Salting,1,How should a winter service team route salting and plowing work?,"The term depot loader refers to the recorded item that tells the coordinator what can move, wait, or be checked again. It is narrower than the whole PlowGrid file because it only covers the visible queue state.","The term depot loader refers to the recorded item that tells the coordinator what can move, wait, or be checked again. It is narrower than the whole PlowGrid file because it only covers the visible queue state.",,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_04_snow_route_salt,PlowGrid Snow Route Salting,FBV1_0050,FBV1_DOC_04_snow_route_salt,PlowGrid Snow Route Salting,2,How should a winter service team route salting and plowing work?,"During the trial week, teams found that pairing salt spreader with depot loader reduced repeated phone calls at the desk. The review also showed that bridge deck sensor was the field most often used for retrieval.","During the trial week, teams found that pairing salt spreader with depot loader reduced repeated phone calls at the desk. The review also showed that bridge deck sensor was the field most often used for retrieval.",,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
FBV1_DOC_04_snow_route_salt,PlowGrid Snow Route Salting,FBV1_0051,FBV1_DOC_04_snow_route_salt,PlowGrid Snow Route Salting,3,How should a winter service team route salting and plowing work?,A follow-up sample should hold out cases where priority corridor arrives after the first desk decision. The team can then measure whether depot loader changes the route or only confirms it.,A follow-up sample should hold out cases where priority corridor arrives after the first desk decision. The team can then measure whether depot loader changes the route or only confirms it.,,,,,,,,,,,fresh_blind_v1_human_annotation_template,,
