doc_id,title,segment_id,source_doc,source_topic,segment_index,route_question,text,segment_text,role,entities,operative_status,relation,answer_relevance,gold_role,gold_entities,gold_operative_status,gold_relation,gold_answer_relevance,annotation_notes,gold_answer_relevant,answer_relevant
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0024,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,8,How should a rail maintenance office route track possession requests?,"The possession calendar can lag behind radio updates, so it may overestimate how current the routing picture is. That caveat matters most when control room is already working from a printed copy.","The possession calendar can lag behind radio updates, so it may overestimate how current the routing picture is. That caveat matters most when control room is already working from a printed copy.",LIMITATION,"[""TrackWindow"", ""possession calendar"", ""control room""]",LIMITED,warns_about,RELEVANT,LIMITATION,"[""TrackWindow"", ""possession calendar"", ""control room""]",LIMITED,warns_about,RELEVANT,fresh_blind_v1_gold_by_construction_seed_20260622,YES,RELEVANT
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0025,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,9,How should a rail maintenance office route track possession requests?,A sample of completed handoffs showed that TrackWindow made the oldest unresolved cases easier to find. Reviewers reported that signal isolation plan gave the clearest evidence when a route was challenged.,A sample of completed handoffs showed that TrackWindow made the oldest unresolved cases easier to find. Reviewers reported that signal isolation plan gave the clearest evidence when a route was challenged.,RESULT,"[""control room"", ""TrackWindow"", ""signal isolation plan""]",DESCRIPTIVE,supports_retrieval,RELEVANT,RESULT,"[""control room"", ""TrackWindow"", ""signal isolation plan""]",DESCRIPTIVE,supports_retrieval,RELEVANT,fresh_blind_v1_gold_by_construction_seed_20260622,YES,RELEVANT
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0026,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,10,How should a rail maintenance office route track possession requests?,The next review should compare possession calendar entries with actual outcomes from control room. That test would show whether TrackWindow is routing hard cases earlier or merely documenting them later.,The next review should compare possession calendar entries with actual outcomes from control room. That test would show whether TrackWindow is routing hard cases earlier or merely documenting them later.,NEXT_STEP,"[""possession calendar"", ""TrackWindow"", ""control room""]",ACTIVE,proposes_next_test,RELEVANT,NEXT_STEP,"[""possession calendar"", ""TrackWindow"", ""control room""]",ACTIVE,proposes_next_test,RELEVANT,fresh_blind_v1_gold_by_construction_seed_20260622,YES,RELEVANT
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0027,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,11,How should a rail maintenance office route track possession requests?,One routine case has possession calendar showing a normal queue while night crew carries a late change from the field. The desk uses that case to demonstrate why ballast train is checked before closure.,One routine case has possession calendar showing a normal queue while night crew carries a late change from the field. The desk uses that case to demonstrate why ballast train is checked before closure.,EXAMPLE,"[""ballast train"", ""possession calendar"", ""TrackWindow""]",DESCRIPTIVE,gives_example,RELEVANT,EXAMPLE,"[""ballast train"", ""possession calendar"", ""TrackWindow""]",DESCRIPTIVE,gives_example,RELEVANT,fresh_blind_v1_gold_by_construction_seed_20260622,YES,RELEVANT
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0028,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,12,How should a rail maintenance office route track possession requests?,"TrackWindow Rail Possession Planning is a field-office packet used during ordinary handoffs, not an audit of software or policy. The packet brings together the possession calendar, signal isolation plan, and night crew so a supervisor can see where the next routing choice begins.","TrackWindow Rail Possession Planning is a field-office packet used during ordinary handoffs, not an audit of software or policy. The packet brings together the possession calendar, signal isolation plan, and night crew so a supervisor can see where the next routing choice begins.",BACKGROUND,"[""control room"", ""TrackWindow"", ""ballast train""]",DESCRIPTIVE,sets_context,NOT_RELEVANT,BACKGROUND,"[""control room"", ""TrackWindow"", ""ballast train""]",DESCRIPTIVE,sets_context,NOT_RELEVANT,fresh_blind_v1_gold_by_construction_seed_20260622,NO,NOT_RELEVANT
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0029,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,13,How should a rail maintenance office route track possession requests?,One routine case has possession calendar showing a normal queue while night crew carries a late change from the field. The desk uses that case to demonstrate why ballast train is checked before closure.,One routine case has possession calendar showing a normal queue while night crew carries a late change from the field. The desk uses that case to demonstrate why ballast train is checked before closure.,EXAMPLE,"[""TrackWindow"", ""ballast train"", ""signal isolation plan""]",DESCRIPTIVE,gives_example,RELEVANT,EXAMPLE,"[""TrackWindow"", ""ballast train"", ""signal isolation plan""]",DESCRIPTIVE,gives_example,RELEVANT,fresh_blind_v1_gold_by_construction_seed_20260622,YES,RELEVANT
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0030,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,14,How should a rail maintenance office route track possession requests?,"TrackWindow Rail Possession Planning is a field-office packet used during ordinary handoffs, not an audit of software or policy. The packet brings together the possession calendar, signal isolation plan, and night crew so a supervisor can see where the next routing choice begins.","TrackWindow Rail Possession Planning is a field-office packet used during ordinary handoffs, not an audit of software or policy. The packet brings together the possession calendar, signal isolation plan, and night crew so a supervisor can see where the next routing choice begins.",BACKGROUND,"[""TrackWindow"", ""ballast train"", ""night crew""]",DESCRIPTIVE,sets_context,NOT_RELEVANT,BACKGROUND,"[""TrackWindow"", ""ballast train"", ""night crew""]",DESCRIPTIVE,sets_context,NOT_RELEVANT,fresh_blind_v1_gold_by_construction_seed_20260622,NO,NOT_RELEVANT
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0031,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,15,How should a rail maintenance office route track possession requests?,"The term ballast train refers to the recorded item that tells the coordinator what can move, wait, or be checked again. It is narrower than the whole TrackWindow file because it only covers the visible queue state.","The term ballast train refers to the recorded item that tells the coordinator what can move, wait, or be checked again. It is narrower than the whole TrackWindow file because it only covers the visible queue state.",DEFINE,"[""TrackWindow"", ""control room"", ""night crew""]",DESCRIPTIVE,defines,RELEVANT,DEFINE,"[""TrackWindow"", ""control room"", ""night crew""]",DESCRIPTIVE,defines,RELEVANT,fresh_blind_v1_gold_by_construction_seed_20260622,YES,RELEVANT
FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,FBV1_0032,FBV1_DOC_02_rail_track_possessions,TrackWindow Rail Possession Planning,16,How should a rail maintenance office route track possession requests?,"The possession calendar can lag behind radio updates, so it may overestimate how current the routing picture is. That caveat matters most when control room is already working from a printed copy.","The possession calendar can lag behind radio updates, so it may overestimate how current the routing picture is. That caveat matters most when control room is already working from a printed copy.",LIMITATION,"[""signal isolation plan"", ""night crew"", ""TrackWindow""]",LIMITED,warns_about,RELEVANT,LIMITATION,"[""signal isolation plan"", ""night crew"", ""TrackWindow""]",LIMITED,warns_about,RELEVANT,fresh_blind_v1_gold_by_construction_seed_20260622,YES,RELEVANT
FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,FBV1_0033,FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,1,How should a regional pharmacy desk route vaccine cold-chain exceptions?,"Operators first sort the courier manifest by urgency, then attach the matching clinic tray entry to each open case. The final pass sends exceptions back to the supervisor queue rather than closing them silently.","Operators first sort the courier manifest by urgency, then attach the matching clinic tray entry to each open case. The final pass sends exceptions back to the supervisor queue rather than closing them silently.",METHOD,"[""courier manifest"", ""ColdVault"", ""freezer pack""]",ACTIVE,requires,RELEVANT,METHOD,"[""courier manifest"", ""ColdVault"", ""freezer pack""]",ACTIVE,requires,RELEVANT,fresh_blind_v1_gold_by_construction_seed_20260622,YES,RELEVANT
FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,FBV1_0034,FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,2,How should a regional pharmacy desk route vaccine cold-chain exceptions?,The next review should compare temperature logger entries with actual outcomes from quarantine shelf. That test would show whether ColdVault is routing hard cases earlier or merely documenting them later.,The next review should compare temperature logger entries with actual outcomes from quarantine shelf. That test would show whether ColdVault is routing hard cases earlier or merely documenting them later.,NEXT_STEP,"[""clinic tray"", ""courier manifest"", ""ColdVault""]",ACTIVE,proposes_next_test,RELEVANT,NEXT_STEP,"[""clinic tray"", ""courier manifest"", ""ColdVault""]",ACTIVE,proposes_next_test,RELEVANT,fresh_blind_v1_gold_by_construction_seed_20260622,YES,RELEVANT
FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,FBV1_0035,FBV1_DOC_03_vaccine_cold_chain,ColdVault Vaccine Distribution,3,How should a regional pharmacy desk route vaccine cold-chain exceptions?,One routine case has temperature logger showing a normal queue while clinic tray carries a late change from the field. The desk uses that case to demonstrate why courier manifest is checked before closure.,One routine case has temperature logger showing a normal queue while clinic tray carries a late change from the field. The desk uses that case to demonstrate why courier manifest is checked before closure.,EXAMPLE,"[""ColdVault"", ""freezer pack"", ""clinic tray""]",DESCRIPTIVE,gives_example,RELEVANT,EXAMPLE,"[""ColdVault"", ""freezer pack"", ""clinic tray""]",DESCRIPTIVE,gives_example,RELEVANT,fresh_blind_v1_gold_by_construction_seed_20260622,YES,RELEVANT
