variant,matcher,threshold,segment_id,gold_entities,pred_entities,gold_count,pred_count,matches,soft_precision,soft_recall,soft_f1,soft_jaccard,matched_pairs
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB011,cargo value; commodity notes; verified shipment record,commodity notes unless; infer cargo value; verified shipment record; cargo value; commodity notes; infer cargo; notes unless; shipment record,3,8,3,0.375000,1.000000,0.545455,0.375000,"[{""gold"": ""cargo value"", ""pred"": ""cargo value"", ""score"": 1.0}, {""gold"": ""commodity notes"", ""pred"": ""commodity notes"", ""score"": 1.0}, {""gold"": ""verified shipment record"", ""pred"": ""verified shipment record"", ""score"": 1.0}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB012,exception; dwell time; forty-eight hours; confirmed owner,any exception whose; any exception whose dwell; dwell time passes; dwell time passes forty-eight; exception whose dwell; exception whose dwell time; flags any exception; flags any exception whose,4,8,2,0.250000,0.500000,0.333333,0.200000,"[{""gold"": ""dwell time"", ""pred"": ""dwell time passes"", ""score"": 0.7692307692307693}, {""gold"": ""exception"", ""pred"": ""flags any exception"", ""score"": 0.6666666666666666}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB013,ClinicPulse; backlog monitor; appointment delays; pathway; urgency; clinician dependency; patient-contact status,groups appointment delays; pathway urgency clinician; pathway urgency clinician dependency; urgency clinician dependency; appointment delays; backlog monitor; clinician dependency; groups appointment,7,8,3,0.375000,0.428571,0.400000,0.250000,"[{""gold"": ""appointment delays"", ""pred"": ""appointment delays"", ""score"": 1.0}, {""gold"": ""backlog monitor"", ""pred"": ""backlog monitor"", ""score"": 1.0}, {""gold"": ""clinician dependency"", ""pred"": ""clinician dependency"", ""score"": 1.0}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB014,clinic manager; clinical review; administrative booking; patients,patients waiting; between patients waiting; clearer difference between; clearer difference between patients; clinic manager needs; difference between patients; difference between patients waiting; patients waiting only,4,8,2,0.250000,0.500000,0.333333,0.200000,"[{""gold"": ""clinic manager"", ""pred"": ""clinic manager needs"", ""score"": 0.8484848484848485}, {""gold"": ""patients"", ""pred"": ""patients waiting"", ""score"": 0.6363636363636364}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB015,route map; pathway name; current wait age; blocker type; responsible role; backlog note,age blocker type; current wait age; current wait age blocker; every backlog note; extract pathway name; extract pathway name current; name current wait; name current wait age,6,8,4,0.500000,0.666667,0.571429,0.400000,"[{""gold"": ""current wait age"", ""pred"": ""current wait age"", ""score"": 1.0}, {""gold"": ""blocker type"", ""pred"": ""age blocker type"", ""score"": 0.8571428571428571}, {""gold"": ""backlog note"", ""pred"": ""every backlog note"", ""score"": 0.8}, {""gold"": ""pathway name"", ""pred"": ""extract pathway name"", ""score"": 0.75}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB016,urgent flag; clinical risk wording; days since referral,clinical risk wording; days since referral; existing urgent flag; clinical risk; days since; existing urgent; risk wording; since referral,3,8,3,0.375000,1.000000,0.545455,0.375000,"[{""gold"": ""clinical risk wording"", ""pred"": ""clinical risk wording"", ""score"": 1.0}, {""gold"": ""days since referral"", ""pred"": ""days since referral"", ""score"": 1.0}, {""gold"": ""urgent flag"", ""pred"": ""existing urgent flag"", ""score"": 0.7096774193548387}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB017,administrative blockers; booking teams; queue; sample,administrative blockers were; administrative blockers were over-counted; because two booking; because two booking teams; blockers were over-counted; blockers were over-counted because; booking teams used; booking teams used different,4,8,2,0.250000,0.500000,0.333333,0.200000,"[{""gold"": ""administrative blockers"", ""pred"": ""administrative blockers were"", ""score"": 0.8979591836734694}, {""gold"": ""booking teams"", ""pred"": ""booking teams used"", ""score"": 0.8275862068965517}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB018,patient identifiers; model prompt; synthetic IDs; re-identification key; evaluation folder,expose patient identifiers; re-identification key outside; synthetic IDs; evaluation folder; expose patient; key outside; model prompt; patient identifiers,5,8,5,0.625000,1.000000,0.769231,0.625000,"[{""gold"": ""evaluation folder"", ""pred"": ""evaluation folder"", ""score"": 1.0}, {""gold"": ""model prompt"", ""pred"": ""model prompt"", ""score"": 1.0}, {""gold"": ""patient identifiers"", ""pred"": ""patient identifiers"", ""score"": 1.0}, {""gold"": ""synthetic IDs"", ""pred"": ""synthetic IDs"", ""score"": 1.0}, {""gold"": ""re-identification key"", ""pred"": ""re-identification key outside"", ""score"": 0.84}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB019,GridLens; battery storage sites; inverter faults; thermal alerts; state-of-charge anomalies; technician dispatch,alerts state-of-charge anomalies; battery storage sites; battery storage sites focused; faults thermal alerts; faults thermal alerts state-of-charge; inverter faults thermal; inverter faults thermal alerts; storage sites focused,6,8,4,0.500000,0.666667,0.571429,0.400000,"[{""gold"": ""battery storage sites"", ""pred"": ""battery storage sites"", ""score"": 1.0}, {""gold"": ""state-of-charge anomalies"", ""pred"": ""alerts state-of-charge anomalies"", ""score"": 0.8888888888888888}, {""gold"": ""thermal alerts"", ""pred"": ""faults thermal alerts"", ""score"": 0.8125}, {""gold"": ""inverter faults"", ""pred"": ""inverter faults thermal"", ""score"": 0.7777777777777778}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB020,maintenance team; telemetry summaries; engineer notes; repeated faults,maintenance team receives; maintenance team receives telemetry; receives telemetry summaries; team receives telemetry; team receives telemetry summaries; engineer notes; maintenance team; often missed,4,8,3,0.375000,0.750000,0.500000,0.333333,"[{""gold"": ""engineer notes"", ""pred"": ""engineer notes"", ""score"": 1.0}, {""gold"": ""maintenance team"", ""pred"": ""maintenance team"", ""score"": 1.0}, {""gold"": ""telemetry summaries"", ""pred"": ""receives telemetry summaries"", ""score"": 0.8181818181818182}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB021,asset; symptom; severity; recurrence count; safety implication; recommended intervention,Normalize every note; asset symptom severity; asset symptom severity recurrence; count safety implication; Normalize every; recurrence count safety; recurrence count safety implication; severity recurrence count,6,8,2,0.250000,0.333333,0.285714,0.166667,"[{""gold"": ""safety implication"", ""pred"": ""count safety implication"", ""score"": 0.8571428571428571}, {""gold"": ""recurrence count"", ""pred"": ""recurrence count safety"", ""score"": 0.8205128205128205}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB022,alert; planned firmware test; scheduled work; operational incident,firmware test route; planned firmware test; planned firmware test route; firmware test; operational incident; planned firmware; scheduled work; test route,4,8,3,0.375000,0.750000,0.500000,0.333333,"[{""gold"": ""operational incident"", ""pred"": ""operational incident"", ""score"": 1.0}, {""gold"": ""planned firmware test"", ""pred"": ""planned firmware test"", ""score"": 1.0}, {""gold"": ""scheduled work"", ""pred"": ""scheduled work"", ""score"": 1.0}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB023,dry run; model; inverter trips; balancing events; thermal warnings,but confused balancing; but confused balancing events; confused balancing events; correctly grouped inverter; correctly grouped inverter trips; grouped inverter trips; grouped inverter trips but; inverter trips but,5,8,2,0.250000,0.400000,0.307692,0.181818,"[{""gold"": ""inverter trips"", ""pred"": ""inverter trips but"", ""score"": 0.8666666666666667}, {""gold"": ""balancing events"", ""pred"": ""confused balancing events"", ""score"": 0.7692307692307693}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB024,blind set; engineer notes; production alert rules,new engineer notes; production alert rules; small blind set; alert rules; blind set; engineer notes; new engineer; production alert,3,8,3,0.375000,1.000000,0.545455,0.375000,"[{""gold"": ""blind set"", ""pred"": ""blind set"", ""score"": 1.0}, {""gold"": ""engineer notes"", ""pred"": ""engineer notes"", ""score"": 1.0}, {""gold"": ""production alert rules"", ""pred"": ""production alert rules"", ""score"": 1.0}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB025,TutorTrail; tutoring notes; learning routes; concept gap; practice need; confidence issue; assessment target; parent follow-up,TutorTrail converts free-text; TutorTrail converts free-text tutoring; concept gap practice; concept gap practice need; confidence issue assessment; confidence issue assessment target; converts free-text tutoring; converts free-text tutoring notes,8,8,4,0.500000,0.500000,0.500000,0.333333,"[{""gold"": ""confidence issue"", ""pred"": ""confidence issue assessment"", ""score"": 0.7441860465116279}, {""gold"": ""concept gap"", ""pred"": ""concept gap practice"", ""score"": 0.7096774193548387}, {""gold"": ""practice need"", ""pred"": ""concept gap practice need"", ""score"": 0.6842105263157895}, {""gold"": ""assessment target"", ""pred"": ""confidence issue assessment target"", ""score"": 0.6666666666666666}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB026,tutors; ability; behaviour; homework completion; lesson plan,Tutors often describe; Tutors often describe ability; describe ability behaviour; homework completion together; lesson plan hard; next lesson plan; next lesson plan hard; often describe ability,5,8,2,0.250000,0.400000,0.307692,0.181818,"[{""gold"": ""lesson plan"", ""pred"": ""lesson plan hard"", ""score"": 0.8148148148148148}, {""gold"": ""homework completion"", ""pred"": ""homework completion together"", ""score"": 0.8085106382978723}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB027,topic; misconception; evidence sentence; exercise type; conceptual issue; fluency-based issue,evidence sentence recommended; evidence sentence recommended exercise; misconception evidence sentence; misconception evidence sentence recommended; recommended exercise type; sentence recommended exercise; sentence recommended exercise type; topic misconception evidence,6,8,3,0.375000,0.500000,0.428571,0.272727,"[{""gold"": ""evidence sentence"", ""pred"": ""evidence sentence recommended"", ""score"": 0.7391304347826086}, {""gold"": ""exercise type"", ""pred"": ""recommended exercise type"", ""score"": 0.6842105263157895}, {""gold"": ""misconception"", ""pred"": ""topic misconception evidence"", ""score"": 0.6341463414634146}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB028,pupil; linear equations; wording; transfer practice; basic algebra,can solve linear; can solve linear equations; equations but freezes; linear equations but; linear equations but freezes; pupil can solve; pupil can solve linear; solve linear equations,5,8,1,0.125000,0.200000,0.153846,0.083333,"[{""gold"": ""linear equations"", ""pred"": ""linear equations but"", ""score"": 0.8823529411764706}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB029,special educational need; frustration note; tutor; support plan,assessed support plan; frustration note unless; single frustration note; single frustration note unless; special educational need; tutor explicitly recorded; assessed support; educational need,4,8,3,0.375000,0.750000,0.500000,0.333333,"[{""gold"": ""special educational need"", ""pred"": ""special educational need"", ""score"": 1.0}, {""gold"": ""frustration note"", ""pred"": ""frustration note unless"", ""score"": 0.8421052631578947}, {""gold"": ""support plan"", ""pred"": ""assessed support plan"", ""score"": 0.7272727272727273}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB030,reviewer column; senior tutors; borderline cases; gold set,adjudicate borderline cases; can adjudicate borderline; can adjudicate borderline cases; senior tutors can; senior tutors can adjudicate; those labels enter; tutors can adjudicate; tutors can adjudicate borderline,4,8,2,0.250000,0.500000,0.333333,0.200000,"[{""gold"": ""senior tutors"", ""pred"": ""senior tutors can"", ""score"": 0.8571428571428571}, {""gold"": ""borderline cases"", ""pred"": ""adjudicate borderline cases"", ""score"": 0.7317073170731707}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB031,FraudSieve; invoice-control router; vendor identity changes; bank-detail changes; duplicate invoice patterns; approval bypasses,bank-detail changes duplicate; bank-detail changes duplicate invoice; changes bank-detail changes; changes bank-detail changes duplicate; changes duplicate invoice; changes duplicate invoice patterns; duplicate invoice patterns; identity changes bank-detail,6,8,3,0.375000,0.500000,0.428571,0.272727,"[{""gold"": ""duplicate invoice patterns"", ""pred"": ""duplicate invoice patterns"", ""score"": 1.0}, {""gold"": ""bank-detail changes"", ""pred"": ""changes bank-detail changes"", ""score"": 0.8372093023255814}, {""gold"": ""vendor identity changes"", ""pred"": ""identity changes bank-detail"", ""score"": 0.6122448979591837}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB032,finance reviewers; alerts; vendor; invoice; approver,Finance reviewers currently; Finance reviewers currently mark; currently mark many; currently mark many alerts; Finance reviewers; mark many alerts; reviewers currently mark; reviewers currently mark many,5,8,1,0.125000,0.200000,0.153846,0.083333,"[{""gold"": ""finance reviewers"", ""pred"": ""Finance reviewers"", ""score"": 1.0}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB033,payment risk; evidence field; control; approval gate,next approval gate; approval gate; evidence field; next approval; payment risk; approval; control; evidence,4,8,4,0.500000,1.000000,0.666667,0.500000,"[{""gold"": ""approval gate"", ""pred"": ""approval gate"", ""score"": 1.0}, {""gold"": ""control"", ""pred"": ""control"", ""score"": 1.0}, {""gold"": ""evidence field"", ""pred"": ""evidence field"", ""score"": 1.0}, {""gold"": ""payment risk"", ""pred"": ""payment risk"", ""score"": 1.0}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB034,duplicate check; invoice number; supplier name; gross amount; purchase-order reference,across invoice number; across invoice number supplier; comparison across invoice; comparison across invoice number; invoice number supplier; invoice number supplier name; name gross amount; normalized comparison across,5,8,3,0.375000,0.600000,0.461538,0.300000,"[{""gold"": ""invoice number"", ""pred"": ""across invoice number"", ""score"": 0.8235294117647058}, {""gold"": ""gross amount"", ""pred"": ""name gross amount"", ""score"": 0.8148148148148148}, {""gold"": ""supplier name"", ""pred"": ""invoice number supplier name"", ""score"": 0.6341463414634146}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB035,historic alerts; precision; duplicate invoices; recall; supplier names,alerts showed high; alerts showed high precision; altered supplier names; but weak recall; duplicate invoices but; duplicate invoices but weak; exact duplicate invoices; exact duplicate invoices but,5,8,2,0.250000,0.400000,0.307692,0.181818,"[{""gold"": ""duplicate invoices"", ""pred"": ""duplicate invoices but"", ""score"": 0.8947368421052632}, {""gold"": ""supplier names"", ""pred"": ""altered supplier names"", ""score"": 0.7647058823529411}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB036,tool; payment; case; approver; evidence,block payment automatically; block payment; evidence attached; named approver; payment automatically; approver; attached; automatically,5,8,3,0.375000,0.600000,0.461538,0.300000,"[{""gold"": ""approver"", ""pred"": ""approver"", ""score"": 1.0}, {""gold"": ""payment"", ""pred"": ""block payment"", ""score"": 0.7}, {""gold"": ""evidence"", ""pred"": ""evidence attached"", ""score"": 0.64}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB037,RiverWatch; field notes; water levels; blocked culverts; pump status; road closures; flood-response routes,RiverWatch turns field; RiverWatch turns field notes; about water levels; about water levels blocked; blocked culverts pump; blocked culverts pump status; culverts pump status; field notes about,7,8,5,0.625000,0.714286,0.666667,0.500000,"[{""gold"": ""blocked culverts"", ""pred"": ""blocked culverts pump"", ""score"": 0.8571428571428571}, {""gold"": ""water levels"", ""pred"": ""about water levels"", ""score"": 0.7857142857142857}, {""gold"": ""field notes"", ""pred"": ""field notes about"", ""score"": 0.7692307692307693}, {""gold"": ""pump status"", ""pred"": ""culverts pump status"", ""score"": 0.7142857142857143}, {""gold"": ""RiverWatch"", ""pred"": ""RiverWatch turns field"", ""score"": 0.6451612903225806}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB038,duty officer; photos; resident calls; sensor messages; field deployment,but only some; duty officer receives; duty officer receives photos; messages but only; messages but only some; officer receives photos; officer receives photos resident; photos resident calls,5,8,2,0.250000,0.400000,0.307692,0.181818,"[{""gold"": ""resident calls"", ""pred"": ""photos resident calls"", ""score"": 0.8125}, {""gold"": ""duty officer"", ""pred"": ""duty officer receives"", ""score"": 0.75}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB039,location; hazard type; confidence; immediate action; agency notification,Classify each note; another agency must; Classify each; confidence immediate action; hazard type confidence; hazard type confidence immediate; location hazard type; location hazard type confidence,5,8,3,0.375000,0.600000,0.461538,0.300000,"[{""gold"": ""immediate action"", ""pred"": ""confidence immediate action"", ""score"": 0.7441860465116279}, {""gold"": ""hazard type"", ""pred"": ""location hazard type"", ""score"": 0.7096774193548387}, {""gold"": ""confidence"", ""pred"": ""hazard type confidence"", ""score"": 0.625}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB040,standing water; test basin; scheduled drill; public-road closure route,known test basin; known test basin after; note reports standing; note reports standing water; public-road closure route; reports standing water; reports standing water inside; scheduled drill suppress,4,8,4,0.500000,1.000000,0.666667,0.500000,"[{""gold"": ""public-road closure route"", ""pred"": ""public-road closure route"", ""score"": 1.0}, {""gold"": ""standing water"", ""pred"": ""reports standing water"", ""score"": 0.8}, {""gold"": ""scheduled drill"", ""pred"": ""scheduled drill suppress"", ""score"": 0.7894736842105263}, {""gold"": ""test basin"", ""pred"": ""known test basin"", ""score"": 0.7692307692307693}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB041,trial; blocked culvert reports; bridge-depth notes; severity rule,blocked culvert reports; blocked culvert reports were; bridge-depth notes needed; but bridge-depth notes; but bridge-depth notes needed; culvert reports were; culvert reports were routed; reports were routed,4,8,2,0.250000,0.500000,0.333333,0.200000,"[{""gold"": ""blocked culvert reports"", ""pred"": ""blocked culvert reports"", ""score"": 1.0}, {""gold"": ""bridge-depth notes"", ""pred"": ""but bridge-depth notes"", ""score"": 0.8947368421052632}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB042,blind review set; storm event; false alarms; missed deployments,blind review set; false alarms separately; next storm event; score false alarms; score false alarms separately; alarms separately; blind review; false alarms,4,8,3,0.375000,0.750000,0.500000,0.333333,"[{""gold"": ""blind review set"", ""pred"": ""blind review set"", ""score"": 1.0}, {""gold"": ""false alarms"", ""pred"": ""false alarms"", ""score"": 1.0}, {""gold"": ""storm event"", ""pred"": ""next storm event"", ""score"": 0.8148148148148148}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB043,LawBrief Disclosure Tracker; litigation notes; evidence request; privilege issue; disclosure deadline; client instruction; counsel review,Disclosure Tracker maps; Disclosure Tracker maps litigation; LawBrief Disclosure Tracker; LawBrief Disclosure Tracker maps; Tracker maps litigation; Tracker maps litigation notes; deadline client instruction; Disclosure,7,8,4,0.500000,0.571429,0.533333,0.363636,"[{""gold"": ""LawBrief Disclosure Tracker"", ""pred"": ""LawBrief Disclosure Tracker"", ""score"": 1.0}, {""gold"": ""client instruction"", ""pred"": ""deadline client instruction"", ""score"": 0.8}, {""gold"": ""litigation notes"", ""pred"": ""Tracker maps litigation notes"", ""score"": 0.7142857142857143}, {""gold"": ""disclosure deadline"", ""pred"": ""Disclosure"", ""score"": 0.6896551724137931}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB044,case handlers; factual evidence; legal advice; deadline reminders,Case handlers sometimes; Case handlers sometimes mix; Case handlers; evidence legal advice; factual evidence legal; factual evidence legal advice; handlers sometimes mix; handlers sometimes mix factual,4,8,3,0.375000,0.750000,0.500000,0.333333,"[{""gold"": ""case handlers"", ""pred"": ""Case handlers"", ""score"": 1.0}, {""gold"": ""factual evidence"", ""pred"": ""factual evidence legal"", ""score"": 0.8421052631578947}, {""gold"": ""legal advice"", ""pred"": ""evidence legal advice"", ""score"": 0.7272727272727273}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB045,extractor; document type; legal sensitivity; deadline; responsible person; case route,deadline responsible person; document type legal; document type legal sensitivity; legal sensitivity deadline; legal sensitivity deadline responsible; sensitivity deadline responsible; sensitivity deadline responsible person; separate document type,6,8,3,0.375000,0.500000,0.428571,0.272727,"[{""gold"": ""document type"", ""pred"": ""document type legal"", ""score"": 0.8125}, {""gold"": ""responsible person"", ""pred"": ""deadline responsible person"", ""score"": 0.8}, {""gold"": ""legal sensitivity"", ""pred"": ""legal sensitivity deadline"", ""score"": 0.7906976744186046}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB046,privilege; confidentiality; qualified reviewer,can only flag; can only; decide privilege; only flag; qualified reviewer; system must; waive confidentiality; can,3,8,3,0.375000,1.000000,0.545455,0.375000,"[{""gold"": ""qualified reviewer"", ""pred"": ""qualified reviewer"", ""score"": 1.0}, {""gold"": ""confidentiality"", ""pred"": ""waive confidentiality"", ""score"": 0.8333333333333334}, {""gold"": ""privilege"", ""pred"": ""decide privilege"", ""score"": 0.72}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB047,client; contract draft; old laptop; evidence collection; privilege review,client found; contract draft; evidence collection; note saying; old laptop; privilege review; automatically; client,5,8,5,0.625000,1.000000,0.769231,0.625000,"[{""gold"": ""client"", ""pred"": ""client"", ""score"": 1.0}, {""gold"": ""contract draft"", ""pred"": ""contract draft"", ""score"": 1.0}, {""gold"": ""evidence collection"", ""pred"": ""evidence collection"", ""score"": 1.0}, {""gold"": ""old laptop"", ""pred"": ""old laptop"", ""score"": 1.0}, {""gold"": ""privilege review"", ""pred"": ""privilege review"", ""score"": 1.0}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB048,blind corpus; case summaries; gold examples; training snippets,neutral case summaries; new neutral case; new neutral case summaries; prior gold examples; blind corpus; case summaries; gold examples; neutral case,4,8,3,0.375000,0.750000,0.500000,0.333333,"[{""gold"": ""blind corpus"", ""pred"": ""blind corpus"", ""score"": 1.0}, {""gold"": ""case summaries"", ""pred"": ""case summaries"", ""score"": 1.0}, {""gold"": ""gold examples"", ""pred"": ""gold examples"", ""score"": 1.0}]"
noun_chunks_topk,M3_fuzzy_difflib,0.6,TB049,RoboInspect; factory inspection notes; defect type; machine owner; safety class; downtime risk; repair priority,RoboInspect routes factory; RoboInspect routes factory inspection; class downtime risk; defect type machine; defect type machine owner; factory inspection notes; machine owner safety; machine owner safety class,7,8,6,0.750000,0.857143,0.800000,0.666667,"[{""gold"": ""factory inspection notes"", ""pred"": ""factory inspection notes"", ""score"": 1.0}, {""gold"": ""downtime risk"", ""pred"": ""class downtime risk"", ""score"": 0.8387096774193549}, {""gold"": ""machine owner"", ""pred"": ""machine owner safety"", ""score"": 0.7878787878787878}, {""gold"": ""defect type"", ""pred"": ""defect type machine"", ""score"": 0.7333333333333333}, {""gold"": ""RoboInspect"", ""pred"": ""RoboInspect routes factory"", ""score"": 0.6111111111111112}, {""gold"": ""safety class"", ""pred"": ""machine owner safety class"", ""score"": 0.6111111111111112}]"
