variant,matcher,threshold,segment_id,gold_entities,pred_entities,gold_count,pred_count,matches,soft_precision,soft_recall,soft_f1,soft_jaccard,matched_pairs
noun_chunks_topk,M1_normalized_exact,1.0,TB011,cargo value; commodity notes; verified shipment record,commodity notes unless; infer cargo value; verified shipment record; cargo value; commodity notes; infer cargo; notes unless; shipment record,3,8,3,0.375000,1.000000,0.545455,0.375000,"[{""gold"": ""cargo value"", ""pred"": ""cargo value"", ""score"": 1.0}, {""gold"": ""commodity notes"", ""pred"": ""commodity notes"", ""score"": 1.0}, {""gold"": ""verified shipment record"", ""pred"": ""verified shipment record"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB012,exception; dwell time; forty-eight hours; confirmed owner,any exception whose; any exception whose dwell; dwell time passes; dwell time passes forty-eight; exception whose dwell; exception whose dwell time; flags any exception; flags any exception whose,4,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB013,ClinicPulse; backlog monitor; appointment delays; pathway; urgency; clinician dependency; patient-contact status,groups appointment delays; pathway urgency clinician; pathway urgency clinician dependency; urgency clinician dependency; appointment delays; backlog monitor; clinician dependency; groups appointment,7,8,3,0.375000,0.428571,0.400000,0.250000,"[{""gold"": ""appointment delays"", ""pred"": ""appointment delays"", ""score"": 1.0}, {""gold"": ""backlog monitor"", ""pred"": ""backlog monitor"", ""score"": 1.0}, {""gold"": ""clinician dependency"", ""pred"": ""clinician dependency"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB014,clinic manager; clinical review; administrative booking; patients,patients waiting; between patients waiting; clearer difference between; clearer difference between patients; clinic manager needs; difference between patients; difference between patients waiting; patients waiting only,4,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB015,route map; pathway name; current wait age; blocker type; responsible role; backlog note,age blocker type; current wait age; current wait age blocker; every backlog note; extract pathway name; extract pathway name current; name current wait; name current wait age,6,8,1,0.125000,0.166667,0.142857,0.076923,"[{""gold"": ""current wait age"", ""pred"": ""current wait age"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB016,urgent flag; clinical risk wording; days since referral,clinical risk wording; days since referral; existing urgent flag; clinical risk; days since; existing urgent; risk wording; since referral,3,8,2,0.250000,0.666667,0.363636,0.222222,"[{""gold"": ""clinical risk wording"", ""pred"": ""clinical risk wording"", ""score"": 1.0}, {""gold"": ""days since referral"", ""pred"": ""days since referral"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB017,administrative blockers; booking teams; queue; sample,administrative blockers were; administrative blockers were over-counted; because two booking; because two booking teams; blockers were over-counted; blockers were over-counted because; booking teams used; booking teams used different,4,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB018,patient identifiers; model prompt; synthetic IDs; re-identification key; evaluation folder,expose patient identifiers; re-identification key outside; synthetic IDs; evaluation folder; expose patient; key outside; model prompt; patient identifiers,5,8,4,0.500000,0.800000,0.615385,0.444444,"[{""gold"": ""evaluation folder"", ""pred"": ""evaluation folder"", ""score"": 1.0}, {""gold"": ""model prompt"", ""pred"": ""model prompt"", ""score"": 1.0}, {""gold"": ""patient identifiers"", ""pred"": ""patient identifiers"", ""score"": 1.0}, {""gold"": ""synthetic IDs"", ""pred"": ""synthetic IDs"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB019,GridLens; battery storage sites; inverter faults; thermal alerts; state-of-charge anomalies; technician dispatch,alerts state-of-charge anomalies; battery storage sites; battery storage sites focused; faults thermal alerts; faults thermal alerts state-of-charge; inverter faults thermal; inverter faults thermal alerts; storage sites focused,6,8,1,0.125000,0.166667,0.142857,0.076923,"[{""gold"": ""battery storage sites"", ""pred"": ""battery storage sites"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB020,maintenance team; telemetry summaries; engineer notes; repeated faults,maintenance team receives; maintenance team receives telemetry; receives telemetry summaries; team receives telemetry; team receives telemetry summaries; engineer notes; maintenance team; often missed,4,8,2,0.250000,0.500000,0.333333,0.200000,"[{""gold"": ""engineer notes"", ""pred"": ""engineer notes"", ""score"": 1.0}, {""gold"": ""maintenance team"", ""pred"": ""maintenance team"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB021,asset; symptom; severity; recurrence count; safety implication; recommended intervention,Normalize every note; asset symptom severity; asset symptom severity recurrence; count safety implication; Normalize every; recurrence count safety; recurrence count safety implication; severity recurrence count,6,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB022,alert; planned firmware test; scheduled work; operational incident,firmware test route; planned firmware test; planned firmware test route; firmware test; operational incident; planned firmware; scheduled work; test route,4,8,3,0.375000,0.750000,0.500000,0.333333,"[{""gold"": ""operational incident"", ""pred"": ""operational incident"", ""score"": 1.0}, {""gold"": ""planned firmware test"", ""pred"": ""planned firmware test"", ""score"": 1.0}, {""gold"": ""scheduled work"", ""pred"": ""scheduled work"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB023,dry run; model; inverter trips; balancing events; thermal warnings,but confused balancing; but confused balancing events; confused balancing events; correctly grouped inverter; correctly grouped inverter trips; grouped inverter trips; grouped inverter trips but; inverter trips but,5,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB024,blind set; engineer notes; production alert rules,new engineer notes; production alert rules; small blind set; alert rules; blind set; engineer notes; new engineer; production alert,3,8,3,0.375000,1.000000,0.545455,0.375000,"[{""gold"": ""blind set"", ""pred"": ""blind set"", ""score"": 1.0}, {""gold"": ""engineer notes"", ""pred"": ""engineer notes"", ""score"": 1.0}, {""gold"": ""production alert rules"", ""pred"": ""production alert rules"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB025,TutorTrail; tutoring notes; learning routes; concept gap; practice need; confidence issue; assessment target; parent follow-up,TutorTrail converts free-text; TutorTrail converts free-text tutoring; concept gap practice; concept gap practice need; confidence issue assessment; confidence issue assessment target; converts free-text tutoring; converts free-text tutoring notes,8,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB026,tutors; ability; behaviour; homework completion; lesson plan,Tutors often describe; Tutors often describe ability; describe ability behaviour; homework completion together; lesson plan hard; next lesson plan; next lesson plan hard; often describe ability,5,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB027,topic; misconception; evidence sentence; exercise type; conceptual issue; fluency-based issue,evidence sentence recommended; evidence sentence recommended exercise; misconception evidence sentence; misconception evidence sentence recommended; recommended exercise type; sentence recommended exercise; sentence recommended exercise type; topic misconception evidence,6,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB028,pupil; linear equations; wording; transfer practice; basic algebra,can solve linear; can solve linear equations; equations but freezes; linear equations but; linear equations but freezes; pupil can solve; pupil can solve linear; solve linear equations,5,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB029,special educational need; frustration note; tutor; support plan,assessed support plan; frustration note unless; single frustration note; single frustration note unless; special educational need; tutor explicitly recorded; assessed support; educational need,4,8,1,0.125000,0.250000,0.166667,0.090909,"[{""gold"": ""special educational need"", ""pred"": ""special educational need"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB030,reviewer column; senior tutors; borderline cases; gold set,adjudicate borderline cases; can adjudicate borderline; can adjudicate borderline cases; senior tutors can; senior tutors can adjudicate; those labels enter; tutors can adjudicate; tutors can adjudicate borderline,4,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB031,FraudSieve; invoice-control router; vendor identity changes; bank-detail changes; duplicate invoice patterns; approval bypasses,bank-detail changes duplicate; bank-detail changes duplicate invoice; changes bank-detail changes; changes bank-detail changes duplicate; changes duplicate invoice; changes duplicate invoice patterns; duplicate invoice patterns; identity changes bank-detail,6,8,1,0.125000,0.166667,0.142857,0.076923,"[{""gold"": ""duplicate invoice patterns"", ""pred"": ""duplicate invoice patterns"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB032,finance reviewers; alerts; vendor; invoice; approver,Finance reviewers currently; Finance reviewers currently mark; currently mark many; currently mark many alerts; Finance reviewers; mark many alerts; reviewers currently mark; reviewers currently mark many,5,8,1,0.125000,0.200000,0.153846,0.083333,"[{""gold"": ""finance reviewers"", ""pred"": ""Finance reviewers"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB033,payment risk; evidence field; control; approval gate,next approval gate; approval gate; evidence field; next approval; payment risk; approval; control; evidence,4,8,4,0.500000,1.000000,0.666667,0.500000,"[{""gold"": ""approval gate"", ""pred"": ""approval gate"", ""score"": 1.0}, {""gold"": ""control"", ""pred"": ""control"", ""score"": 1.0}, {""gold"": ""evidence field"", ""pred"": ""evidence field"", ""score"": 1.0}, {""gold"": ""payment risk"", ""pred"": ""payment risk"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB034,duplicate check; invoice number; supplier name; gross amount; purchase-order reference,across invoice number; across invoice number supplier; comparison across invoice; comparison across invoice number; invoice number supplier; invoice number supplier name; name gross amount; normalized comparison across,5,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB035,historic alerts; precision; duplicate invoices; recall; supplier names,alerts showed high; alerts showed high precision; altered supplier names; but weak recall; duplicate invoices but; duplicate invoices but weak; exact duplicate invoices; exact duplicate invoices but,5,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB036,tool; payment; case; approver; evidence,block payment automatically; block payment; evidence attached; named approver; payment automatically; approver; attached; automatically,5,8,1,0.125000,0.200000,0.153846,0.083333,"[{""gold"": ""approver"", ""pred"": ""approver"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB037,RiverWatch; field notes; water levels; blocked culverts; pump status; road closures; flood-response routes,RiverWatch turns field; RiverWatch turns field notes; about water levels; about water levels blocked; blocked culverts pump; blocked culverts pump status; culverts pump status; field notes about,7,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB038,duty officer; photos; resident calls; sensor messages; field deployment,but only some; duty officer receives; duty officer receives photos; messages but only; messages but only some; officer receives photos; officer receives photos resident; photos resident calls,5,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB039,location; hazard type; confidence; immediate action; agency notification,Classify each note; another agency must; Classify each; confidence immediate action; hazard type confidence; hazard type confidence immediate; location hazard type; location hazard type confidence,5,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB040,standing water; test basin; scheduled drill; public-road closure route,known test basin; known test basin after; note reports standing; note reports standing water; public-road closure route; reports standing water; reports standing water inside; scheduled drill suppress,4,8,1,0.125000,0.250000,0.166667,0.090909,"[{""gold"": ""public-road closure route"", ""pred"": ""public-road closure route"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB041,trial; blocked culvert reports; bridge-depth notes; severity rule,blocked culvert reports; blocked culvert reports were; bridge-depth notes needed; but bridge-depth notes; but bridge-depth notes needed; culvert reports were; culvert reports were routed; reports were routed,4,8,1,0.125000,0.250000,0.166667,0.090909,"[{""gold"": ""blocked culvert reports"", ""pred"": ""blocked culvert reports"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB042,blind review set; storm event; false alarms; missed deployments,blind review set; false alarms separately; next storm event; score false alarms; score false alarms separately; alarms separately; blind review; false alarms,4,8,2,0.250000,0.500000,0.333333,0.200000,"[{""gold"": ""blind review set"", ""pred"": ""blind review set"", ""score"": 1.0}, {""gold"": ""false alarms"", ""pred"": ""false alarms"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB043,LawBrief Disclosure Tracker; litigation notes; evidence request; privilege issue; disclosure deadline; client instruction; counsel review,Disclosure Tracker maps; Disclosure Tracker maps litigation; LawBrief Disclosure Tracker; LawBrief Disclosure Tracker maps; Tracker maps litigation; Tracker maps litigation notes; deadline client instruction; Disclosure,7,8,1,0.125000,0.142857,0.133333,0.071429,"[{""gold"": ""LawBrief Disclosure Tracker"", ""pred"": ""LawBrief Disclosure Tracker"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB044,case handlers; factual evidence; legal advice; deadline reminders,Case handlers sometimes; Case handlers sometimes mix; Case handlers; evidence legal advice; factual evidence legal; factual evidence legal advice; handlers sometimes mix; handlers sometimes mix factual,4,8,1,0.125000,0.250000,0.166667,0.090909,"[{""gold"": ""case handlers"", ""pred"": ""Case handlers"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB045,extractor; document type; legal sensitivity; deadline; responsible person; case route,deadline responsible person; document type legal; document type legal sensitivity; legal sensitivity deadline; legal sensitivity deadline responsible; sensitivity deadline responsible; sensitivity deadline responsible person; separate document type,6,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB046,privilege; confidentiality; qualified reviewer,can only flag; can only; decide privilege; only flag; qualified reviewer; system must; waive confidentiality; can,3,8,1,0.125000,0.333333,0.181818,0.100000,"[{""gold"": ""qualified reviewer"", ""pred"": ""qualified reviewer"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB047,client; contract draft; old laptop; evidence collection; privilege review,client found; contract draft; evidence collection; note saying; old laptop; privilege review; automatically; client,5,8,5,0.625000,1.000000,0.769231,0.625000,"[{""gold"": ""client"", ""pred"": ""client"", ""score"": 1.0}, {""gold"": ""contract draft"", ""pred"": ""contract draft"", ""score"": 1.0}, {""gold"": ""evidence collection"", ""pred"": ""evidence collection"", ""score"": 1.0}, {""gold"": ""old laptop"", ""pred"": ""old laptop"", ""score"": 1.0}, {""gold"": ""privilege review"", ""pred"": ""privilege review"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB048,blind corpus; case summaries; gold examples; training snippets,neutral case summaries; new neutral case; new neutral case summaries; prior gold examples; blind corpus; case summaries; gold examples; neutral case,4,8,3,0.375000,0.750000,0.500000,0.333333,"[{""gold"": ""blind corpus"", ""pred"": ""blind corpus"", ""score"": 1.0}, {""gold"": ""case summaries"", ""pred"": ""case summaries"", ""score"": 1.0}, {""gold"": ""gold examples"", ""pred"": ""gold examples"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB049,RoboInspect; factory inspection notes; defect type; machine owner; safety class; downtime risk; repair priority,RoboInspect routes factory; RoboInspect routes factory inspection; class downtime risk; defect type machine; defect type machine owner; factory inspection notes; machine owner safety; machine owner safety class,7,8,1,0.125000,0.142857,0.133333,0.071429,"[{""gold"": ""factory inspection notes"", ""pred"": ""factory inspection notes"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB050,operators; shift change; cosmetic defect; safety-critical fault; line,Operators write short; Operators write short notes; during shift change; notes during shift; notes during shift change; Operators write; phrase can mean; safety-critical fault depending,5,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB051,machine ID; station; observed symptom; recurrence; production stop,ID station observed; ID station observed symptom; machine ID station; machine ID station observed; Each note; ID station; machine ID; observed symptom recurrence,5,8,1,0.125000,0.200000,0.153846,0.083333,"[{""gold"": ""machine ID"", ""pred"": ""machine ID"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB052,calibration rule; minor vibration notes; escalating risk; third occurrence; seven days,escalating risk after; minor vibration notes; repeated minor vibration; repeated minor vibration notes; treats repeated minor; treats repeated minor vibration; calibration rule; escalating risk,5,8,3,0.375000,0.600000,0.461538,0.300000,"[{""gold"": ""calibration rule"", ""pred"": ""calibration rule"", ""score"": 1.0}, {""gold"": ""escalating risk"", ""pred"": ""escalating risk"", ""score"": 1.0}, {""gold"": ""minor vibration notes"", ""pred"": ""minor vibration notes"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB053,review; route classifier; downtime label; spare part,previous review showed; route classifier overused; classifier overused; downtime label; note mentioned; previous review; review showed; route classifier,4,8,2,0.250000,0.500000,0.333333,0.200000,"[{""gold"": ""downtime label"", ""pred"": ""downtime label"", ""score"": 1.0}, {""gold"": ""route classifier"", ""pred"": ""route classifier"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB054,fault; machine; planned maintenance,note explicitly says; explicitly says; note explicitly; planned maintenance; Do; escalate; explicitly; fault,3,8,2,0.250000,0.666667,0.363636,0.222222,"[{""gold"": ""fault"", ""pred"": ""fault"", ""score"": 1.0}, {""gold"": ""planned maintenance"", ""pred"": ""planned maintenance"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB055,GreenLedger; supplier notes; carbon evidence; labour-risk concern; certification status; data gap; remediation action,GreenLedger maps supplier; GreenLedger maps supplier notes; carbon evidence labour-risk; carbon evidence labour-risk concern; certification status data; certification status data gap; concern certification status; concern certification status data,7,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB056,procurement teams; supplier claim; verified document,Procurement teams often; Procurement teams often record; Procurement teams; supplier s claim; teams often record; been verified; claim; noting whether,3,8,1,0.125000,0.333333,0.181818,0.100000,"[{""gold"": ""procurement teams"", ""pred"": ""Procurement teams"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB057,claim; evidence source; verification level; due date; audit; supplier follow-up; internal approval,audit supplier follow-up; claim evidence source; claim evidence source verification; evidence source verification; evidence source verification level; level due date; requires audit supplier; requires audit supplier follow-up,7,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB058,marketing brochure; certification; standard; certificate number,certificate number; certification unless; marketing brochure; named standard; Do; brochure; certificate; certification,4,8,3,0.375000,0.750000,0.500000,0.333333,"[{""gold"": ""certificate number"", ""pred"": ""certificate number"", ""score"": 1.0}, {""gold"": ""certification"", ""pred"": ""certification"", ""score"": 1.0}, {""gold"": ""marketing brochure"", ""pred"": ""marketing brochure"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB059,first pass; data-gap detection; supplier; expired certificate,but missed cases; data-gap detection but; data-gap detection but missed; detection but missed; detection but missed cases; first pass improved; first pass improved data-gap; improved data-gap detection,4,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB060,fresh blind batch; suppliers; pilot sectors; production scoring threshold,fresh blind batch; original pilot sectors; production scoring threshold; blind batch; fresh blind; original pilot; pilot sectors; production scoring,4,8,3,0.375000,0.750000,0.500000,0.333333,"[{""gold"": ""fresh blind batch"", ""pred"": ""fresh blind batch"", ""score"": 1.0}, {""gold"": ""pilot sectors"", ""pred"": ""pilot sectors"", ""score"": 1.0}, {""gold"": ""production scoring threshold"", ""pred"": ""production scoring threshold"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB061,EventMesh; live-event incident notes; crowd flow; medical support; access control; technical fault; steward deployment,EventMesh routes live-event; EventMesh routes live-event incident; access control technical; access control technical fault; control technical fault; crowd flow medical; crowd flow medical support; EventMesh routes,7,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB062,busy event; radio messages; issue; action,busy event radio; busy event radio messages; event radio messages; often omit whether; still needs action; already handled; busy event; event radio,4,8,1,0.125000,0.250000,0.166667,0.090909,"[{""gold"": ""busy event"", ""pred"": ""busy event"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB063,zone; incident type; urgency; current owner; incident,extract zone incident; extract zone incident type; incident type urgency; incident type urgency current; type urgency current; type urgency current owner; urgency current owner; zone incident type,5,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB064,Gate C; scanner; queue; technical fault; crowd-flow monitoring,C scanner offline; Gate C scanner; Gate C scanner offline; note saying Gate; note saying Gate C; saying Gate C; saying Gate C scanner; both technical fault,5,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB065,medical note; medical keywords; priority; review,medical note because; preserve priority until; preserve priority until reviewed; priority until reviewed; short medical keywords; medical; medical keywords; medical note,4,8,2,0.250000,0.500000,0.333333,0.200000,"[{""gold"": ""medical keywords"", ""pred"": ""medical keywords"", ""score"": 1.0}, {""gold"": ""medical note"", ""pred"": ""medical note"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB066,model; blind set; venue; venue-specific language; scores,venue-specific language does; blind set; different venue; inflate scores; language does; venue-specific language; Test; blind,5,8,2,0.250000,0.400000,0.307692,0.181818,"[{""gold"": ""blind set"", ""pred"": ""blind set"", ""score"": 1.0}, {""gold"": ""venue-specific language"", ""pred"": ""venue-specific language"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB067,HeritageVault; museum catalogue notes; provenance gap; conservation risk; digitisation need; loan restriction; research lead,HeritageVault routes museum; HeritageVault routes museum catalogue; conservation risk digitisation; conservation risk digitisation need; digitisation need loan; digitisation need loan restriction; gap conservation risk; gap conservation risk digitisation,7,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB068,curators; condition concern; historical claim; display recommendation,condition concern; descriptive language; display recommendation; historical claim; may contain; one note; Curators; claim,4,8,4,0.500000,1.000000,0.666667,0.500000,"[{""gold"": ""condition concern"", ""pred"": ""condition concern"", ""score"": 1.0}, {""gold"": ""curators"", ""pred"": ""Curators"", ""score"": 1.0}, {""gold"": ""display recommendation"", ""pred"": ""display recommendation"", ""score"": 1.0}, {""gold"": ""historical claim"", ""pred"": ""historical claim"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB069,object identifier; material; risk phrase; evidence phrase; workflow route; specialist review,each note extract; each note extract object; evidence phrase workflow; evidence phrase workflow route; extract object identifier; extract object identifier material; identifier material risk; identifier material risk phrase,6,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB070,item; another piece; provenance evidence,another piece do; confirmed provenance evidence; item resembles another; item resembles another piece; note only says; resembles another piece; resembles another piece do; another piece,3,8,1,0.125000,0.333333,0.181818,0.100000,"[{""gold"": ""another piece"", ""pred"": ""another piece"", ""score"": 1.0}]"
noun_chunks_topk,M1_normalized_exact,1.0,TB071,trial; catalogue descriptions; digitisation needs; research lead; provenance gap,between research lead; but weak separation; but weak separation between; catalogue descriptions found; catalogue descriptions found strong; descriptions found strong; descriptions found strong detection; digitisation needs but,5,8,0,0.000000,0.000000,0.000000,0.000000,[]
noun_chunks_topk,M1_normalized_exact,1.0,TB072,evaluation; catalogue notes; predictions; curator; gold labels,newly written catalogue; newly written catalogue notes; written catalogue notes; catalogue notes; curator fills; freeze predictions; gold labels; newly written,5,8,2,0.250000,0.400000,0.307692,0.181818,"[{""gold"": ""catalogue notes"", ""pred"": ""catalogue notes"", ""score"": 1.0}, {""gold"": ""gold labels"", ""pred"": ""gold labels"", ""score"": 1.0}]"
