segment_id,gold_role,pred_role,gold_coarse_5,pred_coarse_5,gold_coarse_4,pred_coarse_4,gold_coarse_3,pred_coarse_3,gold_entities,pred_entities,entity_jaccard,gold_operative_status,pred_operative_status,gold_relation,pred_relation,gold_answer_relevant,pred_answer_relevant,failure_pattern
DOC0006_S0007,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,Microsoft Responsible AI Standard; RouteMap,RouteMap,0.500000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
DOC0007_S0009,EXAMPLE,EXAMPLE,INSTANCE,INSTANCE,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,CISA AI roadmap,RouteMap; RouteMap segment,0.000000,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity
DOC0010_S0006,METHOD,METHOD,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,agent memory,RouteMap; source context,0.000000,ACTIVE,ACTIVE,recommends,recommends,YES,YES,entity
DOC0001_S0005,CLAIM,CLAIM,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,NIST AI RMF; AI risk; monitoring; model behavior; data,,0.000000,ACTIVE,ACTIVE,asserts,asserts,YES,YES,entity
DOC0004_S0006,METHOD,METHOD,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,ICO AI guidance; data protection; fairness; transparency; data,data protection; governance,0.166667,ACTIVE,ACTIVE,recommends,recommends,YES,YES,entity
DOC0005_S0001,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,Google SAIF,secure AI development,0.000000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,NO,MAYBE,entity+answer
DOC0001_S0004,DEFINE,DEFINE,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,NIST AI RMF; risk management; AI risk,AI risk management; risk management,0.250000,DESCRIPTIVE,DESCRIPTIVE,defines,defines,YES,YES,entity
DOC0010_S0008,LIMITATION,LIMITATION,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,retrieval; agent memory,retrieval,0.500000,LIMITED,LIMITED,warns_about,limits,YES,YES,entity+relation
DOC0008_S0005,CLAIM,CLAIM,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,risk management; AI risk; AI systems,risk management,0.333333,ACTIVE,ACTIVE,asserts,asserts,YES,YES,entity
DOC0007_S0004,CLAIM,CLAIM,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,CISA AI roadmap,,0.000000,ACTIVE,ACTIVE,asserts,asserts,YES,YES,entity
DOC0008_S0010,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,AI risk,RouteMap; RouteMap segment,0.000000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
DOC0004_S0004,DEFINE,DEFINE,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,ICO AI guidance; data,data protection,0.000000,DESCRIPTIVE,DESCRIPTIVE,defines,defines,YES,YES,entity
DOC0009_S0005,METHOD,METHOD,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,benchmark; model behavior,benchmark; evaluation; RouteMap; RouteMap segment,0.200000,ACTIVE,ACTIVE,recommends,recommends,YES,YES,entity
DOC0004_S0002,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,ICO AI guidance; RouteMap; benchmark; data,benchmark; data protection; RouteMap,0.400000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,NO,NO,entity
DOC0007_S0007,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,CISA AI roadmap,RouteMap; RouteMap segment,0.000000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
DOC0005_S0003,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,data protection; Google SAIF; AI risk; AI systems; model behavior,privacy,0.000000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,MAYBE,MAYBE,entity
DOC0003_S0008,LIMITATION,LIMITATION,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,OWASP LLM Top 10; model behavior,,0.000000,NEGATED,LIMITED,limits,limits,YES,YES,entity+status
DOC0008_S0002,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,RouteMap; AI risk; benchmark; data,benchmark; RouteMap,0.500000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,NO,NO,entity
DOC0010_S0007,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,agent memory,,0.000000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
DOC0001_S0008,RESULT,DEFINE,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,NIST AI RMF; RouteMap; governance,controls; governance; RouteMap,0.500000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,role+entity
DOC0005_S0005,CLAIM,CLAIM,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,Google SAIF; tool risk; model behavior; data,,0.000000,ACTIVE,ACTIVE,asserts,asserts,YES,YES,entity
DOC0007_S0002,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CISA AI roadmap; AI roadmap; risk management; AI risk,risk management,0.250000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,MAYBE,MAYBE,entity
DOC0002_S0006,CLAIM,CLAIM,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,NCSC secure AI guidance; AI systems; monitoring; transparency,,0.000000,NEGATED,NEGATED,asserts,asserts,YES,YES,entity
DOC0002_S0007,EXAMPLE,EXAMPLE,INSTANCE,INSTANCE,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,NCSC secure AI guidance; monitoring,incident response,0.000000,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity
DOC0010_S0009,NEXT_STEP,METHOD,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,retrieval; agent memory,retrieval,0.500000,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,role+entity
DOC0004_S0008,EXAMPLE,EXAMPLE,INSTANCE,INSTANCE,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,ICO AI guidance; data protection; model behavior; data,privacy,0.000000,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity
DOC0003_S0010,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,OWASP LLM Top 10,,0.000000,DESCRIPTIVE,DESCRIPTIVE,reports_usefulness,reports_usefulness,YES,YES,entity
DOC0009_S0001,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,RouteMap; benchmark,benchmark; route extraction; RouteMap,0.666667,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,NO,MAYBE,entity+answer
DOC0005_S0006,METHOD,METHOD,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,Google SAIF; AI risk; model behavior,controls,0.000000,ACTIVE,ACTIVE,maps_to,recommends,YES,YES,entity+relation
DOC0008_S0007,LIMITATION,LIMITATION,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,risk management; AI risk,risk management,0.500000,NEGATED,NEGATED,limits,limits,YES,YES,entity
DOC0009_S0010,EXAMPLE,EXAMPLE,INSTANCE,INSTANCE,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,benchmark,benchmark; RouteMap; RouteMap segment,0.333333,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity
DOC0006_S0002,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,Microsoft Responsible AI Standard; RouteMap; benchmark; data,benchmark; RouteMap,0.500000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,NO,NO,entity
DOC0008_S0001,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,EU AI Act; risk management; AI risk,risk management,0.333333,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,NO,MAYBE,entity+answer
DOC0005_S0010,RESULT,RESULT,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,Google SAIF; retrieval,controls; retrieval,0.333333,DESCRIPTIVE,DESCRIPTIVE,supports_retrieval,reports_usefulness,YES,YES,entity+relation
DOC0007_S0008,NEXT_STEP,CLAIM,ACTION,ASSERTION,ACTION,CONTENT,SUBSTANTIVE,SUBSTANTIVE,CISA AI roadmap; RouteMap; AI risk,RouteMap,0.333333,ACTIVE,ACTIVE,proposes_next_test,proposes_next_test,YES,YES,role+entity
DOC0002_S0005,METHOD,METHOD,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,NCSC secure AI guidance,,0.000000,ACTIVE,ACTIVE,recommends,recommends,YES,YES,entity
DOC0003_S0006,METHOD,METHOD,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,OWASP LLM Top 10; prompt injection; tool risk; AI risk; data,LLM application security; secure AI development,0.200000,ACTIVE,ACTIVE,recommends,recommends,YES,YES,entity
DOC0007_S0003,DEFINE,DEFINE,ASSERTION,ASSERTION,CONTENT,CONTENT,SUBSTANTIVE,SUBSTANTIVE,CISA AI roadmap; AI roadmap; AI risk; governance,governance,0.250000,DESCRIPTIVE,DESCRIPTIVE,defines,defines,YES,YES,entity
DOC0003_S0003,BACKGROUND,BACKGROUND,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,CONTEXT,OWASP LLM Top 10; AI risk; model behavior,,0.000000,DESCRIPTIVE,DESCRIPTIVE,sets_context,sets_context,MAYBE,NO,entity+answer
DOC0008_S0006,METHOD,METHOD,ACTION,ACTION,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,AI risk,controls,0.000000,ACTIVE,ACTIVE,recommends,recommends,YES,YES,entity
DOC0005_S0007,EXAMPLE,EXAMPLE,INSTANCE,INSTANCE,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,Google SAIF; AI risk; retrieval; data,retrieval,0.250000,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity
DOC0004_S0007,LIMITATION,LIMITATION,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,CAVEAT,ICO AI guidance; data protection; AI systems; data,data protection; evaluation,0.200000,NEGATED,NEGATED,limits,limits,YES,YES,entity
DOC0003_S0007,EXAMPLE,EXAMPLE,INSTANCE,INSTANCE,ACTION,ACTION,SUBSTANTIVE,SUBSTANTIVE,OWASP LLM Top 10; prompt injection; model behavior,LLM application security,0.333333,DESCRIPTIVE,DESCRIPTIVE,gives_example,gives_example,YES,YES,entity
