doc_id,title,segment_id,source_doc,source_topic,segment_index,route_question,text,segment_text,role,entities,operative_status,relation,answer_relevance,gold_role,gold_entities,gold_operative_status,gold_relation,gold_answer_relevance,annotation_notes,gold_answer_relevant,answer_relevant,gold_entities_original,entity_canonicalisation_status
TB_DOC_02_harborflow_container_exceptions,HarborFlow Container Exceptions,TB011,TB_DOC_02_harborflow_container_exceptions,HarborFlow Container Exceptions,5,How should container-shipping exceptions be routed and audited?,The system should not infer cargo value from commodity notes unless the value is present in a verified shipment record.,The system should not infer cargo value from commodity notes unless the value is present in a verified shipment record.,LIMITATION,"[""cargo value"", ""commodity notes"", ""verified shipment record""]",OPERATIVE,CONSTRAINS,RELEVANT,LIMITATION,cargo value; commodity notes; verified shipment record,ACTIVE,limits,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""cargo value"", ""commodity notes"", ""verified shipment record""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_02_harborflow_container_exceptions,HarborFlow Container Exceptions,TB012,TB_DOC_02_harborflow_container_exceptions,HarborFlow Container Exceptions,6,How should container-shipping exceptions be routed and audited?,Add a rule that flags any exception whose dwell time passes forty-eight hours without a confirmed owner.,Add a rule that flags any exception whose dwell time passes forty-eight hours without a confirmed owner.,NEXT_STEP,"[""exception"", ""dwell time"", ""forty-eight hours"", ""confirmed owner""]",OPERATIVE,NEXT_STEP,RELEVANT,NEXT_STEP,confirmed owner; dwell time; exception; forty-eight hours,ACTIVE,proposes_next_test,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""exception"", ""dwell time"", ""forty-eight hours"", ""confirmed owner""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_03_clinicpulse_backlog,ClinicPulse Backlog Monitor,TB013,TB_DOC_03_clinicpulse_backlog,ClinicPulse Backlog Monitor,1,"How should a clinic backlog monitor separate definitions, methods, limits, and next actions?","ClinicPulse is a backlog monitor that groups appointment delays by pathway, urgency, clinician dependency, and patient-contact status.","ClinicPulse is a backlog monitor that groups appointment delays by pathway, urgency, clinician dependency, and patient-contact status.",DEFINE,"[""ClinicPulse"", ""backlog monitor"", ""appointment delays"", ""pathway"", ""urgency"", ""clinician dependency"", ""patient-contact status""]",OPERATIVE,SUPPORTS,RELEVANT,DEFINE,appointment delays; backlog monitor; clinician dependency; ClinicPulse; pathway; patient-contact status; urgency,ACTIVE,supports_retrieval,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""ClinicPulse"", ""backlog monitor"", ""appointment delays"", ""pathway"", ""urgency"", ""clinician dependency"", ""patient-contact status""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_03_clinicpulse_backlog,ClinicPulse Backlog Monitor,TB014,TB_DOC_03_clinicpulse_backlog,ClinicPulse Backlog Monitor,2,"How should a clinic backlog monitor separate definitions, methods, limits, and next actions?",The clinic manager needs a clearer difference between patients waiting for clinical review and patients waiting only for administrative booking.,The clinic manager needs a clearer difference between patients waiting for clinical review and patients waiting only for administrative booking.,BACKGROUND,"[""clinic manager"", ""clinical review"", ""administrative booking"", ""patients""]",NON_OPERATIVE,CONTEXT,RELEVANT,BACKGROUND,administrative booking; clinic manager; clinical review; patients,DESCRIPTIVE,sets_context,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""clinic manager"", ""clinical review"", ""administrative booking"", ""patients""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_03_clinicpulse_backlog,ClinicPulse Backlog Monitor,TB015,TB_DOC_03_clinicpulse_backlog,ClinicPulse Backlog Monitor,3,"How should a clinic backlog monitor separate definitions, methods, limits, and next actions?","The route map should extract pathway name, current wait age, blocker type, and the next responsible role from every backlog note.","The route map should extract pathway name, current wait age, blocker type, and the next responsible role from every backlog note.",METHOD,"[""route map"", ""pathway name"", ""current wait age"", ""blocker type"", ""responsible role"", ""backlog note""]",OPERATIVE,SUPPORTS,RELEVANT,METHOD,backlog note; blocker type; current wait age; pathway name; responsible role; route map,ACTIVE,supports_retrieval,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""route map"", ""pathway name"", ""current wait age"", ""blocker type"", ""responsible role"", ""backlog note""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_03_clinicpulse_backlog,ClinicPulse Backlog Monitor,TB016,TB_DOC_03_clinicpulse_backlog,ClinicPulse Backlog Monitor,4,"How should a clinic backlog monitor separate definitions, methods, limits, and next actions?","Change the existing urgent flag so that it depends on clinical risk wording, not merely the number of days since referral.","Change the existing urgent flag so that it depends on clinical risk wording, not merely the number of days since referral.",MODIFY,"[""urgent flag"", ""clinical risk wording"", ""days since referral""]",OPERATIVE,MODIFIES,RELEVANT,METHOD,clinical risk wording; days since referral; urgent flag,ACTIVE,maps_to,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""urgent flag"", ""clinical risk wording"", ""days since referral""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_03_clinicpulse_backlog,ClinicPulse Backlog Monitor,TB017,TB_DOC_03_clinicpulse_backlog,ClinicPulse Backlog Monitor,5,"How should a clinic backlog monitor separate definitions, methods, limits, and next actions?",The first sample showed that administrative blockers were over-counted because two booking teams used different names for the same queue.,The first sample showed that administrative blockers were over-counted because two booking teams used different names for the same queue.,RESULT,"[""administrative blockers"", ""booking teams"", ""queue"", ""sample""]",NON_OPERATIVE,RESULT_OF,RELEVANT,RESULT,administrative blockers; booking teams; queue; sample,DESCRIPTIVE,reports_usefulness,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""administrative blockers"", ""booking teams"", ""queue"", ""sample""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_03_clinicpulse_backlog,ClinicPulse Backlog Monitor,TB018,TB_DOC_03_clinicpulse_backlog,ClinicPulse Backlog Monitor,6,"How should a clinic backlog monitor separate definitions, methods, limits, and next actions?",Do not expose patient identifiers in the model prompt; use synthetic IDs and keep the re-identification key outside the evaluation folder.,Do not expose patient identifiers in the model prompt; use synthetic IDs and keep the re-identification key outside the evaluation folder.,LIMITATION,"[""patient identifiers"", ""model prompt"", ""synthetic IDs"", ""re-identification key"", ""evaluation folder""]",OPERATIVE,CONSTRAINS,RELEVANT,LIMITATION,evaluation folder; model prompt; patient identifiers; re-identification key; synthetic IDs,ACTIVE,limits,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""patient identifiers"", ""model prompt"", ""synthetic IDs"", ""re-identification key"", ""evaluation folder""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_04_gridlens_battery_maintenance,GridLens Battery Maintenance,TB019,TB_DOC_04_gridlens_battery_maintenance,GridLens Battery Maintenance,1,How should battery maintenance notes be routed for risk and action?,"GridLens is a maintenance-routing tool for battery storage sites, focused on inverter faults, thermal alerts, state-of-charge anomalies, and technician dispatch.","GridLens is a maintenance-routing tool for battery storage sites, focused on inverter faults, thermal alerts, state-of-charge anomalies, and technician dispatch.",DEFINE,"[""GridLens"", ""battery storage sites"", ""inverter faults"", ""thermal alerts"", ""state-of-charge anomalies"", ""technician dispatch""]",OPERATIVE,SUPPORTS,RELEVANT,DEFINE,battery storage sites; GridLens; inverter faults; state-of-charge anomalies; technician dispatch; thermal alerts,ACTIVE,supports_retrieval,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""GridLens"", ""battery storage sites"", ""inverter faults"", ""thermal alerts"", ""state-of-charge anomalies"", ""technician dispatch""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_04_gridlens_battery_maintenance,GridLens Battery Maintenance,TB020,TB_DOC_04_gridlens_battery_maintenance,GridLens Battery Maintenance,2,How should battery maintenance notes be routed for risk and action?,"The maintenance team receives telemetry summaries and engineer notes in separate systems, so repeated faults are often missed.","The maintenance team receives telemetry summaries and engineer notes in separate systems, so repeated faults are often missed.",BACKGROUND,"[""maintenance team"", ""telemetry summaries"", ""engineer notes"", ""repeated faults""]",NON_OPERATIVE,CONTEXT,RELEVANT,BACKGROUND,engineer notes; maintenance team; repeated faults; telemetry summaries,DESCRIPTIVE,sets_context,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""maintenance team"", ""telemetry summaries"", ""engineer notes"", ""repeated faults""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_04_gridlens_battery_maintenance,GridLens Battery Maintenance,TB021,TB_DOC_04_gridlens_battery_maintenance,GridLens Battery Maintenance,3,How should battery maintenance notes be routed for risk and action?,"Normalize every note into asset, symptom, severity, recurrence count, safety implication, and recommended intervention.","Normalize every note into asset, symptom, severity, recurrence count, safety implication, and recommended intervention.",METHOD,"[""asset"", ""symptom"", ""severity"", ""recurrence count"", ""safety implication"", ""recommended intervention""]",OPERATIVE,SUPPORTS,RELEVANT,METHOD,asset; recommended intervention; recurrence count; safety implication; severity; symptom,ACTIVE,supports_retrieval,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""asset"", ""symptom"", ""severity"", ""recurrence count"", ""safety implication"", ""recommended intervention""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_04_gridlens_battery_maintenance,GridLens Battery Maintenance,TB022,TB_DOC_04_gridlens_battery_maintenance,GridLens Battery Maintenance,4,How should battery maintenance notes be routed for risk and action?,"If the alert is caused by a planned firmware test, route it as scheduled work rather than as an operational incident.","If the alert is caused by a planned firmware test, route it as scheduled work rather than as an operational incident.",EXCEPT,"[""alert"", ""planned firmware test"", ""scheduled work"", ""operational incident""]",OPERATIVE,EXCEPTS,RELEVANT,LIMITATION,alert; operational incident; planned firmware test; scheduled work,ACTIVE,limits,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""alert"", ""planned firmware test"", ""scheduled work"", ""operational incident""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_04_gridlens_battery_maintenance,GridLens Battery Maintenance,TB023,TB_DOC_04_gridlens_battery_maintenance,GridLens Battery Maintenance,5,How should battery maintenance notes be routed for risk and action?,"In the dry run, the model correctly grouped inverter trips but confused balancing events with thermal warnings.","In the dry run, the model correctly grouped inverter trips but confused balancing events with thermal warnings.",RESULT,"[""dry run"", ""model"", ""inverter trips"", ""balancing events"", ""thermal warnings""]",NON_OPERATIVE,RESULT_OF,RELEVANT,RESULT,balancing events; dry run; inverter trips; model; thermal warnings,DESCRIPTIVE,reports_usefulness,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""dry run"", ""model"", ""inverter trips"", ""balancing events"", ""thermal warnings""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_04_gridlens_battery_maintenance,GridLens Battery Maintenance,TB024,TB_DOC_04_gridlens_battery_maintenance,GridLens Battery Maintenance,6,How should battery maintenance notes be routed for risk and action?,Create a small blind set from new engineer notes before changing the production alert rules.,Create a small blind set from new engineer notes before changing the production alert rules.,NEXT_STEP,"[""blind set"", ""engineer notes"", ""production alert rules""]",OPERATIVE,NEXT_STEP,RELEVANT,NEXT_STEP,blind set; engineer notes; production alert rules,ACTIVE,proposes_next_test,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""blind set"", ""engineer notes"", ""production alert rules""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_05_tutortrail_learning_routes,TutorTrail Learning Routes,TB025,TB_DOC_05_tutortrail_learning_routes,TutorTrail Learning Routes,1,How should a learning assistant route student progress notes?,"TutorTrail converts free-text tutoring notes into learning routes such as concept gap, practice need, confidence issue, assessment target, and parent follow-up.","TutorTrail converts free-text tutoring notes into learning routes such as concept gap, practice need, confidence issue, assessment target, and parent follow-up.",DEFINE,"[""TutorTrail"", ""tutoring notes"", ""learning routes"", ""concept gap"", ""practice need"", ""confidence issue"", ""assessment target"", ""parent follow-up""]",OPERATIVE,SUPPORTS,RELEVANT,DEFINE,assessment target; concept gap; confidence issue; learning routes; parent follow-up; practice need; tutoring notes; TutorTrail,ACTIVE,supports_retrieval,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""TutorTrail"", ""tutoring notes"", ""learning routes"", ""concept gap"", ""practice need"", ""confidence issue"", ""assessment target"", ""parent follow-up""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_05_tutortrail_learning_routes,TutorTrail Learning Routes,TB026,TB_DOC_05_tutortrail_learning_routes,TutorTrail Learning Routes,2,How should a learning assistant route student progress notes?,"Tutors often describe ability, behaviour, and homework completion together, which makes the next lesson plan hard to automate.","Tutors often describe ability, behaviour, and homework completion together, which makes the next lesson plan hard to automate.",BACKGROUND,"[""tutors"", ""ability"", ""behaviour"", ""homework completion"", ""lesson plan""]",NON_OPERATIVE,CONTEXT,RELEVANT,BACKGROUND,ability; behaviour; homework completion; lesson plan; tutors,DESCRIPTIVE,sets_context,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""tutors"", ""ability"", ""behaviour"", ""homework completion"", ""lesson plan""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_05_tutortrail_learning_routes,TutorTrail Learning Routes,TB027,TB_DOC_05_tutortrail_learning_routes,TutorTrail Learning Routes,3,How should a learning assistant route student progress notes?,"Extract the topic, misconception, evidence sentence, recommended exercise type, and whether the issue is conceptual or fluency-based.","Extract the topic, misconception, evidence sentence, recommended exercise type, and whether the issue is conceptual or fluency-based.",METHOD,"[""topic"", ""misconception"", ""evidence sentence"", ""exercise type"", ""conceptual issue"", ""fluency-based issue""]",OPERATIVE,SUPPORTS,RELEVANT,METHOD,conceptual issue; evidence sentence; exercise type; fluency-based issue; misconception; topic,ACTIVE,supports_retrieval,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""topic"", ""misconception"", ""evidence sentence"", ""exercise type"", ""conceptual issue"", ""fluency-based issue""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_05_tutortrail_learning_routes,TutorTrail Learning Routes,TB028,TB_DOC_05_tutortrail_learning_routes,TutorTrail Learning Routes,4,How should a learning assistant route student progress notes?,"A note saying the pupil can solve linear equations but freezes when the wording changes should route to transfer practice, not basic algebra.","A note saying the pupil can solve linear equations but freezes when the wording changes should route to transfer practice, not basic algebra.",EXAMPLE,"[""pupil"", ""linear equations"", ""wording"", ""transfer practice"", ""basic algebra""]",NON_OPERATIVE,EXEMPLIFIES,RELEVANT,EXAMPLE,basic algebra; linear equations; pupil; transfer practice; wording,DESCRIPTIVE,gives_example,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""pupil"", ""linear equations"", ""wording"", ""transfer practice"", ""basic algebra""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_05_tutortrail_learning_routes,TutorTrail Learning Routes,TB029,TB_DOC_05_tutortrail_learning_routes,TutorTrail Learning Routes,5,How should a learning assistant route student progress notes?,Do not infer a special educational need from a single frustration note unless the tutor explicitly recorded an assessed support plan.,Do not infer a special educational need from a single frustration note unless the tutor explicitly recorded an assessed support plan.,LIMITATION,"[""special educational need"", ""frustration note"", ""tutor"", ""support plan""]",OPERATIVE,CONSTRAINS,RELEVANT,LIMITATION,frustration note; special educational need; support plan; tutor,ACTIVE,limits,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""special educational need"", ""frustration note"", ""tutor"", ""support plan""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_05_tutortrail_learning_routes,TutorTrail Learning Routes,TB030,TB_DOC_05_tutortrail_learning_routes,TutorTrail Learning Routes,6,How should a learning assistant route student progress notes?,Add a reviewer column so senior tutors can adjudicate borderline cases before those labels enter the gold set.,Add a reviewer column so senior tutors can adjudicate borderline cases before those labels enter the gold set.,NEXT_STEP,"[""reviewer column"", ""senior tutors"", ""borderline cases"", ""gold set""]",OPERATIVE,NEXT_STEP,RELEVANT,NEXT_STEP,borderline cases; gold set; reviewer column; senior tutors,ACTIVE,proposes_next_test,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""reviewer column"", ""senior tutors"", ""borderline cases"", ""gold set""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_06_fraudsieve_invoice_controls,FraudSieve Invoice Controls,TB031,TB_DOC_06_fraudsieve_invoice_controls,FraudSieve Invoice Controls,1,How should invoice-fraud control notes be extracted into routes?,"FraudSieve is an invoice-control router that separates vendor identity changes, bank-detail changes, duplicate invoice patterns, and approval bypasses.","FraudSieve is an invoice-control router that separates vendor identity changes, bank-detail changes, duplicate invoice patterns, and approval bypasses.",DEFINE,"[""FraudSieve"", ""invoice-control router"", ""vendor identity changes"", ""bank-detail changes"", ""duplicate invoice patterns"", ""approval bypasses""]",OPERATIVE,SUPPORTS,RELEVANT,DEFINE,approval bypasses; bank-detail changes; duplicate invoice patterns; FraudSieve; invoice-control router; vendor identity changes,ACTIVE,supports_retrieval,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""FraudSieve"", ""invoice-control router"", ""vendor identity changes"", ""bank-detail changes"", ""duplicate invoice patterns"", ""approval bypasses""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
TB_DOC_06_fraudsieve_invoice_controls,FraudSieve Invoice Controls,TB032,TB_DOC_06_fraudsieve_invoice_controls,FraudSieve Invoice Controls,2,How should invoice-fraud control notes be extracted into routes?,"Finance reviewers currently mark many alerts as suspicious without explaining whether the risk comes from the vendor, the invoice, or the approver.","Finance reviewers currently mark many alerts as suspicious without explaining whether the risk comes from the vendor, the invoice, or the approver.",BACKGROUND,"[""finance reviewers"", ""alerts"", ""vendor"", ""invoice"", ""approver""]",NON_OPERATIVE,CONTEXT,RELEVANT,BACKGROUND,alerts; approver; finance reviewers; invoice; vendor,DESCRIPTIVE,sets_context,RELEVANT,assistant_generated_external_blind_gold; review labels if validator expects different enum names,YES,RELEVANT,"[""finance reviewers"", ""alerts"", ""vendor"", ""invoice"", ""approver""]",PROPOSED_DELIMITER_ONLY_NOT_EVALUATOR_INPUT
